"license_issue_date","license_number","animals_name","species","primary_breed","secondary_breed","zip_code","weight_kg"
"June 29 2018","S145381","Zelda","Dog","Retriever, Labrador",NA,"98117",28.8491657349167
"December 26 2015","898151","Lucky","Dog","Retriever, Golden",NA,"98117",17.670799537005
"January 18 2018","S109337","Sweetpea","Dog","Dachshund, Miniature Smooth Haired",NA,"98117",15.2751683322636
"November 29 2016","142980","Bootsy","Dog","Bearded Collie","Poodle, Miniature","98117",25.8863035675711
"October 04 2018","726564","Plumpy","Dog","Shih Tzu",NA,"98117",22.8729169102167
"September 22 2017","142899","Riley","Dog","Havanese",NA,"98117",19.9584978450447
"August 03 2017","584861","Logan","Dog","Poodle, Miniature","Spaniel, American Cocker","98117",33.2170999714843
"August 19 2018","S146641","Stevie Nicks","Dog","Terrier","Welsh Corgi, Cardigan","98117",21.998502346646
"July 12 2018","S145230","Olive","Dog","Spaniel, American Cocker",NA,"98117",27.298595787563
"December 29 2017","S138552","Cookie","Dog","Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired","98117",31.6276020729172
"April 18 2017","213283","Mbali","Dog","Basenji",NA,"98117",32.2034719081804
"March 23 2018","217815","Maggie","Dog","Spaniel, American Cocker",NA,"98117",30.9120366255617
"July 03 2018","S145451","Zaiya","Dog","Border Collie","Mix","98117",26.0226091035657
"December 14 2018","S124786","Oliver","Dog","Retriever, Labrador","Poodle, Standard","98117",25.6929382776021
"February 07 2018","S110233","Lucy","Dog","Bichon Frise","Mix","98117",20.8852579586757
"November 21 2018","S124525","Enzo","Dog","Mix",NA,"98117",20.0498154689186
"May 22 2018","S121030","Simba","Dog","Chihuahua, Short Coat","Terrier, Yorkshire","98117",25.1517531839201
"April 11 2018","S128655","Echo","Dog","Australian Cattle Dog",NA,"98117",36.3766085659826
"April 13 2017","130219","Hershey","Dog","Spaniel, American Cocker","Poodle, Miniature","98117",21.1237142137728
"April 29 2017","206942","Pearl","Dog","Keeshond",NA,"98117",19.1186091490627
"April 30 2018","S127243","Max","Dog","Schnauzer, Standard","Mix","98117",7.34087393929069
"February 07 2017","S127623","Izzy","Dog","Chihuahua, Short Coat",NA,"98117",15.4523011690998
"June 12 2018","359134","Tux","Dog","Spaniel, English Cocker",NA,"98117",28.5947702633162
"June 14 2017","S132218","Jack","Dog","Border Collie","Terrier, Staffordshire Bull","98117",22.5200705859963
"June 25 2018","S145155","Ella","Dog","Shetland Sheepdog",NA,"98117",24.2640293729752
"November 27 2018","828539","Luna","Dog","Australian Shepherd","Retriever, Labrador","98117",15.3876802528971
"November 06 2017","904891","Juno","Dog","Retriever, Labrador","Coonhound, Treeing Walker","98117",18.9919878574179
"March 01 2018","S113432","Bane","Dog","Welsh Corgi, Cardigan","Mix","98117",15.7641870522401
"December 28 2018","961231","Bugsy","Dog","Pug","Terrier, Boston","98117",20.8959940348958
"June 19 2018","S116761","Phoebe","Dog","Terrier, Boston",NA,"98117",11.8892155431994
"June 26 2018","S145214","Bo","Dog","Doberman Pinscher",NA,"98117",24.9492807033922
"December 23 2018","962062","Honey","Dog","Terrier","Mix","98117",11.1830372920022
"February 01 2018","S117431","Ava","Dog","Terrier, Yorkshire","Maltese","98117",23.1028584423052
"July 31 2018","431887","Kodiak","Dog","Retriever, Labrador","Poodle, Miniature","98117",14.5500654785835
"September 19 2017","444472","Percy","Dog","Beagle","Retriever, Labrador","98117",34.6288920529283
"April 19 2018","23239","Barney","Dog","Greater Swiss Mountain Dog",NA,"98117",17.9831682081428
"March 18 2017","731173","Jaro","Dog","Basenji",NA,"98117",28.7400790090297
"July 24 2018","443536","Teddy","Dog","Terrier, West Highland White",NA,"98117",23.1127375736989
"June 20 2018","S131627","Arlo","Dog","Pointer, German Shorthaired",NA,"98117",17.7285622355634
"July 11 2017","438883","Willow","Dog","Shepherd","Mix","98117",19.2216499941663
"March 30 2018","131763","Miss Moneypenny 'Penny'","Dog","Terrier, West Highland White",NA,"98117",21.114917400367
"July 10 2018","S145797","Olaf","Dog","Welsh Corgi, Pembroke",NA,"98117",15.5753540695033
"February 07 2017","86157","Rylee","Dog","Retriever, Labrador",NA,"98117",20.2353268149638
"June 01 2018","S144340","Rainier","Dog","Retriever, Labrador",NA,"98117",16.0186531447506
"November 02 2017","S136077","Lizzi","Dog","Retriever, Labrador","Border Collie","98117",NA
"December 26 2018","8004136","Sophie","Dog","Retriever, Labrador",NA,"98117",23.5241819565092
"July 31 2018","S100238","Ozzie","Dog","Poodle, Miniature",NA,"98117",21.4357700086752
"October 12 2017","830322","Pia","Dog","Australian Shepherd",NA,"98117",17.1210172325685
"June 08 2018","S143893","Julep","Dog","Chinese Crested","Mix","98117",23.6796380269872
"November 10 2018","S146551","Domino","Dog","Dalmatian","Retriever","98117",22.3609820581045
"May 02 2018","S143449","Petey","Dog","Pug","Border Collie","98117",19.9500766975934
"August 01 2018","583155","Sixer","Dog","Border Collie","Retriever, Flat-Coated","98117",13.7281630161902
"January 06 2018","S139301","Marshall","Dog","Poodle, Toy",NA,"98117",16.1403024283231
"August 09 2017","S100507","Daisy","Dog","Poodle, Miniature","Mix","98117",23.5251338212579
"July 19 2017","731879","Blitz","Dog","Terrier, Boston",NA,"98117",15.7819809463711
"July 06 2017","731001","Daisy","Dog","Shih Tzu",NA,"98117",26.9939680844979
"June 07 2017","S132061","Finn","Dog","Australian Cattle Dog",NA,"98117",17.9721314533743
"April 23 2018","S143089","Ezri Dax","Dog","Border Collie","Retriever, Golden","98117",25.6287004132407
"January 10 2017","S126194","Mabel","Dog","Terrier",NA,"98117",24.425207410188
"September 15 2018","8000951","Wynnie","Dog","Retriever, Golden",NA,"98117",14.7284933842269
"July 02 2018","442091","Charlie Tuxedo","Dog","Coonhound, Treeing Walker","Boxer","98117",12.1849233261332
"July 28 2018","S117980","Tortie","Cat","Domestic Shorthair","Mix","98117",4.38217164557395
"August 11 2018","83415","Luna","Cat","Domestic Shorthair",NA,"98117",4.73959075226331
"October 02 2018","S142619","Athena","Cat","Domestic Shorthair","Mix","98117",4.50539226263086
"June 20 2018","S116835","Billi Sinni-Sappa","Cat","Domestic Medium Hair","Maine Coon","98117",4.42998346471098
"April 22 2017","209295","Shadow","Cat","Domestic Shorthair",NA,"98117",4.73211241385166
"December 04 2018","8003501","Oscar","Cat","Domestic Shorthair","Mix","98117",4.62570699708895
"October 29 2018","S105760","Captain Jack","Cat","Domestic Longhair",NA,"98117",4.73158257748604
"February 08 2017","19097","Lolly","Cat","Domestic Shorthair",NA,"98117",4.23516352805216
"May 11 2017","276594","Joey","Cat","Domestic Shorthair",NA,"98117",4.34309405162547
"March 19 2018","83259","Watson","Cat","Domestic Shorthair",NA,"98117",4.75407683771457
"March 06 2017","133096",NA,"Cat","Domestic Shorthair",NA,"98117",4.7877511228662
"October 09 2017","S105373","Charlie","Cat","Turkish Van",NA,"98117",4.15791720136962
"August 12 2018","8000016","Inky Jinx","Cat","Domestic Shorthair","Mix","98117",4.29345216947854
"September 24 2018","S146954","Katy","Cat","Domestic Shorthair","Mix","98117",4.64281735784669
"June 29 2018","434547","Benny","Cat","Domestic Shorthair","Mix","98117",4.5252166193028
"October 18 2017","443725","Rocco","Cat","Domestic Shorthair",NA,"98117",3.92640563253802
"April 28 2017","948374","Bailey","Cat","Siamese","Mix","98117",4.57456750967016
"May 02 2018","273197","Ginny","Cat","Domestic Longhair",NA,"98117",4.20343365174632
"September 04 2018","350900","Nika","Cat","Domestic Shorthair",NA,"98117",4.44145584314137
"October 21 2018","732074","Murray","Cat","Snowshoe",NA,"98117",3.96677037563175
"February 02 2017","204349","Misty","Cat","Domestic Shorthair",NA,"98117",4.04050998349851
"May 16 2017","361363","Checkers","Cat","Domestic Shorthair",NA,"98117",4.30118381287797
"January 27 2018","S137894","Elsa","Cat","Domestic Longhair","Mix","98117",4.45416535459624
"July 01 2017","352205","Quincy","Cat","Domestic Medium Hair",NA,"98117",4.62507731915834
"December 05 2017","892108","Wyken","Cat","Domestic Medium Hair",NA,"98117",4.96577778944192
"August 29 2017","817919","Gilda","Cat","Domestic Medium Hair",NA,"98117",4.01852851707872
"July 02 2017","S131439","Zeke","Cat","Domestic Shorthair","Mix","98117",4.20700425820552
"August 08 2017","S100648","Quincy","Cat","Domestic Medium Hair","Mix","98117",4.35325369681658
"October 07 2018","824689","Eammon","Cat","Domestic Shorthair",NA,"98117",4.80330054423907
"June 14 2017","282431","Meredith","Cat","Russian Blue","Mix","98117",4.07257863076713
"March 15 2018","77103","Zola","Cat","Domestic Shorthair",NA,"98117",4.13308047194122
"August 11 2018","570929","Sophia","Cat","Domestic Shorthair",NA,"98117",4.70004812777775
"July 11 2018","S143292","Ambrosia","Cat","Domestic Shorthair","Mix","98117",4.70124012663768
"November 08 2018","S124236","Elise","Cat","American Shorthair",NA,"98117",4.73312061645208
"September 19 2017","S103519","Big Suze","Cat","Pixie-Bob",NA,"98117",4.73327970809465
"December 21 2018","8004018","Mew","Cat","Domestic Shorthair",NA,"98117",4.85437165076587
"June 09 2017","344900","Sasha","Cat","Domestic Longhair",NA,"98117",4.6340831847617
"October 25 2017","825175","Tarball","Cat","Domestic Shorthair",NA,"98117",4.58596084359741
"January 25 2017","952401","Gus","Cat","Domestic Shorthair",NA,"98117",4.11269718048146
"May 10 2018","273623","Sally","Cat","Domestic Shorthair",NA,"98117",4.59786095171102
"April 10 2017","203385","Jilly","Cat","American Shorthair",NA,"98117",4.28007389646992
"May 01 2018","204771","Quincy","Cat","Domestic Shorthair",NA,"98117",4.45348024494011
"June 30 2018","429481","George","Cat","Domestic Shorthair",NA,"98117",4.40221349449057
"February 25 2018","83326","Sassy","Cat","Domestic Shorthair",NA,"98117",4.90262925902786
"November 20 2018","8001722","Princess","Cat","Siamese",NA,"98117",5.15257753723859
"April 10 2018","215540","Splash","Cat","Domestic Longhair",NA,"98117",4.84324376487547
"October 29 2018","832332","Marv","Cat","Siamese","Balinese","98117",4.39747232047466
"March 21 2018","833538","George","Cat","Domestic Medium Hair",NA,"98117",4.46214831822348
"January 16 2018","S110281","Arbor","Cat","Domestic Shorthair","Mix","98117",4.9936690469987
"September 27 2018","S121308","Daisy","Dog","Terrier, Russell","Chihuahua, Long Coat","98118",20.536906703562
"February 08 2017","84357","Murphy","Dog","Chow Chow",NA,"98118",14.7126914788617
"September 24 2018","8001227","Comey Roginski","Dog","Bernese Mountain Dog","Poodle, Standard","98118",33.6895734939618
"September 14 2017","S134097","Sissy","Dog","Retriever, Labrador","Beagle","98118",21.7612295261451
"January 06 2018","961532","Tsuki","Dog","German Shepherd",NA,"98118",11.507212609611
"February 08 2018","S140431","Leeloo Dallas","Dog","Poodle, Standard",NA,"98118",11.0269199013967
"November 17 2018","S148150","Jasper","Dog","Papillon","Chihuahua, Long Coat","98118",19.102090383898
"September 28 2018","8001353","Luke","Dog","Shepherd",NA,"98118",25.291968934671
"July 28 2018","283995","Simba","Dog","Chihuahua, Long Coat",NA,"98118",12.6486874868779
"November 05 2018","S122739","Remy","Dog","Terrier","Beagle","98118",21.3148451656685
"September 08 2018","S121554","Remington","Dog","Retriever, Labrador","Poodle, Standard","98118",21.4104600755461
"June 06 2018","84655","Polly","Dog","Chihuahua, Short Coat",NA,"98118",23.7264720656668
"April 24 2018","S137602","Summer","Dog","German Shepherd","Mix","98118",4.49771692877656
"February 28 2017","76796","Scrappy","Dog","Terrier, American Pit Bull",NA,"98118",23.0228966303172
"November 15 2018","8002748","Leeloo","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98118",14.9340225818542
"January 06 2017","S125196","Rocco","Dog","Chihuahua, Short Coat","Miniature Pinscher","98118",22.1562678882047
"May 16 2018","S116045","Maggie","Dog","English Shepherd","Border Collie","98118",18.0649921955776
"October 30 2017","832988","Trek","Dog","Terrier","Mix","98118",20.3495603451623
"June 12 2017","356883","BJ","Dog","Dachshund, Standard Smooth Haired",NA,"98118",NA
"May 31 2018","S116227","Junee","Dog","Chihuahua, Short Coat",NA,"98118",22.5020859213044
"December 29 2018","957433","Dogg","Dog","Chihuahua, Short Coat",NA,"98118",19.4233979708839
"November 12 2018","8002669","Emma","Dog","Old English Sheepdog",NA,"98118",23.4369443490247
"June 18 2018","S120907","Otter","Dog","Vizsla, Smooth Haired",NA,"98118",14.4829492307702
"July 19 2018","S101580","Roco/Rambo (Angel)","Dog","Terrier, American Pit Bull","Mix","98118",17.6218167094615
"November 10 2018","900902","Greta","Dog","Weimaraner",NA,"98118",27.3365316455297
"June 01 2018","S144334","Leela","Dog","Dachshund, Standard Smooth Haired","Terrier","98118",34.6539102168341
"September 04 2018","S146893","London","Dog","Chihuahua, Short Coat","Mix","98118",27.9451296234252
"August 28 2017","581835","Percy","Dog","Spaniel, Welsh Springer",NA,"98118",25.8823898880022
"May 14 2018","S143762","Pogo","Dog","German Shepherd","Border Collie","98118",11.0416923206569
"June 08 2017","444841","Jasper","Dog","Schnauzer, Miniature","Terrier","98118",19.916610305158
"May 22 2018","136917","Bette","Dog","Hound","Mix","98118",21.1034517855999
"June 19 2018","S144855","Paisley","Dog","Retriever, Labrador",NA,"98118",17.6000673107152
"August 23 2018","8000290","Zadie Bobo","Dog","Chihuahua, Short Coat","Mix","98118",14.7337324084181
"January 25 2018","899581","Brewster","Dog","Retriever, Labrador","Terrier, American Pit Bull","98118",19.0091530267037
"July 05 2017","S118693","Odie","Dog","Retriever, Labrador","Mix","98118",30.3871575379869
"February 14 2017","81404","Tomas","Dog","Australian Cattle Dog",NA,"98118",16.5622351915535
"June 05 2018","S144485","Samantha","Dog","Retriever, Labrador","Pointer","98118",25.0288302472931
"November 28 2017","S138462","Chug","Dog","Chihuahua, Short Coat","Pug","98118",3.7913766258963
"December 17 2018","S139004","Bourbon","Dog","Collie, Smooth","German Shepherd","98118",32.0899930896872
"December 26 2017","S139134","Claire","Dog","Great Pyrenees",NA,"98118",0.394113571073332
"May 22 2018","S144022","Mumford","Dog","Terrier",NA,"98118",19.1408000321896
"August 23 2017","S135021","Baxter","Dog","Irish Wolfhound","Greyhound","98118",5.17670014966118
"October 18 2018","725428","Dolly","Dog","Shepherd","Retriever, Labrador","98118",19.7429990276765
"July 07 2018","277463","Shayla","Dog","Chow Chow","Shepherd","98118",20.4212694323768
"November 01 2016","82058","Jake Garron","Dog","Retriever, Labrador","Mastiff","98118",10.2848705908124
"February 21 2017","S142390","Custard","Dog","Retriever, Labrador","Mix","98118",16.3363981762535
"July 26 2017","278825","Sadie","Dog","Coonhound","Mix","98118",24.2103665654481
"June 25 2018","S101568","Princess","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98118",24.3839195286797
"May 30 2017","278807","Boomer","Dog","Terrier, Jack Russell",NA,"98118",11.7848652263182
"March 10 2017","425685","Max","Dog","Setter, Irish",NA,"98118",21.8210275562589
"December 28 2017","S139143","Bosco","Dog","Terrier","Chow Chow","98118",17.2037868915629
"January 31 2018","S140243","La Vie","Dog","Retriever, Labrador","Mix","98118",8.62045399484143
"January 19 2018","S128832","Patience","Dog","Boxer","Mix","98118",10.5428287466345
"April 16 2018","135242","Rain","Dog","Terrier, American Pit Bull","Retriever, Labrador","98118",13.6278951816838
"April 17 2018","S142890","Violet","Dog","Terrier, Airedale","Siberian Husky","98118",21.7891453971795
"April 07 2017","216964","Kitsune-Jip","Dog","Chihuahua, Short Coat",NA,"98118",NA
"May 31 2017","S131376","Henry","Dog","Terrier, Jack Russell","Poodle, Standard","98118",28.1110129634458
"September 07 2017","S101924","Potato","Dog","Hound","Mix","98118",30.7069107178534
"July 02 2018","443054","Livia","Dog","Chihuahua, Long Coat",NA,"98118",30.1042577908716
"September 05 2018","215632","Hallie","Dog","Dachshund, Miniature Smooth Haired","Beagle","98118",20.1295549183606
"December 12 2018","962812","Bechay","Dog","Shih Tzu",NA,"98118",18.1805616398003
"July 24 2018","S116882","Moxie","Dog","Terrier, Australian",NA,"98118",14.9841385724329
"June 07 2018","S144096","Boris","Dog","Terrier, American Pit Bull",NA,"98118",7.7287320152571
"June 12 2018","S130479","Rafe","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)","Mix","98118",13.3999636472976
"March 13 2017","141747","Nell","Dog","Border Collie",NA,"98118",7.56840013936601
"October 18 2018","S101900","Liela","Dog","Retriever, Golden","Mix","98118",18.8816653193002
"August 08 2018","S145549","Indie","Dog","Retriever, Golden","Bernese Mountain Dog","98118",17.9638607603189
"October 11 2017","827302","Lulu 2","Dog","Pug",NA,"98118",22.0251561528138
"July 25 2018","S147293","Rue","Dog","Portuguese Water Dog",NA,"98118",27.6410798471537
"July 13 2017","356426","Dan","Dog","Retriever, Labrador",NA,"98118",22.8007130101242
"January 16 2018","S101520","Caliie","Dog","Hound",NA,"98118",22.3415285402907
"August 08 2017","582285","Captain","Dog","Pointer, German Shorthaired","Australian Cattle Dog","98118",25.7937382024095
"June 13 2018","S120365","Simba","Dog","Retriever, Golden","Alaskan Malamute","98118",10.2809379078887
"August 03 2018","S113413","Rex","Dog","Retriever, Labrador","Australian Shepherd","98118",16.5739929621126
"October 10 2017","828788","Eddie Megatron","Dog","Spaniel, Cavalier King Charles","Bichon Frise","98118",25.8816869010468
"August 30 2018","S135952","Batboy","Dog","Terrier","Chihuahua, Short Coat","98118",14.4128983059194
"November 01 2018","824428","Pantalaimon","Cat","Domestic Longhair",NA,"98118",4.33846503440405
"October 18 2016","28750","Benjamin","Cat","Domestic Shorthair",NA,"98118",4.7162071165033
"December 10 2018","952139","Abigail","Cat","Domestic Shorthair",NA,"98118",4.4030151893684
"October 24 2016","22352","Brooklyn","Cat","Domestic Shorthair",NA,"98118",4.3062279419783
"November 15 2016","S101501","Buddy","Cat","Domestic Shorthair","Mix","98118",3.52272335658628
"April 10 2018","S142385","Max","Cat","Domestic Shorthair",NA,"98118",3.83385235259855
"March 24 2017","140148","Jasmine","Cat","Domestic Shorthair",NA,"98118",5.20292665630105
"July 06 2017","346530","Louis","Cat","Domestic Shorthair",NA,"98118",4.43907941375392
"December 29 2017","952843","Egypt","Cat","Domestic Shorthair",NA,"98118",5.03342666440897
"January 18 2018","22645","Baby","Cat","Domestic Shorthair",NA,"98118",4.50831196651542
"July 01 2017","S131431","Cookie","Cat","Domestic Shorthair","Mix","98118",4.2377971951709
"November 09 2017","S134352","Miss Fluffy","Cat","Domestic Medium Hair","Mix","98118",4.6722199725092
"July 23 2018","578767","Peej","Cat","Maine Coon",NA,"98118",4.60552577914004
"August 18 2018","S144537","Freckles","Cat","Domestic Shorthair","Mix","98118",4.55310760278458
"June 12 2018","S118414","Zosia","Cat","Ragdoll",NA,"98118",4.90323775519383
"April 07 2017","273888","Samuel","Cat","Domestic Shorthair",NA,"98118",4.69149063879113
"June 28 2018","445421","Linux","Cat","Bombay",NA,"98118",4.46356819779581
"February 02 2018","S140258","Adam West Bakenhus","Cat","Domestic Shorthair",NA,"98118",4.45335414508253
"April 10 2018","198647","Patter","Cat","Domestic Shorthair",NA,"98118",4.61669335808129
"December 26 2017","S139149","K.T.","Cat","Domestic Shorthair",NA,"98118",4.29197981733888
"April 04 2018","S142095","Motor","Cat","Domestic Shorthair",NA,"98118",5.01966401703266
"January 19 2017","29162","Martok","Cat","Domestic Shorthair",NA,"98118",4.62630521958048
"November 07 2017","S138047","Jake","Cat","Domestic Medium Hair",NA,"98118",4.06156224231009
"April 30 2018","S143234","Bella","Dog","German Shepherd",NA,"98119",15.7165577191642
"October 01 2017","S135557","Princess Daisy","Dog","Chihuahua, Short Coat","Mix","98119",21.4657526135587
"December 28 2017","S139045","Gatsby","Dog","Ibizan Hound",NA,"98119",29.1417744805501
"July 24 2018","S134978","Merle","Dog","Retriever","Mix","98119",22.1618755058679
"December 30 2015","962407","Shadow","Dog","Shih Tzu",NA,"98119",23.7661615334857
"December 05 2017","S138501","Koda","Dog","Border Collie","Mix","98119",22.1639883902608
"May 02 2018","S106177","Chloe","Dog","Boxer",NA,"98119",15.1155980066765
"June 21 2018","206951","Molly","Dog","Schnauzer, Miniature",NA,"98119",21.2539396215488
"November 26 2018","828789","Milo","Dog","Poodle, Toy",NA,"98119",17.9476495230265
"March 21 2018","S141721","Chester","Dog","Spaniel, American Cocker",NA,"98119",27.0133212209364
"June 19 2018","S144842","Tj","Dog","Greyhound","Mix","98119",21.7912419550038
"July 03 2018","360482","Winston","Dog","Terrier","Mix","98119",16.3087928027346
"July 03 2018","S103770","Oso","Dog","Retriever, Golden",NA,"98119",18.4718645179429
"April 05 2017","139734","Edison","Dog","Hound",NA,"98119",12.2929440188436
"April 24 2018","S143063","Chloe","Dog","Terrier, American Pit Bull",NA,"98119",21.0607857048489
"February 21 2018","S140460","Juneo","Dog","Pomeranian","Chihuahua, Long Coat","98119",21.208201108966
"February 10 2017","82723","Meto","Dog","Retriever, Golden","Poodle, Standard","98119",24.1228812142193
"July 11 2017","444447","Goose","Dog","Xoloitzcuintli",NA,"98119",28.2814840666042
"April 25 2018","830584","Sonic","Dog","Terrier, Boston",NA,"98119",29.5391143739868
"April 25 2018","S143166","Atlas","Dog","Terrier, Staffordshire Bull",NA,"98119",20.8011869654417
"December 13 2018","S148201","Artie","Dog","Terrier, American Pit Bull","Mix","98119",14.1916608018353
"July 06 2018","S145640","Maggie","Dog","Mix",NA,"98119",9.76591382658964
"July 21 2018","440706","Cookie","Dog","Retriever, Golden","Mix","98119",21.1205670499588
"July 26 2017","441081","Wafer","Dog","Retriever, Labrador",NA,"98119",19.8707639684494
"March 27 2018","S141829","Giovanna","Dog","Chihuahua, Short Coat",NA,"98119",18.991216346944
"August 31 2018","729657","Ruby","Dog","Australian Shepherd",NA,"98119",21.0330287301953
"October 30 2017","S137737","Rosie","Dog","Beagle",NA,"98119",12.7626570519553
"November 14 2017","584975","Selah","Dog","Shepherd",NA,"98119",31.1742138419745
"November 14 2017","S104754","Lilly","Dog","Terrier, Welsh",NA,"98119",18.1370315431302
"July 21 2017","25905","Bella","Dog","Retriever, Labrador","Australian Shepherd","98119",12.7924246897298
"July 18 2017","216874","Howie","Dog","Retriever, Labrador",NA,"98119",28.4021475998647
"November 27 2018","S138180","Maxx","Dog","Poodle, Miniature",NA,"98119",25.2870722624495
"October 27 2017","S137738","Norm","Dog","Retriever, Labrador","Mix","98119",18.8439084351577
"June 29 2018","360330","Daisy","Dog","Pomeranian","Mix","98119",19.2473810941268
"June 09 2017","280767","Gunther","Dog","Chihuahua, Short Coat","Dachshund, Standard Smooth Haired","98119",27.3314436660203
"July 03 2018","444762","Katja Levy","Dog","German Shepherd",NA,"98119",16.4236341385749
"July 03 2018","S145441","June","Dog","Vizsla, Smooth Haired",NA,"98119",20.8588582558807
"June 05 2018","S115852","Ricky","Dog","Chihuahua, Short Coat",NA,"98119",25.7253422988961
"December 18 2016","579243","Chunk","Dog","Pug","Beagle","98119",18.0763541481272
"March 29 2018","S141870","Chief","Dog","Retriever, Labrador",NA,"98119",25.7134813412654
"May 01 2018","216898","Gemma","Dog","Pointer","Mix","98119",26.5865901245674
"June 27 2018","S110236","Jelly Beans","Dog","Maltese","Shih Tzu","98119",22.6106305526611
"November 29 2018","S137471","Peanut","Dog","Terrier, Jack Russell",NA,"98119",12.1129065618685
"April 13 2018","S142159","Oscar","Dog","Pug","Dachshund, Standard Smooth Haired","98119",1.20075624332808
"April 27 2017","139708","Axl","Dog","Retriever, Labrador",NA,"98119",10.0984982421058
"May 31 2018","S144308","Benjamin","Dog","Retriever, Labrador","Poodle, Standard","98119",14.1030542132902
"October 22 2017","358704","Maple","Dog","Shepherd","Mix","98119",26.1727911407996
"July 22 2018","S144198","Princess Pristique","Dog","Poodle, Toy","Mix","98119",19.4573675997639
"January 18 2017","957205","Bridget","Dog","Terrier, Soft Coated Wheaten",NA,"98119",14.5797610840416
"December 04 2017","S138650","Stella","Dog","Mix",NA,"98119",14.6235820481506
"July 05 2018","S145615","Sparky","Dog","Collie, Smooth",NA,"98119",20.7079475629836
"July 10 2018","S112227","Penny","Dog","Australian Shepherd",NA,"98119",14.1230413012372
"July 05 2018","S145631","Gunner","Dog","Retriever, Golden",NA,"98119",31.5880236436592
"October 05 2018","831761","Simba","Dog","Retriever, Labrador","Siberian Husky","98119",19.719630022602
"March 20 2018","S103321","Toby","Dog","Australian Shepherd, Miniature",NA,"98119",33.0705776078885
"October 25 2018","S152173","Kobe","Dog","Retriever, Labrador","Poodle, Standard","98119",15.9712394234129
"January 09 2018","S139462","Lucy","Dog","Retriever, Labrador","Poodle, Standard","98119",9.65509050755837
"October 16 2017","833221","Ruby","Cat","Domestic Medium Hair",NA,"98119",4.41141564117811
"April 11 2017","142494","Vasilisa","Cat","Domestic Shorthair",NA,"98119",4.4301971624334
"October 27 2018","S146510","Milo","Cat","Domestic Shorthair",NA,"98119",4.70151753864536
"March 26 2018","133437","Jada Pinkett","Cat","Ragdoll","Mix","98119",4.27289123031394
"July 10 2018","439640","Roxy","Cat","Domestic Shorthair",NA,"98119",5.04834001198071
"January 09 2017","28758","Hakusen","Cat","Domestic Shorthair",NA,"98119",4.45810690141664
"September 14 2018","S146465","Daniel Tiger","Cat","Domestic Shorthair","Mix","98119",4.77149872428278
"January 09 2018","S134416","Fenn","Cat","Siamese","Mix","98119",4.66678287909562
"January 24 2018","S139708","Hiro","Cat","Domestic Shorthair","Mix","98119",4.36071718598573
"August 02 2017","578976","Giorgio","Cat","Domestic Longhair",NA,"98119",4.26373586764562
"January 23 2017","28170","Diabl","Cat","Siberian",NA,"98119",4.86958242554179
"July 11 2017","430997","Lucy","Cat","Manx",NA,"98119",4.84651847182554
"July 17 2018","430357","Frida","Cat","Siamese","Domestic Shorthair","98119",4.63700397628229
"June 21 2018","S142979","La Puma","Cat","Domestic Shorthair","Mix","98119",4.99979847762724
"April 13 2018","140438","Yeti","Cat","Domestic Shorthair",NA,"98119",4.57838383070477
"June 10 2017","345808","Eve","Cat","Domestic Shorthair",NA,"98119",4.58786129982811
"June 12 2017","268276","Murray","Cat","Domestic Longhair",NA,"98119",4.63921602990599
"February 21 2018","S139782","Spongecake","Cat","Exotic Shorthair",NA,"98119",4.34690943700896
"March 18 2017","142118","Teasel","Cat","Manx","Mix","98119",4.1618487298767
"July 21 2018","S132843","Gennie","Cat","Domestic Shorthair","American Shorthair","98119",4.05983444676471
"October 17 2018","S146095","Kuromame","Cat","Domestic Shorthair","Mix","98119",4.4654539310273
"June 06 2018","282458","Clover Pixie","Cat","Domestic Shorthair",NA,"98119",4.45849870511828
"August 15 2017","586826","Denali","Cat","Domestic Longhair",NA,"98119",4.85519391703804
"June 29 2018","S124829","Smaug","Cat","Domestic Shorthair","Mix","98119",4.65252283436183
"November 21 2018","822992","Yuni","Cat","Domestic Medium Hair",NA,"98119",4.31491772367431
"May 27 2017","S130485","Poppy","Cat","Domestic Medium Hair","Mix","98119",4.69857988693838
"December 30 2015","9599","Ridley","Dog","Retriever, Labrador",NA,"98120",26.5572947124139
"September 24 2018","8001254","Cooper","Dog","Spaniel","Terrier","98121",20.7380198901411
"January 16 2018","S139533","Jasper","Dog","American Eskimo",NA,"98121",19.5409609302518
"October 15 2018","8001883","Zoey Fisher","Dog","Bulldog",NA,"98121",24.46053881352
"June 20 2017","360022","Nacho","Dog","Lhasa Apso","Mix","98121",22.6749839325669
"October 04 2017","S136388","Lucy","Dog","Chihuahua, Short Coat",NA,"98121",23.5383643736918
"July 03 2018","S145444","Maui","Dog","Mix","Retriever, Labrador","98121",26.7381496727402
"March 27 2017","137922","Tucker","Dog","Terrier, Rat",NA,"98121",21.3812061555688
"December 03 2018","8003472","Truffle","Dog","Poodle, Miniature","Spaniel","98121",26.1509720211855
"September 26 2018","8001288","Sadie","Dog","Terrier","Mix","98121",33.4501708256339
