schoolid,ppt,age,interv,ABS
Seal Bay Middle School,2,18,1,NA
Seal Bay Middle School,2,19,1,NA
Seal Bay Middle School,3,12,1,50.6404016612912
Seal Bay Middle School,3,13,1,29.4247111040056
Seal Bay Middle School,3,14,1,42.3966459062253
Seal Bay Middle School,3,15,1,51.2664717906406
Seal Bay Middle School,3,16,1,NA
Seal Bay Middle School,3,17,1,NA
Seal Bay Middle School,3,18,1,NA
Seal Bay Middle School,3,19,1,NA
Seal Bay Middle School,4,12,1,56.1153844583129
Seal Bay Middle School,4,13,1,56.629165025074
Seal Bay Middle School,4,14,1,54.4330325070735
Seal Bay Middle School,4,15,1,59.7079699707176
Seal Bay Middle School,4,16,1,56.1556876191059
Seal Bay Middle School,4,17,1,70.833240625879
Seal Bay Middle School,4,18,1,NA
Seal Bay Middle School,4,19,1,NA
Seal Bay Middle School,5,12,1,45.2385160561578
Seal Bay Middle School,5,13,1,34.6132552882492
Seal Bay Middle School,5,14,1,36.9208147480822
Seal Bay Middle School,5,15,1,34.9226911077377
Seal Bay Middle School,5,16,1,NA
Seal Bay Middle School,5,17,1,NA
Seal Bay Middle School,5,18,1,NA
Seal Bay Middle School,5,19,1,NA
Seal Bay Middle School,6,12,1,47.9693557025782
Seal Bay Middle School,6,13,1,39.5978887960498
Seal Bay Middle School,6,14,1,38.9812766180815
Seal Bay Middle School,6,15,1,35.1333770612171
Seal Bay Middle School,6,16,1,26.949366744509
Seal Bay Middle School,6,17,1,NA
Seal Bay Middle School,6,18,1,NA
Seal Bay Middle School,6,19,1,NA
Seal Bay Middle School,7,12,1,38.7075285387087
Seal Bay Middle School,7,13,1,39.5243864755846
Seal Bay Middle School,7,14,1,48.847775965319
Seal Bay Middle School,7,15,1,42.6138269237498
Seal Bay Middle School,7,16,1,35.210028484836
Seal Bay Middle School,7,17,1,NA
Seal Bay Middle School,7,18,1,NA
Seal Bay Middle School,7,19,1,NA
Seal Bay Middle School,8,12,1,47.4478371466941
Seal Bay Middle School,8,13,1,22.8594393419839
Seal Bay Middle School,8,14,1,31.7440707254091
Seal Bay Middle School,8,15,1,29.6191749861445
Seal Bay Middle School,8,16,1,26.3088296296508
Seal Bay Middle School,8,17,1,27.5076022557888
Seal Bay Middle School,8,18,1,34.7271540745667
Seal Bay Middle School,8,19,1,NA
Seal Bay Middle School,9,12,1,38.018023165947
Seal Bay Middle School,9,13,1,43.9616980370779
Seal Bay Middle School,9,14,1,45.4593151514321
Seal Bay Middle School,9,15,1,NA
Seal Bay Middle School,9,16,1,NA
Seal Bay Middle School,9,17,1,NA
Seal Bay Middle School,9,18,1,NA
Seal Bay Middle School,9,19,1,NA
Clearwater School of Fine Arts,1,12,0,54.4759037279938
Clearwater School of Fine Arts,1,13,0,49.0149071304767
Clearwater School of Fine Arts,1,14,0,72.0528222625455
Clearwater School of Fine Arts,1,15,0,63.3265135219656
Clearwater School of Fine Arts,1,16,0,74.2103578951945
Clearwater School of Fine Arts,1,17,0,NA
Clearwater School of Fine Arts,1,18,0,NA
Clearwater School of Fine Arts,1,19,0,NA
Clearwater School of Fine Arts,2,12,0,39.7276856495991
Clearwater School of Fine Arts,2,13,0,42.9297288762229
Clearwater School of Fine Arts,2,14,0,43.7450509303043
Clearwater School of Fine Arts,2,15,0,66.1621447419064
Clearwater School of Fine Arts,2,16,0,54.4369597143548
Clearwater School of Fine Arts,2,17,0,NA
Clearwater School of Fine Arts,2,18,0,NA
Clearwater School of Fine Arts,2,19,0,NA
Clearwater School of Fine Arts,3,12,0,47.6575326602116
Clearwater School of Fine Arts,3,13,0,44.0532586097093
Clearwater School of Fine Arts,3,14,0,48.9104730478233
Clearwater School of Fine Arts,3,15,0,NA
Clearwater School of Fine Arts,3,16,0,NA
Clearwater School of Fine Arts,3,17,0,NA
Clearwater School of Fine Arts,3,18,0,NA
Clearwater School of Fine Arts,3,19,0,NA
Clearwater School of Fine Arts,4,12,0,38.6941823523332
Clearwater School of Fine Arts,4,13,0,50.1771224566253
Clearwater School of Fine Arts,4,14,0,61.3291570800399
Clearwater School of Fine Arts,4,15,0,55.0924468864919
Clearwater School of Fine Arts,4,16,0,61.2152227412522
Clearwater School of Fine Arts,4,17,0,NA
Clearwater School of Fine Arts,4,18,0,NA
Clearwater School of Fine Arts,4,19,0,NA
Clearwater School of Fine Arts,5,12,0,31.2256428841492
Clearwater School of Fine Arts,5,13,0,42.647765170327
Clearwater School of Fine Arts,5,14,0,37.4023145951266
Clearwater School of Fine Arts,5,15,0,41.6262397884686
Clearwater School of Fine Arts,5,16,0,NA
Clearwater School of Fine Arts,5,17,0,NA
Clearwater School of Fine Arts,5,18,0,NA
Clearwater School of Fine Arts,5,19,0,NA
Clearwater School of Fine Arts,6,12,0,42.8851836644399
Clearwater School of Fine Arts,6,13,0,27.1078469200811
Clearwater School of Fine Arts,6,14,0,49.9178901867731
Clearwater School of Fine Arts,6,15,0,66.0176937108258
Clearwater School of Fine Arts,6,16,0,56.0547163822187
Clearwater School of Fine Arts,6,17,0,70.8372982319786
Clearwater School of Fine Arts,6,18,0,NA
Clearwater School of Fine Arts,6,19,0,NA
Clearwater School of Fine Arts,7,12,0,45.0864754525176
Clearwater School of Fine Arts,7,13,0,30.4657942584742
Clearwater School of Fine Arts,7,14,0,34.8649717526719
Clearwater School of Fine Arts,7,15,0,54.6429361143738
Clearwater School of Fine Arts,7,16,0,56.6388235709528
Clearwater School of Fine Arts,7,17,0,NA
Clearwater School of Fine Arts,7,18,0,NA
Clearwater School of Fine Arts,7,19,0,NA
Clearwater School of Fine Arts,8,12,0,50.1283358036302
Clearwater School of Fine Arts,8,13,0,43.7886538334707
Clearwater School of Fine Arts,8,14,0,33.9407577264916
Clearwater School of Fine Arts,8,15,0,35.6263211319904
Clearwater School of Fine Arts,8,16,0,42.487992023065
Clearwater School of Fine Arts,8,17,0,48.7913577863489
Clearwater School of Fine Arts,8,18,0,NA
Clearwater School of Fine Arts,8,19,0,NA
Clearwater School of Fine Arts,9,12,0,45.3521244592721
Clearwater School of Fine Arts,9,13,0,49.4737907075287
Clearwater School of Fine Arts,9,14,0,50.9359940602362
Clearwater School of Fine Arts,9,15,0,46.6416751196625
Clearwater School of Fine Arts,9,16,0,54.7131991444712
Clearwater School of Fine Arts,9,17,0,NA
Clearwater School of Fine Arts,9,18,0,NA
Clearwater School of Fine Arts,9,19,0,NA
Clearwater School of Fine Arts,10,12,0,49.1764018593771
Clearwater School of Fine Arts,10,13,0,53.3143322576437
Clearwater School of Fine Arts,10,14,0,57.6881889695888
Clearwater School of Fine Arts,10,15,0,68.3783922136758
Clearwater School of Fine Arts,10,16,0,70.739013924402
Clearwater School of Fine Arts,10,17,0,73.6422134616669
Clearwater School of Fine Arts,10,18,0,73.8365942948732
Clearwater School of Fine Arts,10,19,0,NA
Clearwater School of Fine Arts,11,12,0,52.4979045286723
Clearwater School of Fine Arts,11,13,0,44.6226517126576
Clearwater School of Fine Arts,11,14,0,54.6066696748594
Clearwater School of Fine Arts,11,15,0,51.3346326874712
Clearwater School of Fine Arts,11,16,0,56.9937550553116
Clearwater School of Fine Arts,11,17,0,NA
Clearwater School of Fine Arts,11,18,0,NA
Clearwater School of Fine Arts,11,19,0,NA
Horizon Elementary,1,12,1,48.6021031153568
Horizon Elementary,1,13,1,53.2643092486727
Horizon Elementary,1,14,1,34.8272758748298
Horizon Elementary,1,15,1,44.8581948663626
Horizon Elementary,1,16,1,54.7662978227744
Horizon Elementary,1,17,1,NA
Horizon Elementary,1,18,1,NA
Horizon Elementary,1,19,1,NA
Horizon Elementary,2,12,1,51.1361628926007
Horizon Elementary,2,13,1,59.6145291790705
Horizon Elementary,2,14,1,63.3627221042923
Horizon Elementary,2,15,1,71.9304720826056
Horizon Elementary,2,16,1,NA
Horizon Elementary,2,17,1,NA
Horizon Elementary,2,18,1,NA
Horizon Elementary,2,19,1,NA
Horizon Elementary,3,12,1,43.9670076171944
Horizon Elementary,3,13,1,49.025546401201
Horizon Elementary,3,14,1,57.5927427296547
Horizon Elementary,3,15,1,48.0866256111918
Horizon Elementary,3,16,1,51.8494011834842
Horizon Elementary,3,17,1,53.0019786861715
Horizon Elementary,3,18,1,NA
Horizon Elementary,3,19,1,NA
Horizon Elementary,4,12,1,40.4229326194386
Horizon Elementary,4,13,1,39.3865214313729
Horizon Elementary,4,14,1,25.2453985558189
Horizon Elementary,4,15,1,29.3256409009655
Horizon Elementary,4,16,1,NA
Horizon Elementary,4,17,1,NA
Horizon Elementary,4,18,1,NA
Horizon Elementary,4,19,1,NA
Horizon Elementary,5,12,1,36.8651792876774
Horizon Elementary,5,13,1,45.6623146624348
Horizon Elementary,5,14,1,40.5188283930711
Horizon Elementary,5,15,1,NA
Horizon Elementary,5,16,1,NA
Horizon Elementary,5,17,1,NA
Horizon Elementary,5,18,1,NA
Horizon Elementary,5,19,1,NA
Tranquillity Elementary,1,12,0,58.6205518510005
Tranquillity Elementary,1,13,0,42.5958712863348
Tranquillity Elementary,1,14,0,41.5148216451918
Tranquillity Elementary,1,15,0,52.0171507475704
Tranquillity Elementary,1,16,0,63.9764581048114
Tranquillity Elementary,1,17,0,NA
Tranquillity Elementary,1,18,0,NA
Tranquillity Elementary,1,19,0,NA
Tranquillity Elementary,2,12,0,42.4739527240443
Tranquillity Elementary,2,13,0,65.0662147089888
Tranquillity Elementary,2,14,0,67.1019337033604
Tranquillity Elementary,2,15,0,75.5856299584595
Tranquillity Elementary,2,16,0,79.9789422804713
Tranquillity Elementary,2,17,0,NA
Tranquillity Elementary,2,18,0,NA
Tranquillity Elementary,2,19,0,NA
Tranquillity Elementary,3,12,0,30.8218555286907
Tranquillity Elementary,3,13,0,38.8576994967887
Tranquillity Elementary,3,14,0,28.3547648510295
Tranquillity Elementary,3,15,0,36.2235891249683
Tranquillity Elementary,3,16,0,29.3385604702494
Tranquillity Elementary,3,17,0,NA
Tranquillity Elementary,3,18,0,NA
Tranquillity Elementary,3,19,0,NA
Tranquillity Elementary,4,12,0,42.3412116556327
Tranquillity Elementary,4,13,0,37.3546516972737
Tranquillity Elementary,4,14,0,44.5558862587471
Tranquillity Elementary,4,15,0,NA
Tranquillity Elementary,4,16,0,NA
Tranquillity Elementary,4,17,0,NA
Tranquillity Elementary,4,18,0,NA
Tranquillity Elementary,4,19,0,NA
Tranquillity Elementary,5,12,0,55.0617334651331
Tranquillity Elementary,5,13,0,55.3970777314611
Tranquillity Elementary,5,14,0,49.131140287758
Tranquillity Elementary,5,15,0,44.3516955447081
Tranquillity Elementary,5,16,0,53.8366006901376
Tranquillity Elementary,5,17,0,59.2204135404912
Tranquillity Elementary,5,18,0,NA
Tranquillity Elementary,5,19,0,NA
Tranquillity Elementary,6,12,0,55.4681930877886
Tranquillity Elementary,6,13,0,60.7931051810973
Tranquillity Elementary,6,14,0,56.7771471909806
Tranquillity Elementary,6,15,0,50.8675625747381
Tranquillity Elementary,6,16,0,55.9349575117862
Tranquillity Elementary,6,17,0,60.6879025171461
Tranquillity Elementary,6,18,0,71.419934954856
Tranquillity Elementary,6,19,0,NA
