"attitude1"	"attitude2"	"attitude3"	"attitude4"	"SN1"	"SN2"	"SN3"	"SN4"	"PBC1"	"PBC2"	"PBC3"	"PBC4"	"int1"	"int2"	"int3"	"int4"	"int5"	"beh1"	"beh2"	"beh3"	"beh4"
"600"	5	6	5	4	3	3	4	3	5	3	4	4	5	5	5	5	5	6	6	7	2
"601"	3	5	3	3	5	5	5	6	3	3	3	4	4	4	4	3	4	3	3	2	4
"602"	2	3	4	5	4	4	6	2	4	3	3	5	4	4	4	5	2	3	2	3	5
"603"	5	6	6	7	7	5	5	3	4	3	5	5	5	7	4	6	6	3	3	3	4
"604"	5	6	6	4	2	3	4	2	3	5	2	3	4	4	5	5	5	3	5	4	4
"605"	4	3	3	2	2	2	1	3	3	3	4	4	4	4	3	2	4	4	4	6	4
"606"	3	3	1	4	4	5	4	4	4	4	2	4	4	4	3	5	6	4	3	2	5
"607"	6	4	6	6	5	5	5	5	6	6	6	5	5	5	6	5	7	3	4	3	5
"608"	4	6	4	7	5	6	5	4	3	3	4	2	7	5	7	6	5	5	6	5	4
"609"	4	4	6	5	4	5	4	5	4	4	6	6	4	3	2	4	6	4	5	4	3
"610"	4	3	4	5	4	3	4	4	5	5	4	5	4	4	5	5	6	5	5	3	4
"611"	5	4	3	6	4	2	4	5	4	3	5	5	3	4	4	4	3	4	4	4	6
"612"	6	5	4	5	3	3	4	5	2	3	3	3	4	4	4	4	4	5	3	3	3
"613"	6	4	4	4	2	5	4	4	4	4	5	3	3	4	3	4	4	4	5	4	5
"614"	5	6	3	5	3	2	5	4	6	5	5	5	2	3	4	5	6	3	4	4	3
"615"	3	3	4	5	4	4	6	4	3	3	1	3	4	4	5	4	4	4	4	3	4
"616"	4	3	4	2	3	3	4	2	4	5	5	5	5	4	3	4	4	4	4	4	4
"617"	6	5	6	4	6	5	5	3	4	5	4	5	3	3	2	2	2	3	3	2	4
"618"	6	4	4	6	5	3	4	3	4	6	5	4	2	3	4	2	4	4	4	4	4
"619"	5	4	4	4	6	5	5	5	4	5	5	4	6	4	6	4	5	5	4	6	4
"620"	5	4	5	6	4	4	4	4	3	4	5	6	5	6	5	5	5	6	5	5	4
"621"	4	5	4	4	4	4	4	5	6	5	5	4	5	3	4	3	4	4	5	5	3
"622"	4	3	3	5	6	5	5	4	4	3	5	3	5	4	5	4	5	4	4	4	4
"623"	5	6	4	3	3	2	4	2	5	4	5	3	4	4	5	3	5	4	5	4	4
"624"	3	5	3	3	2	4	2	2	6	3	4	4	5	4	5	6	5	5	5	3	3
"625"	6	4	7	2	2	3	2	3	2	4	5	5	5	5	3	5	4	6	6	5	2
"626"	5	4	4	5	5	4	6	5	3	4	4	5	6	5	7	4	5	3	5	5	3
"627"	4	4	3	4	4	2	1	4	4	4	4	3	4	4	4	5	6	6	4	4	4
"628"	4	4	2	5	3	4	4	5	3	4	5	3	4	2	3	2	5	4	6	7	3
"629"	5	4	5	4	4	2	3	3	5	6	4	4	3	4	7	4	5	2	3	5	5
"630"	2	3	5	6	4	3	3	4	3	3	4	2	3	4	4	4	4	6	5	6	6
"631"	5	3	5	4	6	5	5	5	4	4	3	3	5	2	5	5	5	4	3	4	3
"632"	7	4	4	6	5	4	5	3	3	3	6	4	5	5	6	5	5	5	6	6	3
"633"	3	4	4	5	3	4	3	3	4	5	6	4	4	3	3	3	5	4	5	4	2
"634"	5	5	5	4	6	4	5	3	5	3	2	4	3	5	6	5	5	3	4	5	3
"635"	5	4	4	4	3	3	3	3	4	4	3	3	4	4	3	4	4	5	3	4	3
"636"	6	5	6	5	3	4	4	3	2	3	3	3	3	4	4	4	4	5	4	5	3
"637"	5	5	4	5	4	5	3	4	5	6	4	7	4	4	4	5	6	4	7	5	3
"638"	5	6	4	5	5	5	4	4	3	3	5	4	5	3	3	3	5	1	5	5	5
"639"	4	3	3	2	4	5	5	4	3	4	4	3	5	2	3	3	4	4	3	3	5
"640"	4	4	5	4	6	4	3	4	3	4	5	3	7	4	5	4	4	5	5	7	2
"641"	4	4	3	4	6	4	4	5	4	4	4	5	7	4	5	4	4	3	5	7	2
"642"	6	5	4	4	3	5	5	5	6	6	6	6	4	4	5	6	4	5	5	5	4
"643"	2	3	2	5	4	2	3	2	4	4	4	6	4	4	5	4	5	5	5	6	4
"644"	3	3	4	5	4	4	6	4	3	3	4	5	4	4	4	3	4	1	4	3	6
"645"	3	5	4	4	4	5	5	5	5	6	7	4	6	4	6	5	6	3	7	6	3
"646"	4	4	3	3	2	1	4	3	3	3	2	4	3	4	4	2	3	3	4	5	5
"647"	4	6	6	5	4	5	5	4	3	5	3	5	6	5	6	4	5	3	4	1	5
"648"	5	4	4	6	5	5	4	4	2	4	3	5	6	4	5	5	5	2	4	2	7
"649"	2	3	3	3	5	3	5	4	3	4	3	4	6	4	4	5	5	3	3	3	4
"650"	3	4	2	3	3	1	4	2	3	4	3	4	3	3	4	3	5	2	3	4	6
"651"	4	5	5	6	3	1	3	4	3	2	3	5	2	4	4	4	4	4	6	3	5
"652"	7	5	5	5	5	5	5	5	4	4	5	6	4	5	7	5	7	6	5	6	2
"653"	5	4	5	4	2	5	5	3	4	4	4	4	4	5	4	5	5	4	2	5	4
"654"	4	4	3	2	5	5	5	7	3	4	3	4	5	4	4	3	4	4	5	4	4
"655"	4	3	5	4	5	5	5	5	4	4	5	5	5	4	5	3	4	2	5	3	3
"656"	2	4	5	5	4	4	5	3	5	4	4	4	5	3	3	4	5	3	5	5	2
"657"	5	2	3	4	4	3	3	4	2	3	3	3	5	4	6	3	3	2	3	3	6
"658"	4	5	4	5	3	4	4	4	3	4	4	4	5	4	4	5	5	3	4	3	5
"659"	3	4	3	3	5	3	5	3	7	5	5	5	3	3	5	5	5	3	6	4	5
"660"	6	6	4	5	4	6	6	5	4	5	3	6	5	6	6	7	6	4	7	7	3
"661"	4	5	5	5	2	3	3	5	2	3	3	3	5	3	4	5	5	3	6	6	5
"662"	6	5	7	4	3	6	5	5	5	4	5	5	5	4	5	5	4	3	4	5	5
"663"	5	4	4	4	5	3	4	5	6	6	6	6	5	3	5	5	4	4	4	3	3
"664"	3	4	6	5	4	2	4	4	4	4	5	5	2	3	3	2	6	3	3	3	5
"665"	3	4	4	5	3	2	2	2	4	3	4	6	6	3	4	3	4	3	2	4	4
"666"	5	4	5	2	4	5	4	5	5	3	4	3	4	6	2	6	4	4	4	5	3
"667"	3	3	4	3	4	2	4	5	3	3	5	4	4	4	2	3	4	4	5	4	6
"668"	4	5	4	2	3	3	4	3	3	3	4	2	5	5	4	5	6	3	5	5	4
"669"	3	3	5	4	5	4	4	4	4	3	4	4	5	4	5	5	4	5	4	3	4
"670"	4	3	3	5	3	3	5	4	5	5	4	6	3	5	5	5	4	3	3	3	4
"671"	5	5	3	6	4	3	4	4	3	2	2	4	6	5	4	4	5	4	5	3	4
"672"	3	5	4	4	3	2	3	3	4	3	4	5	4	5	4	4	4	4	4	4	4
"673"	3	6	6	5	4	1	5	5	4	4	3	4	2	3	4	4	4	5	6	5	3
"674"	1	3	3	4	3	2	3	4	5	4	3	4	3	3	5	4	4	2	3	3	4
"675"	5	7	5	7	6	2	4	3	6	4	4	4	5	4	5	3	5	6	7	5	4
"676"	2	4	2	3	3	3	3	3	2	3	3	5	2	3	3	3	3	2	4	4	6
"677"	5	5	6	4	5	4	4	4	4	5	3	4	4	5	4	3	6	6	6	5	4
"678"	4	3	3	3	2	3	1	3	3	4	5	5	3	3	4	4	5	5	5	3	1
"679"	5	3	3	5	3	3	4	4	4	4	4	4	3	2	2	2	4	3	4	4	4
"680"	5	4	4	6	5	4	5	4	4	4	4	4	4	4	4	4	4	3	5	3	5
"681"	5	4	4	5	2	3	3	4	4	4	4	6	4	4	4	5	4	3	3	2	4
"682"	5	4	5	6	6	5	3	5	3	3	3	4	6	5	5	4	6	3	4	4	4
"683"	2	4	4	4	3	4	3	4	5	3	2	4	5	6	6	5	5	3	4	4	5
"684"	4	4	4	4	3	5	4	6	5	5	4	5	3	4	3	3	4	5	2	2	5
"685"	5	5	5	4	4	4	5	4	4	4	5	4	4	4	5	4	5	4	5	5	4
"686"	4	5	5	4	5	4	5	4	6	4	4	4	5	4	7	4	6	4	4	7	3
"687"	5	5	5	6	4	5	5	4	4	5	3	5	3	4	4	4	4	3	3	3	5
"688"	4	6	4	7	4	4	4	2	3	2	3	1	3	3	2	2	4	2	2	1	7
"689"	2	6	3	5	4	5	6	5	4	5	4	4	4	4	3	5	4	4	6	7	4
"690"	5	2	3	3	5	4	4	4	3	4	4	4	4	1	4	1	4	2	5	4	6
"691"	4	3	5	4	2	1	4	2	4	3	4	4	2	5	3	4	4	5	3	5	3
"692"	4	5	3	5	3	3	3	4	5	3	3	3	3	4	4	4	3	4	5	3	4
"693"	3	3	3	2	5	3	5	3	5	4	5	6	5	5	4	3	6	3	4	4	5
"694"	2	4	4	4	4	4	4	5	2	5	3	3	4	4	3	3	5	4	3	4	5
"695"	6	5	5	7	6	4	6	6	4	5	6	5	5	5	5	6	6	5	6	5	2
"696"	2	4	4	5	5	6	5	5	4	2	4	5	5	2	4	2	5	4	2	6	5
"697"	5	5	3	4	4	4	5	5	4	3	4	5	3	4	3	5	4	2	3	4	4
"698"	2	3	4	5	4	4	4	5	4	3	4	2	3	3	2	3	3	3	5	5	5
"699"	4	4	4	4	2	3	5	3	3	5	5	6	3	5	3	6	7	2	3	3	4
"700"	4	4	4	5	3	3	3	5	3	4	5	5	2	4	4	4	4	3	5	2	6
"701"	4	4	4	5	3	4	5	3	4	3	4	4	3	2	2	4	4	4	5	4	4
"702"	4	4	4	4	4	2	5	4	4	3	2	5	4	4	6	2	4	3	4	4	6
"703"	3	4	5	5	3	2	4	1	3	2	3	4	4	4	5	5	5	3	4	3	5
"704"	6	4	4	6	2	3	5	3	5	4	5	6	3	3	3	2	4	4	4	6	2
"705"	6	5	5	4	5	4	6	4	4	3	3	4	5	3	6	4	4	3	4	5	4
"706"	2	4	6	3	5	4	4	5	4	3	5	2	4	2	4	1	4	3	5	3	5
"707"	2	3	3	3	4	4	4	5	3	5	4	3	3	2	3	3	4	3	5	5	7
"708"	3	5	5	4	4	3	4	4	3	4	2	4	4	3	2	5	4	5	4	4	5
"709"	4	4	3	3	3	4	6	4	2	3	2	3	4	2	3	3	5	4	4	3	4
"710"	3	4	4	3	5	3	4	4	4	2	2	2	2	2	3	2	3	3	4	4	4
"711"	3	4	3	3	4	6	4	5	3	4	4	6	4	3	4	4	6	4	4	4	4
"712"	4	4	3	4	3	5	5	5	4	4	3	5	5	3	6	2	4	4	2	4	4
"713"	4	5	3	2	4	5	3	3	5	4	6	6	6	3	4	4	4	6	7	5	2
"714"	3	3	4	4	3	2	2	2	4	5	3	5	2	4	2	3	5	3	6	4	5
"715"	3	4	5	4	6	3	4	6	4	3	3	3	5	3	5	4	3	6	5	4	5
"716"	4	3	4	5	5	4	5	7	3	5	6	4	7	6	6	6	5	5	5	4	3
"717"	6	3	4	2	4	4	6	6	4	4	3	4	6	3	5	3	5	4	6	6	3
"718"	2	3	2	4	3	5	4	5	4	4	3	4	6	4	4	4	3	2	3	4	6
"719"	4	4	6	4	5	4	5	5	3	3	2	2	3	4	4	3	3	4	4	6	6
"720"	6	3	6	5	5	4	3	4	5	3	4	4	3	2	4	1	5	2	4	4	5
"721"	3	2	4	2	4	3	4	4	6	6	3	5	4	4	4	3	5	4	5	6	5
"722"	2	5	4	3	3	3	4	4	2	4	3	4	3	1	2	1	4	4	4	3	4
"723"	5	4	3	2	4	3	4	5	2	3	3	6	4	5	5	5	4	5	2	5	4
"724"	4	4	4	3	5	5	3	3	3	4	2	4	3	3	3	4	4	5	3	5	6
"725"	5	4	5	4	4	5	6	4	2	5	3	5	5	6	5	6	6	4	4	5	2
"726"	4	3	6	5	7	6	6	5	3	5	3	6	3	4	5	4	5	5	6	7	2
"727"	4	4	3	3	3	4	4	4	5	5	4	6	3	2	4	3	5	4	3	3	5
"728"	5	5	5	4	5	5	6	5	3	3	3	4	4	4	5	5	4	4	5	6	4
"729"	5	6	5	6	5	3	5	2	4	4	4	4	4	4	5	5	5	6	6	5	4
"730"	4	4	3	3	5	4	4	5	4	3	2	3	5	5	5	7	6	4	5	4	4
"731"	2	2	4	2	5	4	3	3	4	3	3	3	2	3	4	1	4	4	2	2	5
"732"	5	5	4	4	4	4	4	6	3	4	4	2	4	3	4	2	4	3	5	4	4
"733"	4	4	2	4	5	5	5	2	2	4	4	4	3	4	4	4	4	4	5	4	3
"734"	5	4	6	6	2	4	3	3	3	3	4	4	4	6	4	5	4	6	5	5	3
"735"	4	5	4	5	4	6	4	5	4	3	4	5	4	4	4	4	4	5	6	5	5
"736"	3	4	2	3	5	5	4	4	4	6	5	5	3	3	3	3	3	4	4	3	3
"737"	4	3	4	5	5	5	4	6	2	4	1	4	5	4	4	3	4	4	3	5	5
"738"	4	4	4	6	4	4	5	5	7	6	4	5	6	5	4	5	6	7	6	6	2
"739"	5	4	3	7	5	6	4	2	5	5	2	6	3	4	5	4	4	7	5	7	2
"740"	3	5	4	3	5	4	3	5	5	5	4	3	6	5	5	5	6	5	6	6	2
"741"	5	4	3	5	4	5	4	3	5	4	4	4	5	3	5	3	6	3	5	5	1
"742"	4	4	2	4	4	5	4	3	4	3	5	4	3	4	2	3	4	4	7	5	4
"743"	4	2	4	3	4	4	4	3	4	5	4	6	5	5	5	5	6	5	6	2	4
"744"	4	6	5	4	5	5	5	5	3	4	4	4	4	2	4	4	4	4	5	4	5
"745"	4	6	4	4	3	5	3	4	6	3	4	4	1	2	3	3	4	4	3	2	4
"746"	4	4	4	5	6	4	5	4	4	3	2	4	5	5	6	5	6	6	3	4	3
"747"	2	4	4	2	3	3	3	3	3	5	4	6	2	3	6	3	3	5	3	6	4
"748"	3	5	4	5	4	3	4	4	5	3	5	3	4	6	4	5	4	6	4	3	5
"749"	6	5	3	6	5	5	4	3	5	5	5	5	4	3	5	3	4	4	5	5	3
"750"	5	3	4	4	6	7	5	5	3	3	3	3	2	2	4	2	4	5	4	5	3
"751"	2	3	4	4	5	6	4	5	5	4	5	5	4	6	5	4	5	5	4	7	3
"752"	2	5	3	4	4	5	5	6	4	4	4	4	5	3	4	3	3	4	5	5	2
"753"	5	7	5	4	4	5	5	2	3	3	4	5	4	4	6	4	5	4	5	3	5
"754"	5	4	4	4	2	2	4	1	4	3	3	4	4	3	6	4	6	3	4	3	5
"755"	4	3	4	4	4	4	4	4	3	3	4	3	5	5	4	6	5	4	4	4	4
"756"	3	4	3	3	3	3	4	6	3	3	3	3	3	3	4	2	5	3	4	3	4
"757"	5	5	4	3	4	4	4	4	3	5	2	4	5	4	5	4	4	3	5	4	4
"758"	2	4	4	5	2	3	3	3	3	3	3	4	5	4	3	4	4	3	4	4	5
"759"	4	6	5	4	6	5	6	4	5	3	4	5	4	4	6	5	4	3	4	4	5
"760"	1	3	4	3	4	4	4	2	3	4	5	4	4	4	5	3	5	4	5	4	5
"761"	4	6	7	5	6	5	3	4	3	3	3	3	5	2	4	3	4	4	4	4	6
"762"	4	4	4	5	2	4	3	3	3	2	3	3	3	2	2	4	4	4	1	1	4
"763"	2	1	4	3	5	3	5	4	5	4	5	4	4	4	6	5	5	3	1	2	5
"764"	2	3	3	4	5	2	4	3	3	4	4	4	3	3	3	3	3	5	4	4	3
"765"	4	4	5	5	3	5	4	6	5	5	3	5	5	5	4	5	4	4	3	3	4
"766"	6	7	6	6	5	5	4	4	4	6	5	6	4	5	3	4	6	5	5	6	4
"767"	5	3	2	3	4	3	6	3	2	4	4	5	4	3	5	4	4	5	4	4	5
"768"	3	4	3	4	3	4	2	3	4	2	4	4	3	4	3	3	4	3	4	4	6
"769"	2	3	3	4	4	1	3	4	5	5	6	7	3	4	3	4	4	5	6	6	4
"770"	4	6	3	5	3	3	4	6	3	4	3	2	3	3	2	3	3	2	2	1	7
"771"	4	4	2	4	2	3	4	2	4	3	4	4	5	3	4	4	4	5	4	5	4
"772"	4	4	5	4	3	5	3	3	3	2	5	4	4	3	4	3	4	4	5	3	3
"773"	3	4	4	5	3	3	5	3	3	3	4	2	4	2	4	3	2	2	3	3	6
"774"	2	3	2	2	3	4	3	3	3	3	4	5	3	4	3	4	4	5	4	3	5
"775"	4	6	6	5	3	4	5	4	4	4	4	6	5	3	4	3	5	3	5	3	4
"776"	2	4	2	3	3	1	3	2	3	4	3	3	5	5	4	4	5	4	2	3	5
"777"	5	4	3	5	6	4	5	5	4	3	4	4	4	4	3	3	5	4	5	4	4
"778"	3	4	4	3	3	3	4	3	3	4	3	3	6	3	5	3	4	5	4	4	3
"779"	5	4	3	4	4	3	4	3	3	4	2	4	6	4	3	4	6	4	5	2	5
"780"	6	5	6	6	4	2	3	3	4	3	3	3	3	3	3	3	4	3	5	4	4
"781"	4	5	4	5	5	5	4	2	6	5	5	6	4	5	4	4	5	5	7	7	3
"782"	3	2	2	3	4	1	4	4	3	5	2	5	5	4	4	3	3	4	3	3	6
"783"	4	5	4	4	4	5	5	5	6	5	4	4	5	4	6	6	6	4	4	4	4
"784"	3	3	2	2	3	5	4	4	4	3	4	3	3	2	3	3	4	3	5	5	6
"785"	4	4	5	4	3	4	6	4	3	4	3	3	4	3	4	4	4	3	3	3	4
"786"	3	3	5	4	4	3	4	5	2	3	4	3	6	4	6	5	6	3	4	4	5
"787"	4	5	5	5	2	3	4	4	4	4	3	4	4	4	5	4	4	4	5	7	3
"788"	3	4	5	6	4	4	3	4	4	4	1	4	4	2	5	4	3	4	2	4	6
"789"	5	4	6	6	2	3	4	4	3	4	3	3	4	4	2	3	5	3	5	5	2
"790"	5	5	7	6	4	4	4	4	6	5	4	4	4	3	5	4	4	3	3	5	4
"791"	2	3	6	4	3	2	5	3	5	5	5	4	4	3	2	5	3	4	6	4	5
"792"	4	4	3	3	4	4	5	2	3	4	4	3	3	4	3	3	3	3	4	5	4
"793"	3	5	4	5	4	3	4	2	2	3	4	3	3	4	4	3	4	2	3	5	6
"794"	6	4	4	5	4	2	4	4	4	4	3	4	2	3	3	3	5	2	4	4	4
"795"	4	5	4	1	4	4	5	4	4	4	4	4	4	2	4	3	3	5	5	4	4
"796"	5	4	6	5	6	4	4	5	4	5	4	3	3	3	4	3	4	2	4	3	5
"797"	3	5	4	4	4	3	5	5	4	3	3	5	4	4	4	3	2	3	5	3	5
"798"	5	6	4	4	4	5	4	4	4	4	4	3	6	5	6	4	4	3	3	3	5
"799"	3	4	3	3	2	3	2	3	4	3	4	4	6	4	6	4	5	4	4	4	4
"800"	4	3	5	5	7	5	5	5	3	4	3	2	4	4	4	3	5	5	4	4	6
"801"	6	5	4	4	5	4	4	5	4	4	6	4	5	4	6	5	5	5	3	4	5
"802"	6	6	4	5	4	4	3	3	2	3	4	4	3	5	4	5	4	5	5	4	5
"803"	6	2	5	5	3	1	4	6	6	3	2	5	4	3	1	3	4	2	4	3	6
"804"	4	5	5	4	5	5	4	5	4	3	4	5	4	4	4	3	3	4	6	5	4
"805"	6	6	6	6	4	4	5	7	6	4	4	7	6	6	7	6	5	3	5	4	3
"806"	4	5	3	5	3	4	5	5	2	4	4	5	3	4	4	4	4	5	4	3	7
"807"	4	4	3	4	3	6	3	5	3	5	5	2	5	3	6	3	5	5	6	4	4
"808"	4	5	3	4	5	3	4	1	3	4	2	4	3	4	6	2	5	3	3	3	3
"809"	4	6	4	3	3	1	2	4	4	5	4	3	4	3	4	4	4	5	4	4	4
"810"	5	2	5	3	3	4	4	3	4	4	5	3	4	3	4	3	4	5	5	4	2
"811"	7	4	4	4	5	4	5	5	4	4	3	3	5	4	4	3	4	1	4	3	5
"812"	3	3	3	3	3	3	7	3	6	5	3	3	3	2	3	1	4	2	2	4	5
"813"	5	4	3	5	2	3	3	5	4	5	4	3	5	4	5	5	5	4	2	5	5
"814"	2	3	2	1	3	2	5	4	3	3	2	5	3	2	4	3	4	1	3	4	7
"815"	6	6	6	5	4	4	5	5	3	4	3	4	1	2	2	2	5	3	3	6	4
"816"	3	4	3	2	4	4	4	4	6	2	5	5	3	3	3	2	4	2	4	4	5
"817"	3	3	3	4	3	3	3	2	3	4	4	5	4	3	4	4	4	5	3	3	4
"818"	4	5	4	3	2	3	3	3	4	5	2	5	4	4	2	4	3	3	3	4	5
"819"	5	4	6	3	3	4	5	4	6	4	3	4	4	3	1	2	3	2	1	3	6
"820"	6	5	4	4	4	4	4	3	3	5	3	3	3	5	6	4	5	4	6	5	3
"821"	3	2	3	2	4	4	3	2	3	5	4	5	2	3	2	3	3	3	5	4	5
"822"	5	4	6	6	4	5	3	6	3	4	3	2	6	6	7	7	6	4	5	6	3
"823"	3	5	1	3	4	4	4	4	2	3	4	3	6	6	5	6	4	3	5	6	3
"824"	5	7	3	5	4	3	3	4	3	4	5	4	6	5	5	5	5	6	5	6	4
"825"	4	4	4	3	3	4	4	5	4	5	3	2	5	1	5	2	3	4	2	2	5
"826"	4	5	6	5	5	4	5	5	5	4	4	6	4	4	5	5	5	4	4	5	2
"827"	4	7	4	4	4	5	4	5	5	5	4	6	4	1	3	3	4	4	2	3	7
"828"	3	4	5	4	4	3	4	6	4	4	4	1	3	4	3	3	3	3	3	5	5
"829"	3	4	2	4	4	3	4	5	4	4	5	4	5	4	3	4	4	4	4	6	4
"830"	4	4	3	4	4	3	5	3	3	5	3	5	3	4	4	5	4	5	5	3	5
"831"	2	4	4	4	5	4	4	5	5	6	5	4	4	3	4	3	4	1	3	2	5
"832"	4	3	5	3	4	3	3	3	3	4	5	1	1	3	2	2	2	2	4	4	6
"833"	4	4	5	5	4	3	4	3	2	4	3	3	4	3	4	4	5	4	5	5	5
"834"	2	5	3	4	4	3	4	4	3	2	1	3	5	2	4	2	4	2	4	6	4
"835"	4	5	2	4	5	3	4	4	5	3	2	4	6	5	5	5	5	7	3	5	1
"836"	3	4	5	3	3	2	2	5	5	3	3	3	3	3	3	4	4	3	5	5	3
"837"	5	5	5	6	4	4	3	2	4	7	5	6	2	4	5	3	6	3	5	5	4
"838"	4	4	4	5	3	4	5	4	3	4	3	3	7	4	5	5	5	6	2	5	6
"839"	4	5	4	5	5	3	5	4	3	3	3	3	3	4	4	4	5	4	4	3	6
"840"	3	5	4	3	4	3	2	3	2	3	2	4	3	3	3	3	3	3	3	2	6
"841"	5	3	6	5	3	3	5	3	4	4	4	4	5	4	5	4	4	4	5	4	4
"842"	6	5	5	4	3	5	4	3	4	6	4	4	6	6	4	4	5	3	4	3	4
"843"	4	4	4	4	4	5	3	6	3	5	4	5	6	5	6	5	6	4	4	5	5
"844"	4	4	3	4	5	5	3	4	3	4	4	5	4	2	4	4	4	4	6	5	3
"845"	5	4	4	7	4	5	4	4	3	4	6	5	6	4	5	5	5	5	6	5	2
"846"	5	4	5	5	5	6	5	4	2	3	3	4	5	5	5	3	4	4	5	4	5
"847"	5	4	5	5	3	4	3	3	7	4	4	5	7	5	5	5	6	5	5	5	4
"848"	5	6	4	6	3	2	4	4	5	5	3	4	5	6	5	5	6	6	4	6	3
"849"	3	4	3	2	4	2	2	2	3	4	3	5	3	3	3	3	4	3	4	5	5
"850"	2	5	3	4	5	1	5	4	3	4	4	2	4	3	4	2	3	3	4	5	5
"851"	4	2	3	3	3	2	4	3	4	4	3	3	5	1	5	3	3	5	6	4	4
"852"	1	4	2	5	5	4	3	4	4	5	5	4	3	5	6	5	6	4	4	3	4
"853"	6	5	6	6	7	3	5	4	5	5	4	7	4	4	6	4	4	5	5	6	5
"854"	3	5	5	5	5	5	5	4	4	6	3	5	4	5	6	5	6	5	4	3	3
"855"	3	3	5	5	3	4	4	5	4	4	3	3	6	2	5	4	4	2	3	3	6
"856"	3	4	4	4	4	4	2	3	3	4	3	3	3	4	4	4	4	2	4	4	5
"857"	5	3	3	6	4	3	3	4	3	4	4	4	3	4	7	4	5	2	5	5	4
"858"	3	4	4	4	4	3	3	5	4	5	3	6	4	5	4	4	5	4	3	5	4
"859"	4	3	5	5	4	5	5	2	5	5	5	5	6	4	4	5	5	6	6	5	4
"860"	6	5	3	5	4	4	5	3	5	5	4	5	4	5	5	3	5	3	3	5	5
"861"	3	5	4	4	2	4	6	5	4	4	4	6	3	3	3	2	2	5	4	4	4
"862"	5	6	3	4	5	6	6	6	4	5	5	5	6	5	6	6	7	5	5	5	3
"863"	4	4	3	5	5	7	6	5	5	5	4	4	3	4	3	3	3	4	4	5	6
"864"	4	4	3	2	2	2	3	3	3	4	5	5	6	3	4	4	4	3	3	4	4
"865"	3	3	4	3	5	4	6	6	4	4	4	4	5	4	4	3	5	2	5	3	5
"866"	4	3	5	6	3	3	2	1	2	2	3	2	3	5	4	4	5	3	3	3	6
"867"	2	4	3	2	2	2	3	2	5	5	5	3	5	6	5	6	3	6	4	5	5
"868"	6	4	5	4	3	3	5	3	5	4	5	5	5	4	4	5	5	5	7	4	5
"869"	5	5	4	5	2	4	4	3	3	4	5	5	5	3	3	3	5	3	5	5	4
"870"	2	3	2	3	3	3	4	3	3	2	3	2	3	4	4	4	5	4	5	4	3
"871"	3	5	5	4	2	5	5	5	3	2	1	2	5	4	6	4	3	2	2	2	5
"872"	4	6	5	6	3	5	3	3	3	2	5	4	6	5	5	4	6	5	5	5	4
"873"	3	5	3	4	3	3	4	2	3	4	4	5	3	4	3	4	4	4	4	4	5
"874"	5	4	5	4	4	4	4	5	6	5	5	4	5	4	6	4	6	3	6	6	3
"875"	4	4	4	4	5	3	3	6	4	4	5	4	4	3	5	3	4	4	4	6	4
"876"	5	4	2	4	6	4	4	2	5	3	3	6	3	3	3	4	5	4	3	5	3
"877"	4	4	5	6	4	4	4	5	3	3	3	4	4	4	5	4	5	5	4	4	4
"878"	4	3	4	3	4	3	3	3	1	2	1	3	3	1	3	2	2	2	4	4	7
"879"	6	4	4	5	3	4	2	4	3	3	5	2	5	3	5	5	5	4	3	4	4
"880"	4	4	4	5	2	3	3	3	4	4	3	5	4	3	3	4	6	1	3	3	5
"881"	5	5	6	6	5	4	6	6	3	4	4	5	6	4	4	4	4	3	4	4	5
"882"	5	5	4	6	3	4	4	4	5	3	4	5	5	6	6	4	6	6	5	6	2
"883"	4	4	4	3	4	4	4	3	3	3	2	4	3	4	3	4	4	4	3	3	6
"884"	1	5	3	3	5	3	3	4	2	2	1	2	3	2	2	2	4	5	5	3	5
"885"	5	3	4	2	5	5	3	5	5	3	3	5	5	4	4	5	3	4	6	6	3
"886"	5	4	3	3	5	4	7	5	4	3	4	3	4	5	4	4	6	4	4	3	6
"887"	5	5	5	4	5	6	6	5	2	3	2	1	4	2	6	2	3	3	4	7	2
"888"	5	4	5	5	4	3	4	3	4	3	3	4	3	3	5	5	3	5	1	4	4
"889"	5	6	6	3	5	5	5	3	4	3	4	4	6	4	7	4	5	6	5	4	5
"890"	5	5	5	2	2	4	3	5	4	5	4	5	3	3	4	3	7	4	5	4	5
