schoolid,ABS,year,childid,siblings
school1,-0.7284657716400728,15,child1,yes
school11,-0.5843168255623207,18,child1,no
school30,1.487715740948462,12,child5,no
school26,0.84208372085193,14,child16,no
school6,-0.46068169467719716,18,child14,no
school8,-0.6885357948604419,18,child12,no
school21,-0.046844177152409676,14,child15,yes
school22,-0.9374580499689553,17,child10,no
school4,-0.15929339321848116,13,child1,yes
school21,-0.3956042327701069,18,child4,no
school24,0.6323524551122776,17,child5,no
school5,1.802479655628081,13,child18,yes
school30,-0.30940497491619595,12,child3,yes
school18,1.0631944447541202,12,child13,yes
school28,0.5321950412621,18,child18,no
school9,0.027311278177173846,15,child2,yes
school17,1.219102621621731,14,child3,no
school24,1.0228382523932626,18,child8,no
school23,0.1971014160627472,13,child13,yes
school5,0.4732592308031491,13,child14,yes
school25,0.26938433197047934,15,child11,yes
school2,-2.438635559529884,12,child11,yes
school22,-0.6327349883995668,16,child8,yes
school28,1.1155962341255146,13,child14,no
school3,-0.059812070667343606,13,child4,yes
school11,-0.10235117241703541,18,child13,yes
school26,-0.9454990347956039,18,child20,no
school2,0.037562821837726135,14,child19,yes
school23,0.002937041218599278,18,child18,yes
school6,-0.15021293090155632,13,child6,yes
school26,-1.1931444628917187,13,child7,no
school19,-0.2917602423159199,13,child11,yes
school12,0.46443235315279,16,child7,no
school5,2.2720956749892265,15,child19,no
school4,0.09588066663789337,18,child3,no
school8,0.01448411622079862,18,child4,no
school15,1.3034186077862469,13,child16,yes
school25,0.7127879211592598,15,child18,no
school12,0.6758460829038714,16,child1,no
school13,-0.11722930034562125,16,child17,no
school2,-0.321745498751839,16,child16,yes
school22,0.5405101967547492,15,child3,no
school26,-0.1406709512990252,16,child2,yes
school16,-1.1444737634951718,13,child4,no
school11,-0.4764325963398251,18,child12,yes
school6,0.02087051710304551,16,child16,yes
school29,0.7647810303456251,12,child5,no
school28,-0.5663919454188983,12,child1,no
school1,-0.49353022099630195,13,child1,yes
school18,0.8524117285840587,18,child6,yes
school20,0.014974096657624269,18,child4,no
school1,0.19366021097030336,18,child16,yes
school6,0.06595539152987752,14,child10,no
school5,0.037181676532162346,18,child5,yes
school9,1.2360927260001107,12,child5,yes
school10,0.9731078735781756,16,child19,no
school12,-1.2763043137940646,18,child19,no
school15,0.046282787247775875,16,child10,no
school21,-0.5390088633481768,15,child12,yes
school4,0.1067188626457811,13,child17,no
school19,-1.0369113918304722,18,child11,yes
school7,0.39815268691758077,12,child6,no
school21,-0.2995858806249909,14,child17,yes
school19,-0.041544736204453946,15,child11,yes
school1,-0.29803975718526504,15,child17,no
school7,-0.8263451385401073,17,child17,yes
school12,-0.028229772410054338,15,child2,yes
school4,1.2962625495493145,15,child12,yes
school18,0.3902410584038023,14,child17,yes
school3,-1.0430000351287454,18,child13,no
school4,-0.25513812345144465,14,child16,no
school24,-0.1002682179690453,12,child13,no
school10,0.41084045278379916,18,child13,yes
school11,-0.059847592545421845,12,child5,no
school4,-0.07800763246367173,18,child9,yes
school23,1.5797782924969275,16,child1,yes
school20,0.4905136525909975,14,child1,yes
school16,-0.44842663247684167,13,child8,yes
school29,0.5401432151272033,17,child4,no
school12,0.14211901696151438,14,child2,yes
school2,0.03560026226239566,17,child8,no
school25,0.5804503519571703,15,child5,yes
school4,-0.37099699787406026,16,child19,no
school6,1.1572680745591526,13,child9,yes
school15,0.6398692479620383,17,child7,no
school26,-1.4885663271843976,15,child8,yes
school15,-0.4354166590261572,17,child9,yes
school25,0.6737041468373318,18,child1,no
school20,-0.41606693077882484,17,child20,no
school30,-0.8428060682370977,14,child19,yes
school19,0.3742973704744513,12,child10,yes
school2,-0.15346434082051522,15,child17,no
school22,-1.9277505108576727,12,child1,yes
school29,-0.26455421197921125,13,child16,yes
school26,0.5380582977073418,14,child14,no
school29,-0.011097610718087207,12,child19,yes
school24,0.4416824899918644,14,child6,no
school19,-1.0095534628589409,13,child2,no
school8,0.4861406606241362,14,child15,yes
school18,0.38341474265297065,18,child4,no
school14,0.7617454652330479,17,child2,no
school23,0.3052734553461218,13,child4,no
school11,0.29814896643360356,18,child17,no
school4,-0.10337004881729585,18,child2,yes
school1,-0.47430169586801896,14,child19,yes
school24,-0.32555361422942414,15,child12,yes
school15,1.2996734919530344,14,child4,yes
school14,-1.0411865022011888,13,child12,no
school19,0.0373529032483624,15,child3,no
school22,-0.4576174464439247,12,child19,yes
school18,0.06384623898569891,13,child17,yes
school4,-0.328772810081929,12,child4,no
school5,2.5670013828173275,14,child11,no
school13,1.453319789707446,16,child4,no
school8,0.8806683865130067,16,child15,yes
school23,0.5066808710670547,15,child8,yes
school5,1.1237399248567683,17,child4,yes
school22,-0.7874782218346515,13,child18,no
school19,0.5113886211501952,12,child19,no
school24,0.9713532977276421,18,child6,no
school14,-0.07346043664714634,15,child10,no
school21,-0.09404918095962618,18,child11,yes
school10,-0.5508205263483439,18,child9,yes
school28,-0.4461515396433246,14,child14,no
school16,-0.6977989391802455,18,child1,no
school16,0.45735291653193433,15,child5,yes
school26,0.8077097983383431,13,child4,no
school12,-1.3094761476441172,14,child15,no
school19,-0.05756423273313823,17,child12,no
school29,-0.963119255982475,12,child2,no
school19,0.7083412478384532,12,child5,no
school7,-0.45530922674456176,17,child15,yes
school9,-1.2707153562583497,17,child14,no
school22,-1.2221657090060094,13,child11,yes
school13,0.2661490398644504,12,child20,no
school25,0.9977677556595386,18,child2,yes
school3,-0.9877048967452627,15,child19,yes
school13,1.1912809781168041,18,child9,yes
school16,-1.8919555555323453,15,child14,yes
school28,0.42900160909251833,18,child14,no
school18,1.4324326484141872,14,child11,yes
school30,0.2982741306270097,16,child2,yes
school16,1.9795346241661198,16,child17,no
school28,-0.5560169584831333,16,child20,no
school7,0.03266500786414903,13,child16,yes
school20,1.2861753916737506,14,child8,yes
school18,0.4070863222116488,17,child11,yes
school22,-1.9218530679058954,12,child2,no
school24,0.05464262958864164,13,child8,no
school8,-0.48556897687450434,18,child15,yes
school26,0.6196755426426974,12,child13,yes
school18,0.5521848658317842,17,child5,yes
school4,-0.5134703115658839,17,child2,yes
school27,-1.1932054308761628,12,child9,no
school30,-0.8031724422777544,16,child19,yes
school12,-1.0341793391201943,15,child13,no
school14,1.0300689626314465,15,child12,no
school28,0.8325099527914684,14,child7,no
school3,1.1649035394510077,18,child12,no
school26,0.4345424147816925,13,child20,no
school16,-1.052478542976116,14,child16,no
school14,-0.9378029930722347,14,child3,no
school28,0.4245601420143133,16,child1,no
school8,0.6773340996312486,17,child12,no
school16,-1.9994078993419693,13,child14,yes
school24,-0.5035152494662604,17,child9,no
school26,-0.010788147969258345,17,child13,yes
school15,1.610022188156014,12,child20,yes
school14,-0.1758771463914323,15,child14,yes
school2,-1.1973942026743782,12,child15,no
school11,-1.3269863723389612,13,child14,no
school21,-0.3160828105497645,16,child18,yes
school18,1.0106995697708698,15,child2,yes
school15,-0.1873292998877191,16,child9,yes
school11,-1.3263150082649628,13,child19,no
school7,0.5092563062921405,16,child13,no
school6,-0.09106423537111032,12,child7,yes
school25,-0.3429801752883981,18,child9,no
school16,-0.5003374829937409,15,child1,no
school29,-0.16230763334051623,13,child13,yes
school20,-0.3598936699651033,18,child8,yes
school21,0.1523283711929707,12,child6,no
school5,1.6286192283573322,15,child4,yes
school19,0.6868056411591584,15,child14,yes
school26,-0.14902201903289505,18,child13,yes
school20,0.83380857717985,13,child20,no
school13,1.505610635835239,17,child12,no
school7,0.6865728814856947,14,child15,yes
school26,-1.2839873582714416,15,child14,no
school20,0.1254985298967137,15,child8,yes
school15,-0.8819864891560262,15,child6,no
school11,-1.1768967010027176,18,child3,yes
school18,0.81229575889687,16,child16,yes
school21,-1.502391660297846,17,child11,yes
school22,-0.4816308690280496,17,child7,yes
school21,-0.7246416514035329,17,child17,yes
school18,2.0094462817184984,18,child8,no
school15,-1.1168012853865514,18,child3,yes
school12,-2.529494125160839,14,child20,yes
school30,-0.46731742218484135,16,child11,yes
school5,0.7692653369762256,18,child19,no
school25,0.6075180589290762,12,child5,yes
school24,1.6973518813712232,16,child7,no
school4,-0.06712850300941019,18,child15,no
school25,-0.6358689670060641,16,child5,yes
school27,0.16487130420410398,15,child8,yes
school23,0.322158305140582,13,child17,yes
school29,0.8795796485658656,12,child1,yes
school17,0.11691964641081344,15,child6,yes
school30,-0.6931299450781385,15,child18,yes
school23,0.8815019346178471,12,child4,no
school3,1.022161492323362,16,child12,no
school18,-0.11614067029772535,16,child9,no
school17,3.235514323306993,18,child10,no
school19,0.006912174850541609,12,child7,yes
school26,0.33426543190600944,14,child9,no
school25,-0.2909249876711782,18,child14,no
school12,-0.9098352427635369,18,child3,no
school10,0.7892896366118772,18,child4,no
school1,-2.5114662608351717,12,child7,yes
school16,-0.20223813560475828,14,child6,no
school3,-0.25899283553446517,18,child4,yes
school19,0.4995100969698417,15,child1,no
school13,0.4240245649429556,15,child17,no
school18,-0.02679267762745891,13,child2,yes
school19,0.04239690643994747,16,child14,yes
school27,0.8787536862757886,17,child18,no
school28,-0.291804002745732,18,child8,yes
school16,-2.078244258834424,12,child8,yes
school16,-1.6540436709012984,14,child14,yes
school9,-1.144624221096762,17,child18,yes
school4,-0.5915942555269178,18,child5,no
school2,-0.9475402567912641,13,child9,yes
school1,0.21126264453911667,16,child1,yes
school4,-0.1964802483072646,15,child15,no
school10,1.0327587952131194,17,child4,no
school3,-0.7417730193499527,17,child2,yes
school12,-0.39728029852943714,14,child16,yes
school16,1.9199409500692792,18,child13,yes
school7,0.8509208438542182,16,child3,yes
school14,-1.8953212610230836,12,child16,no
school7,-1.23267767186249,13,child1,yes
school8,-0.4471651799221865,12,child9,no
school10,-0.7171805436135806,16,child17,no
school10,0.6079843302621809,17,child13,yes
school14,0.7340757087616995,13,child8,yes
school29,-1.1332760001816817,14,child5,no
school19,0.07548716008255942,13,child1,no
school12,-0.6425509829013868,15,child1,no
school14,-0.5984757001149298,12,child4,no
school29,-1.2103910802140372,13,child14,yes
school27,-0.43467496098544806,17,child15,no
school21,-0.6965105254761628,15,child16,yes
school1,-2.3188881807196458,18,child10,yes
school12,-0.756005055724086,14,child17,no
school11,0.05062277056906042,17,child15,no
school24,-0.5806991129654708,15,child15,no
school19,-0.29823051082707686,16,child11,yes
school29,0.4156215171476963,17,child6,yes
school15,-0.632266226480097,16,child2,no
school10,-0.4225615799029085,15,child17,no
school16,0.20949220662757884,16,child16,no
school2,-1.828036109019402,13,child17,no
school26,-0.3710370206753667,12,child5,no
school1,-1.031437039421364,14,child10,yes
school7,-0.35074106688697076,12,child1,yes
school22,-1.2516385786156772,14,child1,yes
school10,0.3870665195465145,17,child12,yes
school30,-0.22509621634114635,13,child5,no
school28,1.6503173593916716,17,child8,yes
school9,-0.5604260854258521,15,child18,yes
school14,0.9124837599516805,17,child15,yes
school12,-1.0318423034585982,14,child4,yes
school11,0.05667848913927746,13,child15,no
school9,0.6187388356890745,13,child15,no
school1,-1.7656064544814862,13,child16,yes
school17,0.0808415093718976,13,child10,no
school16,1.4964793778361796,16,child6,no
school24,0.11652297026146716,16,child1,yes
school6,1.1629898021068126,17,child9,yes
school19,0.4360586195113783,17,child14,yes
school11,-0.678036136064208,18,child8,yes
school21,-1.2189893891719783,14,child2,no
school4,1.5938905648294392,14,child9,yes
school27,-0.5167905761076628,16,child4,yes
school29,0.5258489268583767,14,child15,yes
school1,0.054572614973097844,18,child14,no
school26,0.6156064611497567,17,child20,no
school16,0.23893045390959497,18,child17,no
school23,1.1837938405360253,14,child10,yes
school30,0.1975362969644977,17,child1,no
school8,-0.1598482461046139,14,child12,no
school13,1.092784758017713,14,child11,no
school14,1.4760099944717722,14,child14,yes
school11,-0.13068578312131177,16,child9,yes
school20,1.647141636956674,12,child8,yes
school9,-1.445606913538072,18,child1,no
school7,-0.5285542336416844,17,child20,yes
school25,0.6679891980751026,12,child2,yes
school27,-0.1913069772369052,13,child4,yes
school29,0.8953581274464574,13,child7,yes
school12,-0.6782928315595491,16,child14,no
school26,-0.8863237985891139,15,child17,yes
school3,-0.5041887837264962,12,child3,no
school3,-0.15504311827993716,18,child6,no
school28,0.3540235258783621,12,child16,yes
school16,-1.7856941474105688,12,child6,no
school24,0.5101508524745979,18,child7,no
school25,0.8681169726977876,17,child1,no
school28,-0.6005737237611006,18,child4,no
school14,2.356944504385398,18,child10,no
school28,0.0923254555852648,12,child17,yes
school13,0.06565027862378991,17,child17,no
school16,1.3184324643589218,15,child12,no
school2,-1.8889924966465403,12,child8,no
school5,1.4588160933215248,12,child15,yes
school10,-0.41146664253514936,12,child13,yes
school15,-0.3991653475152245,18,child6,no
school6,0.8704117048917359,13,child10,no
school6,1.2948220963584098,12,child15,no
school15,-1.7665265688076446,18,child1,yes
school8,-0.6924725028783214,14,child8,yes
school21,0.5082155334779134,17,child14,no
school14,-2.139829226383442,13,child11,yes
school20,0.40843526575777783,14,child5,no
school3,-0.35147427697546985,14,child6,no
school19,1.2123758682986354,13,child5,no
school5,1.1440758645051052,13,child8,no
school15,-0.6103334515963308,14,child17,no
school23,0.5947542817087469,16,child7,yes
school3,0.9934347994995326,13,child19,yes
school18,-1.1889459769779596,12,child5,yes
school25,-0.9973428537950793,16,child15,yes
school30,0.049461256268279616,14,child1,no
school26,0.969390133015276,13,child19,no
school22,-0.8205839261365488,18,child10,no
school11,0.5037432455772465,16,child2,no
school23,0.5546200152227118,15,child1,yes
school20,-0.3797441381837271,13,child19,no
school1,-0.3309836311297241,17,child19,yes
school30,0.16959801146697798,13,child13,no
school23,1.2136458835048527,15,child20,yes
school29,0.2914875877068297,12,child17,yes
school21,0.5864390294382678,12,child3,no
school25,0.5353361731682046,18,child20,no
school25,0.5877494251717984,15,child1,no
school8,0.16173010208509084,15,child20,no
school14,1.5287924056802045,18,child12,no
school9,1.3847141317849587,13,child9,yes
school22,-0.8122819489360333,14,child15,no
school2,-0.23657628849240017,18,child18,yes
school25,0.20003945982686205,12,child12,yes
school14,-1.2913692128714358,13,child7,no
school16,-1.415291100316609,12,child4,no
school13,-0.13374471390625273,12,child7,yes
school5,0.9235312192205974,13,child15,yes
school18,1.1321278295922295,18,child17,yes
school25,0.3976256912919724,13,child15,yes
school4,0.17282622261561537,16,child18,no
school6,0.4916903897554292,15,child12,yes
school13,-0.732591880340109,13,child5,yes
school20,0.5161528280163166,13,child9,yes
school24,-0.2979923883675414,16,child3,no
school1,-3.3397930252121255,13,child7,yes
school27,0.10132399314645857,18,child2,yes
school29,0.8098215165833148,16,child7,yes
school2,-0.14577283319197468,16,child19,yes
school24,0.0019155295964096036,14,child5,no
school22,-3.3157608989458183,12,child12,no
school8,1.5031712597726257,16,child6,yes
school11,-0.1764139816050719,17,child12,yes
school17,0.47639171539424957,15,child7,yes
school19,-0.475961662422876,16,child13,yes
school19,0.6779639329940633,12,child9,yes
school29,0.03496749889649617,17,child17,yes
school27,0.3758461635452562,14,child4,yes
school22,-0.09555842051291107,17,child5,yes
school30,0.03447995708528647,15,child1,no
school10,-0.6206692276263703,14,child5,yes
school1,-1.2735741467662105,16,child7,yes
school8,-0.5003366638779045,14,child20,no
school13,0.12662180365982545,12,child4,no
school30,-0.39571688185210774,18,child19,yes
school19,-0.7807594653807949,18,child16,yes
school24,-0.30504721690934916,15,child7,no
school6,-0.054122121727018656,18,child9,yes
school24,-0.46456687021503684,16,child12,yes
school2,-0.8779237809499758,13,child5,no
school5,1.7198821911266424,13,child17,yes
school4,-0.3717144438444961,12,child5,no
school16,-0.14819796571666916,12,child1,no
school24,-0.7980427092012882,13,child4,no
school23,0.6920538359198489,12,child5,yes
school22,1.5954885641175018,18,child18,no
school13,-0.5323597515068851,12,child13,no
school13,1.577818939381167,12,child16,yes
school2,-1.8000959096986375,12,child10,no
school7,0.5986120294421481,14,child1,yes
school3,-1.0548916521113136,13,child7,no
school2,-1.2124365845684923,17,child7,yes
school19,-0.48128055605951053,16,child7,yes
school28,0.14739888003734372,12,child8,yes
school16,-0.07657965989141284,17,child18,yes
school7,-0.4272708277548134,17,child1,yes
school23,0.8774620865668513,12,child10,yes
school23,2.655609669867478,18,child1,yes
school29,1.1609149734094244,12,child10,no
school13,0.8537221924296161,13,child1,no
school22,-0.5594090869076195,16,child14,yes
school26,-0.594509922693314,16,child17,yes
school24,-1.9580036148350013,14,child11,no
school3,-1.5625287430105002,17,child8,yes
school16,-2.3994125710834413,12,child17,no
school16,1.7103188709017603,15,child15,yes
school7,-0.7009640764123042,12,child15,yes
school10,-0.6023814735399726,12,child15,yes
school22,-1.0056354292009433,14,child11,yes
school12,-2.9691745821942646,12,child1,no
school20,0.12341128489247477,12,child6,no
school16,0.6668021495403491,15,child13,yes
school29,0.15636910051507583,17,child18,no
school30,0.29364508359933167,18,child18,yes
school21,0.15691207608161625,16,child4,no
school29,-0.2675955101654527,15,child16,yes
school17,0.9896937599209377,13,child1,yes
school28,-1.0141549855502934,14,child20,no
school10,-0.19296153768071272,14,child12,yes
school25,-0.662639259905634,12,child13,no
school14,-0.5816470443930128,17,child14,yes
school12,-2.1862755129894382,12,child6,no
school28,-0.7938426442628892,12,child18,no
school2,1.145070112084323,18,child20,no
school11,0.825317918675048,12,child2,no
school8,0.7245223415778157,15,child7,no
school13,1.586416936777739,13,child11,no
school8,-0.15493525161668867,16,child4,no
school11,0.04428317391908859,14,child14,no
school4,0.46094052677557873,18,child19,no
school23,0.22784103319877366,16,child12,yes
school20,-0.08781604038441806,18,child12,no
school13,-0.17732951741372602,16,child5,yes
school12,-0.5684722291074727,16,child12,yes
school28,-1.0339391171226482,13,child4,no
school2,-1.1928423676265936,13,child6,yes
school2,-2.067480235725978,15,child16,yes
school11,0.19211319036433677,17,child17,no
school10,-1.2003861865643635,13,child8,no
school2,0.8631034903243854,16,child20,no
school29,0.8697337977257498,16,child12,no
school24,-0.45521719864074356,18,child5,no
school22,-0.9118540149895921,15,child10,no
school5,0.03161761731386987,17,child5,yes
school28,-0.31874448197179234,16,child5,no
school24,-0.42184250598502376,13,child13,no
school10,-0.14830702485516345,14,child4,no
school1,0.43577295222339896,13,child3,no
school18,0.4302240447010591,14,child4,no
school13,1.230476115844813,17,child11,no
school18,-0.545646619858172,12,child9,no
school2,-1.3185378763035995,17,child3,no
school28,0.4619973197463553,17,child15,no
school13,1.3166489569111266,14,child7,yes
school26,-0.7426819297397053,14,child12,yes
school26,-0.3390815558900377,15,child3,no
school11,-1.0058972847928145,18,child11,yes
school27,-1.7981876395661889,13,child12,yes
school9,-0.4652163877614242,15,child12,yes
school25,1.384464941093693,15,child7,yes
school21,-0.15361652402008139,13,child14,no
school13,-0.5680256078184234,15,child2,yes
school16,-0.18552428973543256,16,child2,yes
school9,0.8123963561707004,18,child13,no
school10,0.6096750911330817,15,child15,yes
school26,0.6716481595255612,15,child6,no
school23,0.4262029673264231,14,child12,yes
school11,-2.1742289327436826,12,child8,yes
school6,-0.1986928525360812,15,child9,yes
school14,-3.0257125975124657,12,child15,yes
school30,-1.0217593614699425,17,child10,yes
school14,1.0196823432166335,14,child4,no
school19,-0.31590057022107415,13,child13,yes
school20,0.5015784618966058,17,child2,yes
school11,-1.049499607643859,18,child14,no
school13,-0.0721917376356666,16,child16,yes
school5,-0.12748344214710053,18,child18,yes
school11,0.8335593216386445,17,child10,no
school6,0.8725329120482527,13,child14,no
school13,1.594608921227668,16,child15,yes
school16,-0.034775092117884626,14,child17,no
school7,0.34895843414428673,15,child15,yes
school24,1.246755272522783,15,child8,no
school7,-0.7195088069104896,12,child3,yes
school14,-1.2118341057134108,17,child17,yes
school2,-1.8923830729498228,13,child16,yes
school2,-0.6122071084383108,18,child7,yes
school15,-1.0897619200853335,15,child15,no
school3,0.17346176915135503,18,child17,no
school22,-1.1609453861676013,15,child1,yes
school24,-0.6782674630910919,17,child11,no
school8,0.5689793213971207,14,child11,yes
school3,-1.20651509118208,17,child7,no
school24,0.10008339799397736,18,child1,yes
school12,-0.9022877526843431,13,child2,yes
school30,-0.6656562630105941,15,child5,no
school18,0.9814242985288733,14,child1,yes
school24,0.1763714998556344,16,child13,no
school1,-0.5186825502864554,17,child3,no
school19,-0.18311059009704397,16,child8,yes
school12,-0.04102642019134689,13,child13,no
school27,0.2308542582874821,13,child9,no
school24,1.466241976092792,16,child6,no
school13,0.3673786038990009,15,child9,yes
school29,-0.40797911247009344,16,child17,yes
school18,0.5553842608370906,18,child9,no
school24,0.3259523305427338,15,child10,no
school26,1.233927102354281,14,child7,no
school12,-1.7727829939180593,13,child7,no
school7,-0.7052674376232084,18,child6,no
school16,-1.478789133388607,17,child14,yes
school15,-0.24592115851883095,16,child20,yes
school22,-1.1570854626844955,13,child1,yes
school9,1.3608670165195182,14,child10,yes
school30,-1.1491051682057654,12,child6,yes
school22,-0.49577515316036713,14,child16,no
school26,-1.0818103602857827,17,child19,no
school25,-0.4260623653710772,18,child15,yes
school28,2.070142009637503,12,child7,no
school22,-0.08488682789833622,16,child5,yes
school27,1.2263888811806765,18,child7,yes
school10,-0.40940631750793965,13,child6,yes
school6,1.8508325274733644,16,child19,yes
school23,-0.3260735167331196,14,child16,no
school25,-0.11747897458072064,12,child18,no
school23,-0.2920481332271759,14,child8,yes
school14,1.4158924985562829,14,child2,no
school11,0.36892273953835847,12,child1,no
school9,1.8701341117935748,15,child13,no
school12,0.09607671500622021,12,child13,no
school26,-0.8264506551182375,16,child8,yes
school21,-0.8839197738894093,12,child12,yes
school24,0.15738758844970013,13,child14,no
school22,-1.1262215843153447,16,child1,yes
school23,-0.6993809733686883,18,child9,no
school9,0.5526275523748337,15,child15,no
school23,0.9417968429720269,15,child5,yes
school21,-1.7061694498844466,18,child2,no
school28,-0.3735531957318261,15,child16,yes
school8,0.1343886403419028,17,child18,yes
school30,-0.5992420740999956,16,child6,yes
school3,0.44044936660578393,13,child3,no
school15,1.31796427422464,13,child9,yes
school29,-0.042004089416710605,16,child20,yes
school2,1.5151697733469585,18,child5,no
school5,-0.4035446793406253,17,child1,yes
school29,-1.118945236003624,14,child12,no
school28,0.23451009091208683,16,child17,yes
school8,-0.17678777999907141,12,child8,yes
school3,-0.6925765167124635,12,child11,yes
school20,0.516624408439091,13,child5,no
school17,1.6741698645203362,17,child1,yes
school14,0.16286169158249308,16,child10,no
school25,0.8338369083909871,12,child11,yes
school22,-1.7014670207247728,14,child12,no
school22,-0.04088077710786564,17,child13,yes
school20,0.09605210718628181,18,child16,yes
school4,-0.07302754873056315,17,child4,no
school8,0.09488456444845893,12,child10,yes
school12,-1.060351217570006,14,child9,no
school13,-0.2165763571927936,17,child2,yes
school9,0.27209357914475146,18,child6,no
school26,1.6568275599158575,17,child4,no
school6,0.23727683960429313,16,child15,no
school18,0.6476067522519512,15,child6,yes
school30,-0.3960640592532948,17,child3,yes
school28,1.173704080413287,15,child17,yes
school7,0.07556953479776238,13,child13,no
school29,-0.584824052569576,18,child7,yes
school9,-0.8027237325509559,18,child8,yes
school3,0.03445092289430039,12,child14,yes
school6,0.47729387908728316,18,child1,no
school25,0.08644555947967665,15,child12,yes
school1,0.8681229201780143,17,child9,no
school19,1.7482887806827236,18,child5,no
school27,-0.48976428160678287,14,child10,no
school2,0.23311978919875648,18,child13,no
school12,-1.5210509885916177,16,child8,yes
school7,-1.105672010286962,13,child18,yes
school21,-0.3517343293341257,12,child7,no
school10,-1.0210089064903902,14,child16,yes
school10,1.0831967242988478,15,child4,no
school15,1.1213596590887072,13,child4,yes
school22,-0.8902261022545311,13,child9,no
school13,-0.5098184258272259,16,child11,no
school11,-0.8001774841498525,14,child17,no
school27,-0.34332471738618986,15,child18,no
school15,-0.9736182228888424,12,child19,no
school25,0.08936328052838105,14,child17,no
school21,-0.39012368483521587,15,child17,yes
school2,-0.49192101256137166,17,child5,no
school8,-0.6135023881383784,13,child9,no
school1,-0.8728725379842037,17,child4,yes
school5,1.2687816884302863,18,child8,no
school12,-0.7313631705142831,14,child14,no
school5,1.2604720243722543,16,child19,no
school26,0.7961184147052885,14,child1,no
school3,-0.33384114277890314,16,child15,yes
school27,-0.45059449955151726,17,child10,no
school18,2.5995913957582553,16,child19,no
school26,-0.42398406968837754,13,child9,no
school22,-3.8934307492696725,12,child15,no
school21,-1.68011504382108,16,child16,yes
school1,-0.2994146501734859,18,child15,no
school5,1.9696407625712384,12,child17,yes
school14,-2.8363142377815076,12,child10,no
school24,-0.09826032028065018,13,child18,yes
school28,0.9904593890377514,16,child16,yes
school14,1.395789916970063,18,child5,yes
school26,0.31543998318855265,17,child6,no
school19,0.48874329462743155,13,child16,yes
school23,-0.11863282132576802,14,child9,no
school7,0.880468975168153,14,child20,yes
school17,-0.39139712764866474,12,child8,no
school8,-0.47803564123537673,15,child11,yes
school28,-0.5804347253343974,13,child10,no
school12,-3.1494155994108515,12,child5,yes
school18,0.7705951187444817,16,child2,yes
school2,-1.7102465525229087,17,child15,no
school13,-0.15016427749788652,18,child19,no
school19,-0.9242034735108662,14,child8,yes
school6,-0.09804209856937864,14,child5,yes
school10,0.2868179906516189,17,child8,no
school27,-0.6735713222353443,14,child12,yes
school27,0.9275670830454356,15,child6,no
school15,-0.3883460697219109,15,child8,no
school25,0.8945031667972642,18,child19,no
school30,-0.023286499355824754,18,child4,no
school30,-0.2784482626600023,18,child17,yes
school22,-0.8738529056359902,16,child2,no
school2,0.9310753893933396,18,child8,no
school8,0.6643109057062893,13,child19,yes
school10,0.1867891440580566,18,child2,no
school20,-0.8116413599990846,13,child4,no
school7,0.3353086878884736,12,child5,yes
school23,0.46872962746364666,12,child12,yes
school8,-0.38122317506914905,13,child11,yes
school25,1.2207900139492192,16,child16,yes
school24,-0.9819395074986407,13,child5,no
school6,0.5220014640373433,18,child7,yes
school2,1.3324266144089425,17,child16,yes
school11,0.4120491262548176,12,child6,no
school24,-1.3698157646407825,12,child9,no
school17,0.9292339109251335,17,child12,yes
school6,0.16667732168588972,17,child5,yes
school11,-1.2860972305555363,16,child13,yes
school16,-1.9701629146645587,12,child13,yes
school26,0.02113209997595218,17,child16,no
school21,0.4407258220127625,14,child4,no
school29,0.40464694452312894,18,child5,no
school12,-1.4243698952961403,12,child3,no
school26,0.5643785535348176,16,child6,no
school19,0.362558372707217,14,child9,yes
school7,-0.3573938469596642,14,child7,yes
school19,0.43127412752866423,18,child13,yes
school9,0.1750247213090442,17,child10,yes
school22,-0.8799482245461752,14,child19,yes
school1,-0.5793932036234677,15,child20,no
school2,-0.4079121620830757,15,child6,yes
school11,-1.0216878116905375,15,child19,no
school14,-0.3443962896235308,13,child17,yes
school2,-3.2612762274623037,13,child20,no
school17,1.2076111280577666,16,child12,yes
school29,-0.9861769857768417,18,child14,yes
school11,0.8674350344746103,16,child1,no
school18,0.7959867707669407,18,child14,no
school20,0.12167322024221,18,child14,no
school6,0.6345941239585893,12,child16,yes
school27,0.27070534769633603,15,child19,no
school10,-0.8416534162305732,15,child8,no
school4,1.389088636422191,15,child7,no
school29,-0.11912659348723219,13,child18,no
school2,-1.7489581545740829,12,child7,yes
school1,-1.8707397403221842,15,child12,yes
school26,-0.42927919452166424,14,child17,yes
school16,0.6538237872269044,18,child16,no
school21,-0.8269718262774078,17,child6,no
school9,0.35140089882034475,16,child2,yes
school27,0.6925747323236229,16,child14,yes
school20,0.6026074736293856,15,child14,no
school1,-2.023964847061293,15,child7,yes
school15,-0.47449960081505793,18,child20,yes
school15,-0.4829051995805542,16,child4,yes
school22,-3.4069082650528864,12,child11,yes
school19,0.931397514118951,14,child1,no
school20,1.019084795146883,12,child2,yes
school24,-0.046042821068833936,14,child14,no
school15,-0.5588530969527805,14,child20,yes
school13,0.31335570957620396,16,child20,no
school26,-1.4194344029274757,15,child20,no
school17,-1.1191229671220284,18,child4,yes
school30,-1.388565216441932,13,child6,yes
school19,0.6833615784591646,15,child16,yes
