ID,FOMO,Age,Gender,N,E,O,A,C
1447,29,14,Male,25,33,42,19,40
1448,21,36,Male,22,25,39,32,26
1449,15,38,Male,17,28,45,30,26
1450,21,61,Male,25,27,29,33,30
1451,19,26,Male,18,31,34,31,31
1452,24,30,Male,24,29,32,26,30
1453,22,37,Male,15,16,29,33,24
1454,20,43,Male,17,33,38,34,32
1455,18,44,Male,19,22,33,29,37
1456,28,28,Male,20,20,30,33,23
1457,16,36,Male,17,29,46,35,34
1458,24,29,Male,24,35,36,29,31
1459,28,24,Male,22,31,47,34,26
1460,25,31,Male,30,34,28,24,40
1461,32,12,Male,34,25,26,30,25
1462,22,53,Male,25,39,37,29,34
1463,17,27,Male,19,26,40,35,28
1464,20,52,Male,22,21,27,28,24
1465,24,38,Male,19,33,42,34,29
1466,23,46,Male,30,38,30,20,27
1467,27,35,Male,23,37,44,37,32
1468,17,29,Male,23,32,28,28,26
1469,23,36,Male,31,24,19,25,31
1470,26,23,Male,23,29,35,22,36
1471,26,27,Male,32,19,33,34,37
1472,20,35,Male,14,32,38,26,24
1473,27,41,Male,25,19,38,34,38
1474,32,16,Male,25,21,41,30,38
1475,22,39,Male,15,37,47,40,29
1476,29,19,Male,21,17,34,22,23
1477,26,37,Male,22,28,47,34,34
1478,13,46,Male,25,31,46,36,33
1479,17,49,Male,22,25,29,34,29
1480,31,29,Male,22,22,43,24,23
1481,29,32,Male,23,28,34,29,31
1482,27,49,Male,20,29,37,33,36
1483,20,28,Male,27,36,42,32,39
1484,25,13,Male,33,27,33,25,36
1485,33,60,Male,28,24,25,29,20
1486,22,40,Male,25,22,32,31,29
1487,19,37,Male,21,26,34,40,31
1488,26,23,Male,26,22,32,22,27
1489,24,38,Male,27,30,21,28,24
1490,18,19,Male,24,32,38,29,38
1491,23,25,Male,19,30,37,34,33
1492,31,44,Male,27,23,32,30,25
1493,28,24,Male,26,24,39,34,30
1494,23,46,Male,18,22,33,35,29
1495,22,43,Male,17,33,31,30,32
1496,22,14,Male,21,36,38,24,38
1497,21,35,Male,22,34,38,29,27
1498,18,17,Male,16,26,39,22,20
1499,24,31,Male,31,20,37,33,32
1500,22,29,Male,21,27,39,30,26
1501,19,32,Male,11,30,44,27,29
1502,30,47,Male,22,31,25,23,29
1503,21,35,Male,20,28,42,36,28
1504,23,56,Male,33,21,38,38,34
1505,18,20,Male,23,30,24,24,33
1506,23,27,Male,32,30,24,36,28
1507,18,49,Male,15,40,36,24,34
1508,35,24,Male,30,23,32,29,35
1509,22,35,Male,27,24,25,30,31
1510,32,12,Male,27,20,45,23,21
1511,22,18,Male,15,40,30,23,25
1512,35,43,Male,26,23,30,29,24
1513,24,51,Male,23,22,36,39,23
1514,19,40,Male,14,26,43,36,26
1515,24,42,Male,17,27,40,37,27
1516,20,53,Male,12,39,36,28,30
1517,11,55,Male,10,35,46,33,30
1518,33,52,Male,19,24,28,34,30
1519,14,53,Male,12,27,37,31,32
1520,18,41,Male,33,29,36,32,33
1521,33,30,Male,32,17,24,24,27
1522,20,24,Male,26,28,46,26,35
1523,16,40,Male,12,37,46,33,30
1524,13,49,Male,22,22,32,22,41
1525,39,41,Male,29,15,38,32,30
1526,43,18,Male,19,33,44,36,23
1527,24,27,Male,26,20,40,33,33
1528,35,30,Male,18,28,33,38,32
1529,23,37,Male,21,20,37,36,32
1530,24,44,Male,18,37,25,29,27
1531,27,39,Male,27,24,40,26,37
1532,22,34,Male,17,22,43,28,29
1533,25,47,Male,29,14,30,30,27
1534,17,55,Male,26,21,32,32,32
1535,27,45,Male,24,36,37,34,30
1536,20,37,Male,27,40,43,29,30
1537,28,43,Male,15,33,39,27,25
1538,33,16,Male,29,26,33,30,28
1539,24,51,Male,9,36,38,33,22
1540,27,39,Male,37,16,35,36,36
1541,22,37,Male,21,27,33,31,30
1542,19,37,Male,17,34,29,23,34
1543,16,43,Male,10,37,50,39,39
1544,15,27,Male,19,21,47,37,28
1545,35,30,Male,30,18,30,36,26
1546,24,21,Male,32,20,32,17,33
1547,27,40,Male,18,26,34,23,26
1548,22,27,Male,28,27,36,37,32
1549,32,21,Male,27,15,25,28,33
1550,24,47,Male,13,23,35,26,25
1551,21,42,Male,18,23,40,34,29
1552,22,33,Male,20,37,32,30,23
1553,18,47,Male,29,19,29,42,39
1554,22,47,Male,39,15,27,36,40
1555,19,32,Male,17,20,41,37,26
1556,34,42,Male,32,29,21,31,29
1557,27,20,Male,31,19,33,29,30
1558,28,24,Male,18,31,37,30,30
1559,28,30,Male,23,26,47,37,24
1560,26,31,Male,17,32,35,27,18
1561,40,39,Male,28,27,38,27,24
1562,17,43,Male,19,23,36,29,36
1563,21,42,Male,26,19,37,30,39
1564,24,38,Male,16,17,39,32,25
1565,16,47,Male,18,23,30,30,24
1566,23,12,Male,21,27,35,34,22
1567,21,30,Male,23,26,24,25,27
1568,23,34,Male,19,30,47,26,31
1569,15,55,Male,21,21,29,30,35
1570,26,36,Male,17,23,32,28,24
1571,33,24,Male,31,25,43,43,25
1572,26,21,Male,12,17,33,27,25
1573,27,40,Male,21,35,35,30,33
1574,23,14,Male,25,26,31,28,34
1575,24,41,Male,21,27,39,25,21
1576,25,15,Male,20,26,42,29,22
1577,37,24,Male,26,29,35,29,30
1578,32,28,Male,31,37,32,23,37
1579,27,12,Male,18,23,44,32,23
1580,17,34,Male,23,25,35,34,32
1581,14,39,Male,24,26,33,31,33
1582,24,30,Male,16,28,34,34,21
1583,22,27,Male,10,34,44,37,26
1584,27,39,Male,22,21,35,29,39
1585,25,43,Male,14,20,39,37,32
1586,22,27,Male,14,24,44,36,27
1587,16,29,Male,15,21,39,26,36
1588,27,30,Male,31,19,34,33,38
1589,32,18,Male,28,29,35,27,27
1590,21,21,Male,15,33,47,41,29
1591,16,35,Male,22,18,42,42,34
1592,31,35,Male,25,25,36,26,33
1593,23,26,Male,14,38,38,30,32
1594,31,36,Male,25,23,38,24,30
1595,29,39,Male,33,17,29,30,39
1596,25,14,Male,17,29,36,31,22
1597,20,27,Male,17,25,38,31,24
1598,20,36,Male,19,32,49,35,36
1599,15,39,Male,22,37,34,28,28
1600,26,25,Male,28,22,32,33,22
1601,18,44,Male,12,30,41,41,27
1602,25,26,Male,20,28,38,31,30
1603,27,28,Male,17,32,45,40,32
1604,30,31,Male,19,28,28,33,34
1605,18,42,Male,29,23,31,34,37
1606,25,12,Male,15,26,44,36,24
1607,32,43,Male,37,25,29,30,31
1608,19,38,Male,31,21,34,30,30
1609,26,25,Male,18,28,28,29,28
1610,24,22,Male,40,25,29,27,41
1611,23,20,Male,24,28,39,30,32
1612,25,52,Male,13,23,37,31,24
1613,18,19,Male,21,29,41,27,18
1614,25,39,Male,22,25,37,23,33
1615,25,34,Male,18,20,29,25,29
1616,28,26,Male,26,27,38,30,31
1617,13,60,Male,18,24,39,30,34
1618,26,37,Male,17,26,40,32,33
1619,19,50,Male,17,34,39,33,39
1620,20,16,Male,29,23,34,41,38
1621,26,27,Male,25,25,38,31,29
1622,25,30,Male,27,25,34,31,26
1623,32,26,Male,26,19,35,28,29
1624,21,32,Male,29,28,40,38,41
1625,33,42,Male,29,21,38,37,36
1626,32,26,Male,32,30,36,39,38
1627,21,14,Male,30,34,34,24,32
1628,33,30,Male,26,34,28,30,24
1629,32,34,Male,24,19,36,37,34
1630,26,41,Male,33,23,28,28,33
1631,24,46,Male,16,33,38,31,25
1632,24,26,Male,25,30,44,34,36
1633,27,30,Male,23,30,43,31,38
1634,23,32,Male,17,23,41,30,27
1635,30,26,Male,22,29,37,33,26
1636,20,54,Male,17,26,41,41,29
1637,31,31,Male,17,26,45,30,27
1638,33,17,Male,31,25,29,27,30
1639,11,38,Male,9,25,36,33,34
1640,28,56,Male,32,12,36,28,30
1641,35,37,Male,19,32,33,29,20
1642,26,41,Male,19,29,35,28,28
1643,18,39,Male,20,20,29,22,25
1644,19,34,Male,21,22,36,26,33
1645,19,35,Male,15,40,40,24,25
1646,20,42,Male,23,28,35,35,24
1647,28,23,Male,29,26,38,25,32
1648,16,21,Male,23,34,32,39,29
1649,22,35,Male,20,24,37,38,26
1650,22,34,Male,22,21,36,26,30
1651,18,42,Male,18,30,28,32,35
1652,19,29,Male,15,38,36,31,23
1653,31,40,Male,19,33,46,36,42
1654,25,23,Male,25,26,35,32,29
1655,29,25,Male,30,16,37,37,41
1656,27,17,Male,16,27,39,32,17
1657,40,21,Male,29,19,35,27,22
1658,24,39,Male,26,25,33,32,37
1659,27,44,Male,26,22,32,26,31
1660,26,38,Male,26,20,21,35,32
1661,19,32,Male,28,34,31,40,22
1662,32,22,Male,23,23,31,29,30
1663,15,42,Male,35,39,35,30,43
1664,22,31,Male,19,18,32,28,30
1665,37,18,Male,30,16,30,30,28
1666,40,14,Male,19,28,44,38,25
1667,25,30,Male,19,28,31,26,31
1668,22,40,Male,14,22,43,40,23
1669,34,39,Male,27,27,37,41,28
1670,27,41,Male,16,33,40,32,18
1671,17,23,Male,16,29,41,39,27
1672,14,49,Male,15,36,37,30,33
1673,16,35,Male,27,27,44,30,41
1674,21,23,Male,21,26,46,38,25
1675,32,45,Male,16,26,36,32,23
1676,31,31,Male,20,29,43,34,24
1677,24,20,Male,19,27,40,36,29
1678,24,49,Male,14,20,39,38,17
1679,19,48,Male,23,28,35,29,36
1680,18,51,Male,22,15,30,26,24
1681,35,13,Male,22,17,45,32,20
1682,37,35,Male,29,16,31,24,37
1683,34,34,Male,25,26,33,21,26
1684,30,45,Male,19,12,35,28,29
1685,20,56,Male,16,21,29,27,28
1686,26,12,Male,24,18,32,36,24
1687,16,31,Male,31,22,36,27,36
1688,11,47,Male,14,16,35,43,33
1689,31,31,Male,14,30,36,40,21
1690,23,39,Male,17,36,44,38,37
1691,27,38,Male,26,19,36,28,38
1692,30,20,Male,27,14,37,35,22
1693,25,51,Male,26,28,29,33,28
1694,18,46,Male,23,25,39,38,31
1695,25,25,Male,15,26,37,26,22
1696,26,59,Male,30,28,31,34,40
1697,21,33,Male,18,21,43,37,28
1698,33,25,Male,17,21,33,35,18
1699,27,35,Male,24,21,39,27,34
1700,27,32,Male,22,22,31,29,22
1701,28,28,Male,28,20,32,32,29
1702,22,40,Male,22,27,31,28,36
1703,27,14,Male,27,24,48,36,25
1704,33,34,Male,25,20,30,29,32
1705,20,50,Male,28,17,29,26,28
1706,31,39,Male,22,38,32,32,34
1707,17,22,Male,13,35,40,38,34
1708,31,30,Male,20,24,27,30,22
1709,37,16,Male,28,25,45,25,27
1710,12,37,Male,9,40,36,29,31
1711,26,45,Male,18,30,39,39,29
1712,27,29,Male,24,18,38,31,27
1713,25,29,Male,25,32,26,27,23
1714,31,19,Male,27,27,40,36,38
1715,18,45,Male,22,30,43,26,41
1716,30,15,Male,29,21,39,32,36
1717,24,30,Male,22,28,36,30,30
1718,12,31,Male,17,24,42,32,31
1719,25,29,Male,22,13,40,28,32
1720,31,18,Male,19,17,31,35,34
1721,11,53,Male,13,31,44,35,39
1722,31,41,Male,26,22,35,34,29
1723,20,26,Male,20,24,45,26,31
1724,16,34,Male,28,26,37,27,43
1725,29,56,Male,29,15,22,35,37
1726,24,41,Male,27,21,30,34,33
1727,25,25,Male,27,29,21,24,29
1728,27,27,Male,28,17,26,31,33
1729,25,38,Male,24,38,37,18,27
1730,34,16,Male,31,24,36,38,42
1731,28,27,Male,16,30,40,31,30
1732,19,35,Male,31,30,33,29,35
1733,29,21,Male,20,21,43,33,27
1734,24,52,Male,24,27,31,27,30
1735,18,32,Male,23,21,29,36,25
1736,24,18,Male,19,32,38,30,25
1737,20,35,Male,17,30,47,38,30
1738,32,17,Male,26,31,40,36,30
1739,28,39,Male,30,22,23,22,37
1740,28,40,Male,15,21,38,33,24
1741,35,27,Male,26,19,23,22,30
1742,17,47,Male,14,28,45,33,32
1743,19,40,Male,21,24,33,21,33
1744,26,31,Male,17,24,41,28,30
1745,24,23,Male,20,18,34,37,30
1746,16,38,Male,13,30,43,37,24
1747,32,19,Male,26,34,46,31,36
1748,23,36,Male,21,28,32,29,35
1749,24,19,Male,24,35,33,27,31
1750,35,22,Male,27,27,36,26,30
1751,20,28,Male,11,27,37,27,32
1752,30,39,Male,16,29,32,23,29
1753,15,33,Male,15,29,43,41,34
1754,27,39,Male,23,26,37,39,33
1755,28,29,Male,18,19,41,40,30
1756,22,38,Male,26,23,40,34,39
1757,20,26,Male,21,30,34,27,30
1758,26,38,Male,15,31,33,29,19
1759,21,23,Male,27,32,34,30,32
1760,22,23,Male,23,23,37,35,31
1761,30,30,Male,26,34,34,26,34
1762,32,33,Male,32,26,30,29,30
1763,33,16,Male,27,28,43,32,23
1764,15,58,Male,14,30,40,33,34
1765,17,23,Male,23,28,34,32,32
1766,14,49,Male,15,26,40,26,35
1767,15,37,Male,21,27,34,32,32
1768,30,34,Male,21,17,45,34,29
1769,29,41,Male,23,19,29,29,25
1770,19,33,Male,19,23,42,37,33
1771,32,31,Male,15,22,39,30,27
1772,25,39,Male,31,28,29,30,29
1773,22,37,Male,15,31,39,35,26
1774,28,25,Male,29,14,33,37,25
1775,13,35,Male,13,35,38,22,27
1776,26,21,Male,24,23,39,35,31
1777,30,28,Male,24,23,39,27,25
1778,29,13,Male,24,15,36,31,30
1779,26,49,Male,21,22,28,28,32
1780,20,31,Male,26,26,38,21,31
1781,18,44,Male,21,18,29,33,38
1782,29,39,Male,27,27,37,29,31
1783,22,44,Male,28,27,21,27,29
1784,27,37,Male,24,17,43,35,37
1785,24,47,Male,31,18,33,30,40
1786,33,31,Male,34,23,20,26,33
1787,10,46,Male,13,25,42,38,31
1788,32,23,Male,26,23,34,33,37
1789,28,15,Male,28,24,27,20,27
1790,16,45,Male,18,24,45,29,31
1791,26,25,Male,31,23,33,29,30
1792,18,42,Male,18,22,44,32,36
1793,25,50,Male,26,22,34,37,28
1794,27,36,Male,29,19,29,37,23
1795,28,29,Male,30,21,25,30,27
1796,16,29,Male,12,39,45,39,31
1797,30,28,Male,24,22,36,33,29
1798,23,25,Male,23,27,30,21,25
1799,24,25,Male,31,26,34,38,30
1800,20,39,Male,27,32,46,31,35
1801,15,32,Male,13,34,40,26,29
1802,31,33,Male,28,31,29,28,30
1803,12,41,Male,15,32,25,29,32
1804,35,19,Male,28,19,38,27,19
1805,20,46,Male,16,24,33,29,31
1806,29,16,Male,24,22,34,30,32
1807,17,48,Male,22,34,50,42,37
1808,35,16,Male,26,24,34,27,30
1809,24,24,Male,9,24,41,40,18
1810,30,48,Male,21,22,27,33,25
1811,25,22,Male,19,24,33,31,29
1812,19,48,Male,18,24,38,36,37
1813,22,49,Male,12,28,36,31,28
1814,18,23,Male,24,27,35,36,29
1815,21,17,Male,13,30,25,30,23
1816,34,41,Male,23,15,33,32,35
1817,33,37,Male,27,20,32,34,30
1818,27,34,Male,20,31,28,27,32
1819,25,35,Male,14,26,44,34,37
1820,18,53,Male,23,27,31,31,29
1821,31,31,Male,30,21,24,18,40
1822,27,37,Male,22,14,32,37,40
1823,26,32,Male,37,29,29,25,34
1824,21,27,Male,12,27,47,29,33
1825,10,35,Male,11,28,42,33,32
1826,22,37,Male,9,18,48,36,24
1827,28,38,Male,23,26,38,36,29
1828,23,47,Male,23,25,39,26,33
1829,34,20,Male,25,26,39,29,27
1830,24,52,Male,27,24,33,30,31
1831,27,14,Male,25,30,37,37,32
1832,22,22,Male,26,27,41,33,32
1833,28,12,Male,28,19,31,31,34
1834,30,30,Male,27,27,33,33,26
1835,23,42,Male,27,31,29,31,35
1836,29,32,Male,26,25,32,27,30
1837,29,23,Male,28,30,29,33,27
1838,17,39,Male,14,20,35,32,29
1839,33,17,Male,28,19,37,30,23
1840,25,34,Male,17,19,43,30,38
1841,31,22,Male,21,27,45,37,28
1842,24,48,Male,20,18,37,29,27
1843,22,26,Male,19,31,36,30,33
1844,22,16,Male,24,29,34,32,37
1845,27,24,Male,33,17,40,22,34
1846,31,27,Male,24,34,44,43,32
1847,20,36,Male,31,29,29,24,31
1848,26,28,Male,12,25,38,28,25
1849,17,32,Male,9,16,39,38,16
1850,18,35,Male,22,10,31,26,32
1851,28,46,Male,21,15,39,28,28
1852,12,31,Male,21,31,43,40,33
1853,27,20,Male,25,23,44,32,35
1854,26,35,Male,15,38,36,24,35
1855,31,27,Male,18,22,37,22,27
1856,28,34,Male,25,20,31,30,31
1857,23,13,Male,33,18,39,37,41
1858,32,40,Male,19,27,31,29,29
1859,23,28,Male,23,16,42,29,38
1860,22,24,Male,26,36,32,29,21
1861,39,15,Male,33,21,27,24,32
1862,27,33,Male,20,35,36,22,26
1863,24,24,Male,16,35,33,32,30
1864,22,34,Male,26,23,34,19,40
1865,24,24,Male,12,34,31,29,26
1866,23,31,Male,23,23,30,29,29
1867,30,35,Male,20,30,41,24,31
1868,30,30,Male,28,32,37,29,30
1869,28,15,Male,24,25,39,28,34
1870,28,39,Male,26,15,36,34,31
1871,21,51,Male,18,13,34,42,22
1872,30,46,Male,20,19,43,31,26
1873,22,33,Male,12,26,43,31,36
1874,30,26,Male,26,25,33,27,38
1875,20,37,Male,18,23,45,29,33
1876,13,39,Male,15,30,39,38,36
1877,21,35,Male,32,21,41,33,35
1878,24,16,Male,19,29,37,32,27
1879,20,27,Male,19,24,38,33,27
1880,19,36,Male,22,20,37,33,32
1881,24,20,Male,15,20,45,34,31
1882,14,35,Male,11,29,39,31,34
1883,26,25,Male,32,21,32,36,32
1884,34,36,Male,34,35,26,20,36
1885,26,18,Male,22,30,30,29,33
1886,24,14,Male,19,27,41,25,33
1887,26,29,Male,17,26,47,28,33
1888,33,15,Male,31,19,35,22,27
1889,24,32,Male,19,26,29,26,30
1890,19,38,Male,15,34,45,34,26
1891,22,26,Male,29,19,35,35,37
1892,29,16,Male,28,23,39,31,28
1893,19,46,Male,14,29,34,32,37
1894,43,23,Male,28,28,23,24,30
1895,31,29,Male,27,31,35,23,32
1896,17,22,Male,32,22,35,27,27
1897,24,20,Male,33,23,27,33,28
1898,35,16,Male,17,36,46,22,29
1899,24,26,Male,19,29,38,34,28
1900,22,39,Male,26,24,43,40,30
1901,17,15,Male,22,21,32,18,30
1902,27,30,Male,13,40,37,28,27
1903,32,19,Male,20,27,42,30,25
1904,17,38,Male,21,20,35,33,29
1905,34,16,Male,25,30,39,23,24
1906,17,51,Male,20,26,40,32,29
1907,24,51,Male,18,28,39,35,29
1908,35,14,Male,25,31,37,38,27
1909,22,49,Male,26,11,38,35,41
1910,26,13,Male,22,33,42,36,30
1911,17,45,Male,24,26,34,31,22
1912,26,39,Male,20,33,44,34,25
1913,30,27,Male,27,25,38,26,33
1914,15,45,Male,13,34,46,33,29
1915,22,44,Male,26,31,30,34,31
1916,23,24,Male,20,28,39,31,28
1917,15,55,Male,12,30,47,37,29
1918,24,27,Male,20,27,31,34,32
1919,31,16,Male,24,15,31,34,31
1920,13,29,Male,15,29,30,34,25
1921,20,34,Male,19,29,29,31,26
1922,18,22,Male,26,24,31,29,36
1923,18,36,Male,20,21,41,34,34
1924,33,45,Male,31,25,23,23,33
1925,25,29,Male,20,25,27,27,25
1926,32,44,Male,25,18,39,32,31
1927,18,29,Male,16,25,35,33,22
1928,26,34,Male,20,22,34,28,30
1929,31,17,Male,27,30,36,25,24
1930,27,42,Male,22,27,37,28,40
1931,26,32,Male,24,17,32,25,28
1932,29,12,Male,22,22,31,40,26
1933,20,34,Male,30,23,38,21,40
1934,23,38,Male,18,24,34,31,34
1935,23,34,Male,27,21,36,25,31
1936,24,45,Male,23,18,21,36,30
1937,12,66,Male,20,22,46,42,41
1938,25,28,Male,19,35,35,25,27
1939,19,42,Male,27,24,46,38,38
1940,31,41,Male,22,24,16,18,33
1941,33,18,Male,20,31,36,32,34
1942,23,22,Male,21,22,44,30,27
1943,28,21,Male,17,23,32,35,26
1944,24,38,Male,25,27,43,36,33
1945,16,50,Male,13,33,37,28,27
1946,13,33,Male,21,19,27,31,37
1947,37,21,Male,33,14,31,33,33
1948,20,33,Male,16,33,36,31,33
1949,15,43,Male,27,28,40,31,41
1950,27,16,Male,25,25,40,38,33
1951,24,41,Male,33,27,29,29,29
1952,28,33,Male,27,23,33,24,24
1953,32,36,Male,25,23,29,19,33
1954,23,35,Male,19,27,36,34,21
1955,28,16,Male,15,32,31,32,18
1956,34,16,Male,26,19,49,37,29
1957,24,29,Male,21,25,38,25,27
1958,27,41,Male,24,31,34,29,32
1959,28,39,Male,29,13,23,29,31
1960,31,28,Male,29,32,43,33,35
1961,27,27,Male,24,31,28,34,31
1962,21,12,Male,26,31,34,26,28
1963,19,44,Male,14,20,40,36,27
1964,19,38,Male,26,18,31,30,37
1965,12,31,Male,13,28,41,39,24
1966,20,18,Male,21,19,40,34,28
1967,40,26,Male,31,35,28,23,24
1968,29,16,Male,21,25,46,28,35
1969,27,28,Male,20,34,37,32,31
1970,22,26,Male,25,15,39,35,35
1971,23,38,Male,27,32,37,30,30
1972,29,45,Male,18,29,37,36,24
1973,20,34,Male,20,31,32,24,27
1974,12,46,Male,22,30,39,35,41
1975,21,17,Male,24,35,34,26,27
1976,28,27,Male,23,33,43,41,37
1977,16,57,Male,23,19,28,27,32
1978,27,36,Male,14,21,33,35,32
1979,29,38,Male,12,36,41,29,23
1980,25,47,Male,30,24,31,32,32
1981,27,47,Male,25,29,33,32,31
1982,22,16,Male,25,22,33,26,35
1983,24,49,Male,21,27,43,42,36
1984,31,39,Male,24,16,39,29,29
1985,22,39,Male,15,37,40,36,24
1986,31,15,Male,39,15,43,36,35
1987,29,35,Male,28,23,34,29,37
1988,27,34,Male,21,22,38,34,27
1989,30,16,Male,25,25,42,25,27
1990,28,27,Male,25,34,43,40,28
1991,33,18,Male,22,14,44,37,24
1992,24,54,Male,27,22,38,40,23
1993,31,15,Male,24,27,38,28,32
1994,32,38,Male,23,30,33,39,35
1995,17,37,Male,26,23,32,37,34
1996,26,29,Male,22,27,37,36,32
1997,26,16,Male,26,33,34,36,19
1998,33,38,Male,34,23,22,29,39
1999,15,52,Male,21,24,50,37,24
2000,27,40,Male,25,21,29,25,21
2001,17,33,Male,22,32,47,33,33
2002,22,37,Male,25,32,35,29,34
2003,28,28,Male,22,29,29,25,26
2004,27,47,Male,26,25,33,36,30
2005,22,36,Male,18,33,29,30,31
2006,28,28,Male,25,17,32,33,27
2007,27,31,Male,16,22,34,24,30
2008,30,23,Male,19,19,40,34,27
2009,30,35,Male,26,17,23,22,29
2010,11,46,Male,11,16,39,24,30
2011,25,17,Male,19,24,39,34,32
2012,24,30,Male,23,31,36,33,31
2013,25,22,Male,20,19,33,28,22
2014,19,46,Male,14,26,50,40,36
2015,20,48,Male,23,27,39,37,36
2016,21,50,Male,12,34,47,27,26
2017,19,36,Male,19,22,33,33,24
2018,22,46,Male,26,28,27,35,37
2019,28,17,Male,23,28,35,27,29
2020,24,23,Male,25,35,35,38,28
2021,19,57,Male,24,35,31,18,33
2022,25,38,Male,20,17,39,38,22
2023,29,20,Male,32,32,31,32,24
2024,16,55,Male,25,25,39,38,32
2025,30,37,Male,22,29,37,26,34
2026,24,30,Male,27,26,39,29,40
2027,18,34,Male,20,30,49,40,31
2028,35,30,Male,16,27,41,24,30
2029,33,36,Male,19,26,45,39,36
2030,30,37,Male,23,29,31,20,31
2031,36,22,Male,20,21,29,21,29
2032,15,23,Male,16,23,48,31,37
2033,26,33,Male,24,25,40,28,38
2034,29,55,Male,21,26,40,27,30
2035,24,49,Male,25,24,32,40,35
2036,15,24,Male,24,24,19,18,31
2037,31,59,Male,34,9,25,34,36
2038,41,25,Male,29,29,33,37,32
2039,27,33,Male,23,30,33,37,23
2040,40,32,Male,28,24,24,27,27
2041,39,13,Male,26,29,40,26,26
2042,34,23,Male,17,30,34,30,26
2043,27,32,Male,20,29,38,36,25
2044,35,30,Male,20,26,26,29,25
2045,29,38,Male,16,29,44,31,24
2046,33,33,Male,12,23,29,25,23
2047,32,14,Male,28,36,33,35,31
2048,18,32,Male,16,17,35,31,37
2049,34,35,Male,33,21,34,31,34
2050,31,29,Male,30,18,26,31,38
2051,10,33,Male,16,24,38,25,29
2052,33,31,Male,35,20,29,23,35
2053,40,18,Male,31,23,28,36,29
2054,27,22,Male,14,19,38,24,25
2055,17,48,Male,13,22,27,27,33
2056,13,32,Male,16,29,38,23,33
2057,18,43,Male,14,25,46,38,33
2058,31,17,Male,21,29,34,27,20
2059,17,29,Male,18,35,45,41,31
2060,31,17,Male,33,23,46,37,37
2061,18,44,Male,22,33,40,41,35
2062,26,40,Male,22,25,41,35,23
2063,23,37,Male,17,30,39,25,37
2064,11,52,Male,15,25,33,38,40
2065,31,27,Male,29,17,35,34,23
2066,27,36,Male,20,23,31,31,22
2067,26,31,Male,20,34,44,31,32
2068,30,14,Male,24,25,42,36,24
2069,19,21,Male,17,36,39,27,33
2070,22,44,Male,22,32,39,32,32
2071,23,15,Male,22,17,41,31,31
2072,20,45,Male,24,25,31,25,34
2073,27,39,Male,17,26,42,23,29
2074,22,43,Male,22,26,40,28,34
2075,34,39,Male,23,24,33,27,26
2076,20,32,Male,21,20,42,33,33
2077,16,29,Male,13,40,48,32,33
2078,40,14,Male,26,16,47,28,22
2079,20,49,Male,29,30,31,29,40
2080,25,38,Male,16,27,48,43,31
2081,26,15,Male,30,29,35,25,37
2082,19,41,Male,19,32,49,41,31
2083,21,30,Male,28,22,27,30,43
2084,28,39,Male,21,27,37,30,28
2085,28,20,Male,26,29,35,30,27
2086,26,24,Male,13,25,43,30,26
2087,24,24,Male,17,33,42,35,38
2088,23,44,Male,19,21,31,20,29
2089,19,14,Male,18,25,30,23,28
2090,25,45,Male,24,19,30,35,26
2091,32,17,Male,15,28,41,33,22
2092,28,21,Male,20,33,39,26,29
2093,20,46,Male,9,34,33,36,27
2094,13,30,Male,17,25,26,34,28
2095,15,42,Male,26,26,27,27,36
2096,16,27,Male,17,28,34,33,26
2097,28,26,Male,24,26,39,35,25
2098,22,25,Male,21,20,33,26,27
2099,24,46,Male,19,27,32,36,25
2100,27,24,Male,26,26,42,32,33
2101,23,46,Male,14,28,28,27,29
2102,21,40,Male,14,23,44,41,34
2103,36,13,Male,25,30,31,29,28
2104,16,31,Male,23,31,42,40,35
2105,16,45,Male,26,28,34,29,37
2106,29,50,Male,29,19,28,33,41
2107,28,40,Male,28,16,22,34,20
2108,32,21,Male,19,20,35,28,29
2109,33,29,Male,23,24,38,20,27
2110,20,19,Male,22,26,44,32,31
2111,28,47,Male,23,24,34,31,31
2112,17,37,Male,24,29,37,34,30
2113,23,26,Male,18,25,36,24,30
2114,29,33,Male,20,23,37,26,21
2115,23,20,Male,23,22,38,26,30
2116,20,21,Male,18,26,32,30,24
2117,12,30,Male,28,35,33,40,37
2118,19,34,Male,20,26,41,34,40
2119,25,34,Male,26,33,27,31,29
2120,15,39,Male,13,21,35,20,26
2121,21,38,Female,18,33,40,25,29
2122,20,41,Female,22,30,38,37,36
2123,27,23,Female,32,18,35,28,37
2124,21,37,Female,16,30,41,37,29
2125,17,25,Female,40,27,31,30,40
2126,35,14,Female,21,28,35,28,27
2127,21,29,Female,24,33,42,35,37
2128,30,46,Female,21,31,32,32,34
2129,36,35,Female,27,30,32,30,21
2130,14,31,Female,16,30,38,35,32
2131,24,40,Female,27,12,39,25,31
2132,21,14,Female,20,24,39,45,34
2133,18,30,Female,18,27,38,24,32
2134,20,26,Female,18,17,32,30,32
2135,14,48,Female,22,19,35,33,33
2136,23,14,Female,26,32,42,30,30
2137,23,28,Female,20,17,32,30,28
2138,22,42,Female,26,23,26,22,30
2139,19,36,Female,14,29,49,31,33
2140,19,41,Female,35,34,34,33,39
2141,21,38,Female,26,28,43,33,31
2142,40,26,Female,28,33,37,31,29
2143,10,64,Female,14,35,43,39,38
2144,31,48,Female,28,34,41,34,26
