pair,lengthknown,gid,dial,absdial,spectrum,category,score
grp_9,4,0,-84,8.4,Reform <--> Revolution,social,31.34273755674425
grp_9,4,0,63,6.3,Avant garde <--> Old fashioned,social,27.34273755674425
grp_9,4,0,-105,10.5,Beautiful <--> Ugly,qualitative,29.02273755674425
grp_9,4,0,70,7,Hard <--> Soft,quantifiable,37.102737556744245
grp_9,4,0,-91,9.1,Fascinating topic <--> Boring topic,qualitative,15.992737556744249
grp_9,4,0,98,9.8,Best year in history <--> Worst year in history,qualitative,31.422737556744252
grp_9,4,0,84,8.4,Art <--> Not art,social,33.17273755674425
grp_9,4,0,-7,0.7,Terrifying <--> Thrilling,qualitative,20.49273755674425
grp_9,4,0,42,4.2,Elitist <--> Popular,social,16.63273755674425
grp_9,4,0,0,0,Undiscovered Gem <--> Garbage,social,15.19273755674425
grp_9,4,0,-14,1.4,Light <--> Dark,quantifiable,24.20273755674425
grp_9,4,0,-49,4.9,Talented <--> Untalented,qualitative,19.41273755674425
grp_9,4,0,-35,3.5,Large number <--> Small number,quantifiable,28.78273755674425
grp_9,4,0,7,0.7,Long <--> Short,quantifiable,28.71273755674425
grp_9,4,0,28,2.8,Good pizza topping <--> Bad pizza topping,qualitative,26.352737556744252
grp_9,4,0,-56,5.6,High calorie <--> Low calorie,quantifiable,31.20273755674425
grp_9,4,0,-21,2.1,Strong <--> Weak,quantifiable,34.482737556744254
grp_9,4,0,56,5.6,For adults <--> For kids,social,35.53273755674425
