"month","day","hour","cyclists"
"Apr",15,23,5
"Apr",16,0,11
"Apr",16,1,9
"Apr",16,2,0
"Apr",16,3,0
"Apr",16,4,10
"Apr",16,5,17
"Apr",16,6,63
"Apr",16,7,204
"Apr",16,8,150
"Apr",16,9,89
"Apr",16,10,56
"Apr",16,11,64
"Apr",16,12,88
"Apr",16,13,66
"Apr",16,14,93
"Apr",16,15,81
"Apr",16,16,191
"Apr",16,17,154
"Apr",16,18,70
"Apr",16,19,58
"Apr",16,20,35
"Apr",16,21,27
"Apr",16,22,26
"Apr",16,23,4
"Apr",17,0,3
"Apr",17,1,2
"Apr",17,2,0
"Apr",17,3,0
"Apr",17,4,6
"Apr",17,5,17
"Apr",17,6,61
"Apr",17,7,207
"Apr",17,8,114
"Apr",17,9,43
"Apr",17,10,44
"Apr",17,11,63
"Apr",17,12,57
"Apr",17,13,55
"Apr",17,14,64
"Apr",17,15,85
"Apr",17,16,176
"Apr",17,17,126
"Apr",17,18,103
"Apr",17,19,54
"Apr",17,20,49
"Apr",17,21,27
"Apr",17,22,21
"Apr",17,23,6
"Apr",18,0,5
"Apr",18,1,3
"Apr",18,2,0
"Apr",18,3,1
"Apr",18,4,7
"Apr",18,5,16
"Apr",18,6,69
"Apr",18,7,253
"Apr",18,8,142
"Apr",18,9,51
"Apr",18,10,52
"Apr",18,11,50
"Apr",18,12,81
"Apr",18,13,80
"Apr",18,14,84
"Apr",18,15,129
"Apr",18,16,205
"Apr",18,17,166
"Apr",18,18,120
"Apr",18,19,47
"Apr",18,20,30
"Apr",18,21,29
"Apr",18,22,16
"Apr",18,23,11
"Apr",19,0,7
"Apr",19,1,3
"Apr",19,2,4
"Apr",19,3,2
"Apr",19,4,8
"Apr",19,5,13
"Apr",19,6,67
"Apr",19,7,232
"Apr",19,8,105
"Apr",19,9,48
"Apr",19,10,55
"Apr",19,11,45
"Apr",19,12,70
"Apr",19,13,66
"Apr",19,14,61
"Apr",19,15,99
"Apr",19,16,186
"Apr",19,17,146
"Apr",19,18,86
"Apr",19,19,58
"Apr",19,20,51
"Apr",19,21,32
"Apr",19,22,24
"Apr",19,23,16
"Apr",20,0,1
"Apr",20,1,1
"Apr",20,2,5
"Apr",20,3,2
"Apr",20,4,9
"Apr",20,5,14
"Apr",20,6,52
"Apr",20,7,200
"Apr",20,8,92
"Apr",20,9,53
"Apr",20,10,64
"Apr",20,11,64
"Apr",20,12,67
"Apr",20,13,60
"Apr",20,14,73
"Apr",20,15,95
"Apr",20,16,187
"Apr",20,17,115
"Apr",20,18,86
"Apr",20,19,50
"Apr",20,20,38
"Apr",20,21,32
"Apr",20,22,32
"Apr",20,23,18
"Apr",21,0,11
"Apr",21,1,9
"Apr",21,2,3
"Apr",21,3,3
"Apr",21,4,3
"Apr",21,5,5
"Apr",21,6,13
"Apr",21,7,33
"Apr",21,8,53
"Apr",21,9,49
"Apr",21,10,56
"Apr",21,11,63
"Apr",21,12,65
"Apr",21,13,73
"Apr",21,14,68
"Apr",21,15,75
"Apr",21,16,56
"Apr",21,17,44
"Apr",21,18,40
"Apr",21,19,28
"Apr",21,20,22
"Apr",21,21,19
"Apr",21,22,32
"Apr",21,23,18
"Apr",22,0,15
"Apr",22,1,11
"Apr",22,2,13
"Apr",22,3,3
"Apr",22,4,0
"Apr",22,5,3
"Apr",22,6,15
"Apr",22,7,20
"Apr",22,8,49
"Apr",22,9,60
"Apr",22,10,53
"Apr",22,11,57
"Apr",22,12,55
"Apr",22,13,72
"Apr",22,14,124
"Apr",22,15,85
"Apr",22,16,100
"Apr",22,17,67
"Apr",22,18,55
"Apr",22,19,38
"Apr",22,20,36
"Apr",22,21,12
"Apr",22,22,16
"Apr",22,23,11
"Apr",23,0,7
"Apr",23,1,9
"Apr",23,2,3
"Apr",23,3,0
"Apr",23,4,8
"Apr",23,5,16
"Apr",23,6,86
"Apr",23,7,226
"Apr",23,8,162
"Apr",23,9,86
"Apr",23,10,76
"Apr",23,11,68
"Apr",23,12,82
"Apr",23,13,74
"Apr",23,14,82
"Apr",23,15,127
"Apr",23,16,224
"Apr",23,17,193
"Apr",23,18,77
"Apr",23,19,60
"Apr",23,20,56
"Apr",23,21,23
"Apr",23,22,19
"Apr",23,23,12
"Apr",24,0,5
"Apr",24,1,1
"Apr",24,2,5
"Apr",24,3,2
"Apr",24,4,6
"Apr",24,5,13
"Apr",24,6,85
"Apr",24,7,273
"Apr",24,8,122
"Apr",24,9,54
"Apr",24,10,51
"Apr",24,11,54
"Apr",24,12,75
"Apr",24,13,51
"Apr",24,14,95
"Apr",24,15,115
"Apr",24,16,224
"Apr",24,17,154
"Apr",24,18,88
"Apr",24,19,47
"Apr",24,20,43
"Apr",24,21,26
"Apr",24,22,26
"Apr",24,23,8
"Apr",25,0,8
"Apr",25,1,4
"Apr",25,2,0
"Apr",25,3,2
"Apr",25,4,5
"Apr",25,5,17
"Apr",25,6,67
"Apr",25,7,239
"Apr",25,8,137
"Apr",25,9,59
"Apr",25,10,67
"Apr",25,11,66
"Apr",25,12,75
"Apr",25,13,60
"Apr",25,14,63
"Apr",25,15,86
"Apr",25,16,160
"Apr",25,17,155
"Apr",25,18,78
"Apr",25,19,48
"Apr",25,20,38
"Apr",25,21,32
"Apr",25,22,32
"Apr",25,23,15
"Apr",26,0,1
"Apr",26,1,6
"Apr",26,2,4
"Apr",26,3,1
"Apr",26,4,4
"Apr",26,5,16
"Apr",26,6,48
"Apr",26,7,198
"Apr",26,8,129
"Apr",26,9,62
"Apr",26,10,65
"Apr",26,11,71
"Apr",26,12,75
"Apr",26,13,51
"Apr",26,14,73
"Apr",26,15,92
"Apr",26,16,134
"Apr",26,17,144
"Apr",26,18,80
"Apr",26,19,39
"Apr",26,20,40
"Apr",26,21,23
"Apr",26,22,32
"Apr",26,23,12
"Apr",27,0,15
"Apr",27,1,9
"Apr",27,2,3
"Apr",27,3,0
"Apr",27,4,12
"Apr",27,5,21
"Apr",27,6,58
"Apr",27,7,229
"Apr",27,8,132
"Apr",27,9,67
"Apr",27,10,72
"Apr",27,11,85
"Apr",27,12,105
"Apr",27,13,77
"Apr",27,14,116
"Apr",27,15,100
"Apr",27,16,189
"Apr",27,17,108
"Apr",27,18,71
"Apr",27,19,51
"Apr",27,20,38
"Apr",27,21,30
"Apr",27,22,14
"Apr",27,23,23
"Apr",28,0,14
"Apr",28,1,7
"Apr",28,2,6
"Apr",28,3,5
"Apr",28,4,5
"Apr",28,5,7
"Apr",28,6,11
"Apr",28,7,33
"Apr",28,8,73
"Apr",28,9,72
"Apr",28,10,78
"Apr",28,11,88
"Apr",28,12,175
"Apr",28,13,422
"Apr",28,14,804
"Apr",28,15,156
"Apr",28,16,106
"Apr",28,17,78
"Apr",28,18,54
"Apr",28,19,57
"Apr",28,20,17
"Apr",28,21,31
"Apr",28,22,32
"Apr",28,23,18
"Apr",29,0,18
"Apr",29,1,13
"Apr",29,2,16
"Apr",29,3,4
"Apr",29,4,6
"Apr",29,5,2
"Apr",29,6,10
"Apr",29,7,23
"Apr",29,8,42
"Apr",29,9,42
"Apr",29,10,35
"Apr",29,11,49
"Apr",29,12,63
"Apr",29,13,60
"Apr",29,14,63
"Apr",29,15,51
"Apr",29,16,75
"Apr",29,17,55
"Apr",29,18,25
"Apr",29,19,37
"Apr",29,20,22
"Apr",29,21,24
"Apr",29,22,12
"Apr",29,23,7
"Apr",30,0,5
"Apr",30,1,2
"Apr",30,2,1
"Apr",30,3,1
"Apr",30,4,7
"Apr",30,5,13
"Apr",30,6,59
"Apr",30,7,170
"Apr",30,8,118
"Apr",30,9,46
"Apr",30,10,50
"Apr",30,11,50
"Apr",30,12,52
"Apr",30,13,55
"Apr",30,14,82
"Apr",30,15,87
"Apr",30,16,158
"Apr",30,17,130
"Apr",30,18,86
"Apr",30,19,68
"Apr",30,20,40
"Apr",30,21,33
"Apr",30,22,9
"Apr",30,23,14
"May",1,0,9
"May",1,1,7
"May",1,2,5
"May",1,3,0
"May",1,4,12
"May",1,5,18
"May",1,6,67
"May",1,7,243
"May",1,8,161
"May",1,9,67
"May",1,10,62
"May",1,11,64
"May",1,12,81
"May",1,13,79
"May",1,14,94
"May",1,15,130
"May",1,16,233
"May",1,17,144
"May",1,18,104
"May",1,19,83
"May",1,20,48
"May",1,21,50
"May",1,22,22
"May",1,23,5
"May",2,0,5
"May",2,1,5
"May",2,2,2
"May",2,3,3
"May",2,4,7
"May",2,5,24
"May",2,6,75
"May",2,7,245
"May",2,8,161
"May",2,9,56
"May",2,10,62
"May",2,11,58
"May",2,12,87
"May",2,13,79
"May",2,14,105
"May",2,15,121
"May",2,16,232
"May",2,17,162
"May",2,18,95
"May",2,19,66
"May",2,20,47
"May",2,21,31
"May",2,22,34
"May",2,23,15
"May",3,0,5
"May",3,1,2
"May",3,2,3
"May",3,3,1
"May",3,4,9
"May",3,5,24
"May",3,6,78
"May",3,7,242
"May",3,8,148
"May",3,9,61
"May",3,10,74
"May",3,11,82
"May",3,12,115
"May",3,13,106
"May",3,14,106
"May",3,15,144
"May",3,16,227
"May",3,17,175
"May",3,18,100
"May",3,19,72
"May",3,20,60
"May",3,21,27
"May",3,22,24
"May",3,23,15
"May",4,0,8
"May",4,1,3
"May",4,2,1
"May",4,3,0
"May",4,4,7
"May",4,5,21
"May",4,6,61
"May",4,7,196
"May",4,8,163
"May",4,9,63
"May",4,10,111
"May",4,11,71
"May",4,12,82
"May",4,13,75
"May",4,14,106
"May",4,15,104
"May",4,16,146
"May",4,17,133
"May",4,18,65
"May",4,19,49
"May",4,20,36
"May",4,21,24
"May",4,22,24
"May",4,23,25
"May",5,0,13
"May",5,1,5
"May",5,2,10
"May",5,3,4
"May",5,4,3
"May",5,5,5
"May",5,6,12
"May",5,7,35
"May",5,8,56
"May",5,9,71
"May",5,10,92
"May",5,11,80
"May",5,12,88
"May",5,13,95
"May",5,14,90
"May",5,15,107
"May",5,16,74
"May",5,17,56
"May",5,18,56
"May",5,19,43
"May",5,20,28
"May",5,21,27
"May",5,22,20
"May",5,23,14
"May",6,0,11
"May",6,1,5
"May",6,2,6
"May",6,3,3
"May",6,4,3
"May",6,5,8
"May",6,6,11
"May",6,7,20
"May",6,8,30
"May",6,9,60
"May",6,10,40
"May",6,11,43
"May",6,12,59
"May",6,13,45
"May",6,14,73
"May",6,15,46
"May",6,16,59
"May",6,17,37
"May",6,18,30
"May",6,19,40
"May",6,20,19
"May",6,21,27
"May",6,22,13
"May",6,23,15
"May",7,0,3
"May",7,1,2
"May",7,2,7
"May",7,3,0
"May",7,4,9
"May",7,5,15
"May",7,6,27
"May",7,7,160
"May",7,8,123
"May",7,9,59
"May",7,10,73
"May",7,11,73
"May",7,12,82
"May",7,13,62
"May",7,14,84
"May",7,15,99
"May",7,16,150
"May",7,17,99
"May",7,18,68
"May",7,19,38
"May",7,20,33
"May",7,21,31
"May",7,22,14
"May",7,23,2
"May",8,0,5
"May",8,1,3
"May",8,2,11
"May",8,3,1
"May",8,4,9
"May",8,5,21
"May",8,6,85
"May",8,7,255
"May",8,8,171
"May",8,9,74
"May",8,10,72
"May",8,11,87
"May",8,12,81
"May",8,13,89
"May",8,14,99
"May",8,15,128
"May",8,16,230
"May",8,17,175
"May",8,18,104
"May",8,19,62
"May",8,20,46
"May",8,21,35
"May",8,22,33
"May",8,23,11
"May",9,0,8
"May",9,1,5
"May",9,2,1
"May",9,3,0
"May",9,4,4
"May",9,5,22
"May",9,6,71
"May",9,7,296
"May",9,8,159
"May",9,9,83
"May",9,10,80
"May",9,11,86
"May",9,12,97
"May",9,13,102
"May",9,14,102
"May",9,15,129
"May",9,16,222
"May",9,17,139
"May",9,18,132
"May",9,19,74
"May",9,20,42
"May",9,21,37
"May",9,22,21
"May",9,23,14
"May",10,0,5
"May",10,1,5
"May",10,2,1
"May",10,3,1
"May",10,4,5
"May",10,5,14
"May",10,6,52
"May",10,7,177
"May",10,8,111
"May",10,9,56
"May",10,10,50
"May",10,11,35
"May",10,12,41
"May",10,13,44
"May",10,14,55
"May",10,15,70
"May",10,16,135
"May",10,17,106
"May",10,18,54
"May",10,19,33
"May",10,20,21
"May",10,21,15
"May",10,22,20
"May",10,23,10
"May",11,0,1
"May",11,1,3
"May",11,2,2
"May",11,3,2
"May",11,4,10
"May",11,5,17
"May",11,6,57
"May",11,7,179
"May",11,8,139
"May",11,9,60
"May",11,10,62
"May",11,11,62
"May",11,12,62
"May",11,13,61
"May",11,14,78
"May",11,15,85
"May",11,16,140
"May",11,17,90
"May",11,18,47
"May",11,19,38
"May",11,20,32
"May",11,21,29
"May",11,22,11
"May",11,23,19
"May",12,0,13
"May",12,1,8
"May",12,2,11
"May",12,3,2
"May",12,4,2
"May",12,5,7
"May",12,6,17
"May",12,7,42
"May",12,8,63
"May",12,9,75
"May",12,10,70
"May",12,11,96
"May",12,12,73
"May",12,13,65
"May",12,14,89
"May",12,15,103
"May",12,16,98
"May",12,17,62
"May",12,18,50
"May",12,19,33
"May",12,20,31
"May",12,21,22
"May",12,22,13
"May",12,23,17
"May",13,0,6
"May",13,1,6
"May",13,2,6
"May",13,3,4
"May",13,4,6
"May",13,5,4
"May",13,6,7
"May",13,7,13
"May",13,8,37
"May",13,9,49
"May",13,10,36
"May",13,11,43
"May",13,12,32
"May",13,13,22
"May",13,14,29
"May",13,15,44
"May",13,16,33
"May",13,17,24
"May",13,18,23
"May",13,19,15
"May",13,20,20
"May",13,21,14
"May",13,22,15
"May",13,23,5
"May",14,0,6
"May",14,1,0
"May",14,2,0
"May",14,3,0
"May",14,4,6
"May",14,5,14
"May",14,6,79
"May",14,7,221
"May",14,8,157
"May",14,9,69
"May",14,10,55
"May",14,11,57
"May",14,12,55
"May",14,13,80
"May",14,14,78
"May",14,15,115
"May",14,16,191
"May",14,17,165
"May",14,18,94
"May",14,19,64
"May",14,20,51
"May",14,21,28
"May",14,22,18
"May",14,23,16
"May",15,0,2
"May",15,1,2
"May",15,2,2
"May",15,3,0
"May",15,4,6
"May",15,5,27
"May",15,6,89
"May",15,7,242
"May",15,8,153
"May",15,9,63
"May",15,10,68
"May",15,11,65
"May",15,12,69
"May",15,13,76
"May",15,14,100
"May",15,15,117
"May",15,16,209
"May",15,17,178
"May",15,18,87
"May",15,19,46
"May",15,20,54
"May",15,21,27
"May",15,22,27
"May",15,23,5
"May",16,0,7
"May",16,1,6
"May",16,2,4
"May",16,3,0
"May",16,4,4
"May",16,5,23
"May",16,6,70
"May",16,7,258
"May",16,8,147
"May",16,9,68
"May",16,10,77
"May",16,11,83
"May",16,12,77
"May",16,13,74
"May",16,14,94
"May",16,15,137
"May",16,16,219
"May",16,17,144
"May",16,18,100
"May",16,19,49
"May",16,20,49
"May",16,21,22
"May",16,22,25
"May",16,23,11
"May",17,0,8
"May",17,1,2
"May",17,2,3
"May",17,3,2
"May",17,4,5
"May",17,5,17
"May",17,6,52
"May",17,7,210
"May",17,8,111
"May",17,9,60
"May",17,10,42
"May",17,11,53
"May",17,12,54
"May",17,13,56
"May",17,14,71
"May",17,15,66
"May",17,16,163
"May",17,17,126
"May",17,18,66
"May",17,19,41
"May",17,20,13
"May",17,21,14
"May",17,22,20
"May",17,23,10
"May",18,0,10
"May",18,1,2
"May",18,2,1
"May",18,3,2
"May",18,4,5
"May",18,5,20
"May",18,6,46
"May",18,7,118
"May",18,8,87
"May",18,9,54
"May",18,10,60
"May",18,11,54
"May",18,12,46
"May",18,13,56
"May",18,14,56
"May",18,15,70
"May",18,16,79
"May",18,17,85
"May",18,18,46
"May",18,19,30
"May",18,20,16
"May",18,21,20
"May",18,22,20
"May",18,23,11
"May",19,0,14
"May",19,1,3
"May",19,2,2
"May",19,3,1
"May",19,4,2
"May",19,5,8
"May",19,6,11
"May",19,7,33
"May",19,8,46
"May",19,9,52
"May",19,10,69
"May",19,11,66
"May",19,12,55
"May",19,13,73
"May",19,14,57
"May",19,15,59
"May",19,16,70
"May",19,17,50
"May",19,18,47
"May",19,19,35
"May",19,20,25
"May",19,21,34
"May",19,22,17
"May",19,23,21
"May",20,0,20
"May",20,1,3
"May",20,2,7
"May",20,3,2
"May",20,4,3
"May",20,5,7
"May",20,6,7
"May",20,7,30
"May",20,8,39
"May",20,9,51
"May",20,10,60
"May",20,11,72
"May",20,12,83
"May",20,13,79
"May",20,14,77
"May",20,15,90
"May",20,16,88
"May",20,17,71
"May",20,18,47
"May",20,19,40
"May",20,20,27
"May",20,21,24
"May",20,22,11
"May",20,23,7
"May",21,0,9
"May",21,1,2
"May",21,2,3
"May",21,3,0
"May",21,4,6
"May",21,5,21
"May",21,6,67
"May",21,7,215
"May",21,8,139
"May",21,9,68
"May",21,10,69
"May",21,11,65
"May",21,12,85
"May",21,13,102
"May",21,14,104
"May",21,15,133
"May",21,16,216
"May",21,17,201
"May",21,18,131
"May",21,19,64
"May",21,20,52
"May",21,21,36
"May",21,22,21
"May",21,23,12
"May",22,0,8
"May",22,1,4
"May",22,2,3
"May",22,3,1
"May",22,4,5
"May",22,5,23
"May",22,6,77
"May",22,7,216
"May",22,8,112
"May",22,9,67
"May",22,10,89
"May",22,11,106
"May",22,12,95
"May",22,13,102
"May",22,14,120
"May",22,15,153
"May",22,16,262
"May",22,17,201
"May",22,18,123
"May",22,19,99
"May",22,20,68
"May",22,21,28
"May",22,22,28
"May",22,23,13
"May",23,0,4
"May",23,1,2
"May",23,2,5
"May",23,3,0
"May",23,4,7
"May",23,5,19
"May",23,6,76
"May",23,7,260
"May",23,8,181
"May",23,11,76
"May",23,12,104
"May",23,13,103
"May",23,14,120
"May",23,15,135
"May",23,16,185
"May",23,17,308
"May",23,18,215
"May",23,19,132
"May",23,20,78
"May",23,21,78
"May",23,22,42
"May",23,23,27
"May",24,0,20
"May",24,1,5
"May",24,2,4
"May",24,3,3
"May",24,4,1
"May",24,5,5
"May",24,6,17
"May",24,7,98
"May",24,8,287
"May",24,9,173
"May",24,10,65
"May",24,11,87
"May",24,12,89
"May",24,13,85
"May",24,14,116
"May",24,15,154
"May",24,16,165
"May",24,17,275
"May",24,18,203
"May",24,19,144
"May",24,20,85
"May",24,21,72
"May",24,22,45
"May",24,23,27
"May",25,0,16
"May",25,1,8
"May",25,2,9
"May",25,3,3
"May",25,4,1
"May",25,5,4
"May",25,6,20
"May",25,7,61
"May",25,8,214
"May",25,9,118
"May",25,10,71
"May",25,11,86
"May",25,12,78
"May",25,13,128
"May",25,14,136
"May",25,15,142
"May",25,16,158
"May",25,17,269
"May",25,18,145
"May",25,19,95
"May",25,20,84
"May",25,21,87
"May",25,22,40
"May",25,23,31
"May",26,0,19
"May",26,1,11
"May",26,2,12
"May",26,3,16
"May",26,4,9
"May",26,5,4
"May",26,6,8
"May",26,7,17
"May",26,8,40
"May",26,9,50
"May",26,10,70
"May",26,11,92
"May",26,12,113
"May",26,13,111
"May",26,14,118
"May",26,15,101
"May",26,16,127
"May",26,17,141
"May",26,18,79
"May",26,19,65
"May",26,20,65
"May",26,21,40
"May",26,22,21
"May",26,23,29
"May",27,0,16
"May",27,1,13
"May",27,2,8
"May",27,3,5
"May",27,4,4
"May",27,5,4
"May",27,6,4
"May",27,7,15
"May",27,8,26
"May",27,9,41
"May",27,10,65
"May",27,11,73
"May",27,12,70
"May",27,13,66
"May",27,14,76
"May",27,15,129
"May",27,16,103
"May",27,17,106
"May",27,18,107
"May",27,19,78
"May",27,20,62
"May",27,21,48
"May",27,22,17
"May",27,23,16
"May",28,0,17
"May",28,1,7
"May",28,2,2
"May",28,3,3
"May",28,4,1
"May",28,5,11
"May",28,6,24
"May",28,7,99
"May",28,8,273
"May",28,9,159
"May",28,10,93
"May",28,11,71
"May",28,12,82
"May",28,13,102
"May",28,14,105
"May",28,15,128
"May",28,16,160
"May",28,17,269
"May",28,18,168
"May",28,19,97
"May",28,20,64
"May",28,21,43
"May",28,22,26
"May",28,23,18
"May",29,0,8
"May",29,1,2
"May",29,2,1
"May",29,3,0
"May",29,4,1
"May",29,5,4
"May",29,6,16
"May",29,7,79
"May",29,8,239
"May",29,9,144
"May",29,10,80
"May",29,11,55
"May",29,12,76
"May",29,13,92
"May",29,14,69
"May",29,15,88
"May",29,16,109
"May",29,17,211
"May",29,18,185
"May",29,19,90
"May",29,20,57
"May",29,21,50
"May",29,22,33
"May",29,23,24
"May",30,0,5
"May",30,1,7
"May",30,2,2
"May",30,3,4
"May",30,4,0
"May",30,5,5
"May",30,6,23
"May",30,7,79
"May",30,8,253
"May",30,9,124
"May",30,10,66
"May",30,11,43
"May",30,12,88
"May",30,13,79
"May",30,14,67
"May",30,15,91
"May",30,16,117
"May",30,17,212
"May",30,18,156
"May",30,19,102
"May",30,20,51
"May",30,21,48
"May",30,22,31
"May",30,23,17
"May",31,0,24
"May",31,1,7
"May",31,2,4
"May",31,3,4
"May",31,4,4
"May",31,5,8
"May",31,6,12
"May",31,7,51
"May",31,8,197
"May",31,9,107
"May",31,10,32
"May",31,11,23
"May",31,12,33
"May",31,13,45
"May",31,14,46
"May",31,15,64
"May",31,16,78
"May",31,17,162
"May",31,18,124
"May",31,19,55
"May",31,20,36
"May",31,21,40
"May",31,22,25
"May",31,23,14
"Jun",1,0,10
"Jun",1,1,3
"Jun",1,2,2
"Jun",1,3,2
"Jun",1,4,3
"Jun",1,5,10
"Jun",1,6,16
"Jun",1,7,77
"Jun",1,8,217
"Jun",1,9,149
"Jun",1,10,50
"Jun",1,11,76
"Jun",1,12,80
"Jun",1,13,87
"Jun",1,14,66
"Jun",1,15,98
"Jun",1,16,143
"Jun",1,17,187
"Jun",1,18,138
"Jun",1,19,93
"Jun",1,20,50
"Jun",1,21,44
"Jun",1,22,25
"Jun",1,23,20
"Jun",2,0,21
"Jun",2,1,14
"Jun",2,2,11
"Jun",2,3,5
"Jun",2,4,0
"Jun",2,5,4
"Jun",2,6,9
"Jun",2,7,27
"Jun",2,8,35
"Jun",2,9,50
"Jun",2,10,46
"Jun",2,11,65
"Jun",2,12,64
"Jun",2,13,62
"Jun",2,14,70
"Jun",2,15,68
"Jun",2,16,78
"Jun",2,17,81
"Jun",2,18,64
"Jun",2,19,39
"Jun",2,20,22
"Jun",2,21,41
"Jun",2,22,22
"Jun",2,23,15
"Jun",3,0,13
"Jun",3,1,7
"Jun",3,2,4
"Jun",3,3,6
"Jun",3,4,2
"Jun",3,5,1
"Jun",3,6,6
"Jun",3,7,4
"Jun",3,8,9
"Jun",3,9,29
"Jun",3,10,35
"Jun",3,11,33
"Jun",3,12,51
"Jun",3,13,87
"Jun",3,14,62
"Jun",3,15,83
"Jun",3,16,106
"Jun",3,17,103
"Jun",3,18,63
"Jun",3,19,54
"Jun",3,20,45
"Jun",3,21,29
"Jun",3,22,23
"Jun",3,23,17
"Jun",4,0,11
"Jun",4,1,1
"Jun",4,2,5
"Jun",4,3,4
"Jun",4,4,2
"Jun",4,5,5
"Jun",4,6,7
"Jun",4,7,51
"Jun",4,8,139
"Jun",4,9,108
"Jun",4,10,67
"Jun",4,11,71
"Jun",4,12,82
"Jun",4,13,71
"Jun",4,14,76
"Jun",4,15,87
"Jun",4,16,109
"Jun",4,17,157
"Jun",4,18,120
"Jun",4,19,69
"Jun",4,20,51
"Jun",4,21,44
"Jun",4,22,29
"Jun",4,23,19
"Jun",5,0,15
"Jun",5,1,14
"Jun",5,2,5
"Jun",5,3,1
"Jun",5,4,1
"Jun",5,5,4
"Jun",5,6,7
"Jun",5,7,31
"Jun",5,8,77
"Jun",5,9,59
"Jun",5,10,56
"Jun",5,11,71
"Jun",5,12,61
"Jun",5,13,96
"Jun",5,14,81
"Jun",5,15,75
"Jun",5,16,83
"Jun",5,17,112
"Jun",5,18,80
"Jun",5,19,57
"Jun",5,20,37
"Jun",5,21,29
"Jun",5,22,15
"Jun",5,23,23
"Jun",6,0,6
"Jun",6,1,7
"Jun",6,2,1
"Jun",6,3,3
"Jun",6,4,1
"Jun",6,5,7
"Jun",6,6,23
"Jun",6,7,52
"Jun",6,8,233
"Jun",6,9,113
"Jun",6,10,52
"Jun",6,11,57
"Jun",6,12,62
"Jun",6,13,66
"Jun",6,14,61
"Jun",6,15,81
"Jun",6,16,95
"Jun",6,17,181
"Jun",6,18,140
"Jun",6,19,73
"Jun",6,20,49
"Jun",6,21,42
"Jun",6,22,33
"Jun",6,23,22
"Jun",7,0,10
"Jun",7,1,2
"Jun",7,2,3
"Jun",7,3,8
"Jun",7,4,1
"Jun",7,5,5
"Jun",7,6,22
"Jun",7,7,78
"Jun",7,8,247
"Jun",7,9,128
"Jun",7,10,63
"Jun",7,11,54
"Jun",7,12,47
"Jun",7,13,74
"Jun",7,14,63
"Jun",7,15,92
"Jun",7,16,97
"Jun",7,17,184
"Jun",7,18,136
"Jun",7,19,71
"Jun",7,20,40
"Jun",7,21,51
"Jun",7,22,35
"Jun",7,23,10
"Jun",8,0,9
"Jun",8,1,8
"Jun",8,2,1
"Jun",8,3,3
"Jun",8,4,1
"Jun",8,5,2
"Jun",8,6,27
"Jun",8,7,48
"Jun",8,8,193
"Jun",8,9,117
"Jun",8,10,77
"Jun",8,11,68
"Jun",8,12,51
"Jun",8,13,85
"Jun",8,14,59
"Jun",8,15,69
"Jun",8,16,113
"Jun",8,17,136
"Jun",8,18,97
"Jun",8,19,66
"Jun",8,20,38
"Jun",8,21,23
"Jun",8,22,24
"Jun",8,23,16
"Jun",9,0,11
"Jun",9,1,15
"Jun",9,2,4
"Jun",9,3,8
"Jun",9,4,5
"Jun",9,5,1
"Jun",9,6,3
"Jun",9,7,15
"Jun",9,8,35
"Jun",9,9,49
"Jun",9,10,95
"Jun",9,11,63
"Jun",9,12,79
"Jun",9,13,72
"Jun",9,14,93
"Jun",9,15,89
"Jun",9,16,93
"Jun",9,17,81
"Jun",9,18,59
"Jun",9,19,47
"Jun",9,20,15
"Jun",9,21,32
"Jun",9,22,15
"Jun",9,23,22
"Jun",10,0,13
"Jun",10,1,5
"Jun",10,2,13
"Jun",10,3,8
"Jun",10,4,3
"Jun",10,5,0
"Jun",10,6,8
"Jun",10,7,14
"Jun",10,8,11
"Jun",10,9,35
"Jun",10,10,37
"Jun",10,11,44
"Jun",10,12,44
"Jun",10,13,44
"Jun",10,14,68
"Jun",10,15,57
"Jun",10,16,72
"Jun",10,17,56
"Jun",10,18,57
"Jun",10,19,28
"Jun",10,20,20
"Jun",10,21,25
"Jun",10,22,20
"Jun",10,23,8
"Jun",11,0,11
"Jun",11,1,1
"Jun",11,2,2
"Jun",11,3,3
"Jun",11,4,0
"Jun",11,5,5
"Jun",11,6,23
"Jun",11,7,81
"Jun",11,8,256
"Jun",11,9,128
"Jun",11,10,67
"Jun",11,11,61
"Jun",11,12,66
"Jun",11,13,75
"Jun",11,14,72
"Jun",11,15,97
"Jun",11,16,115
"Jun",11,17,220
"Jun",11,18,123
"Jun",11,19,96
"Jun",11,20,62
"Jun",11,21,42
"Jun",11,22,31
"Jun",11,23,23
"Jun",12,0,10
"Jun",12,1,9
"Jun",12,2,9
"Jun",12,3,4
"Jun",12,4,1
"Jun",12,5,4
"Jun",12,6,31
"Jun",12,7,92
"Jun",12,8,242
"Jun",12,9,137
"Jun",12,10,65
"Jun",12,11,59
"Jun",12,12,70
"Jun",12,13,85
"Jun",12,14,67
"Jun",12,15,112
"Jun",12,16,103
"Jun",12,17,237
"Jun",12,18,150
"Jun",12,19,89
"Jun",12,20,87
"Jun",12,21,33
"Jun",12,22,41
"Jun",12,23,24
"Jun",13,0,11
"Jun",13,1,7
"Jun",13,2,1
"Jun",13,3,3
"Jun",13,4,0
"Jun",13,5,5
"Jun",13,6,31
"Jun",13,7,80
"Jun",13,8,239
"Jun",13,9,148
"Jun",13,10,62
"Jun",13,11,91
"Jun",13,12,57
"Jun",13,13,84
"Jun",13,14,68
