apeID,age,species,HiP,timepoint
Nicole,25,orangutan,11.08,5
Nicole,28,orangutan,10.6,6
Nicole,31,orangutan,12.04,7
Nicole,34,orangutan,12.28,8
Nicole,37,orangutan,11.56,9
Nicole,40,orangutan,11.8,10
Liah Shardai,13,orangutan,10.84,1
Liah Shardai,16,orangutan,12.28,2
Liah Shardai,19,orangutan,9.16,3
Liah Shardai,22,orangutan,10.84,4
Liah Shardai,25,orangutan,9.64,5
Liah Shardai,28,orangutan,9.88,6
Liah Shardai,31,orangutan,10.84,7
Liah Shardai,34,orangutan,9.88,8
Liah Shardai,37,orangutan,10.36,9
Liah Shardai,40,orangutan,11.08,10
Najma,13,orangutan,8.44,1
Najma,16,orangutan,9.64,2
Najma,19,orangutan,7.96,3
Najma,22,orangutan,6.04,4
Najma,25,orangutan,6.28,5
Najma,28,orangutan,7.72,6
Najma,31,orangutan,7,7
Najma,34,orangutan,4.6,8
Najma,37,orangutan,8.92,9
Najma,40,orangutan,8.44,10
Zaghlool,13,chimp,6.04,1
Zaghlool,16,chimp,5.56,2
Zaghlool,19,chimp,4.6,3
Zaghlool,22,chimp,5.08,4
Zaghlool,25,chimp,5.08,5
Zaghlool,28,chimp,5.08,6
Zaghlool,31,chimp,5.08,7
Zaghlool,34,chimp,6.04,8
Zaghlool,37,chimp,4.84,9
Zaghlool,40,chimp,4.6,10
Sierra,13,orangutan,9.88,1
Sierra,16,orangutan,9.4,2
Sierra,19,orangutan,11.32,3
Sierra,22,orangutan,8.44,4
Sierra,25,orangutan,10.84,5
Sierra,28,orangutan,9.16,6
Sierra,31,orangutan,10.36,7
Sierra,34,orangutan,8.92,8
Sierra,37,orangutan,10.12,9
Sierra,40,orangutan,7.72,10
Damien,13,chimp,11.8,1
Damien,16,chimp,9.64,2
Damien,19,chimp,9.88,3
Damien,22,chimp,8.2,4
Damien,25,chimp,8.68,5
Damien,28,chimp,7.96,6
Damien,31,chimp,11.08,7
Damien,34,chimp,10.6,8
Damien,37,chimp,10.36,9
Damien,40,chimp,10.6,10
Aadila,13,orangutan,5.08,1
Aadila,16,orangutan,6.52,2
Aadila,19,orangutan,5.56,3
Aadila,22,orangutan,5.32,4
Aadila,25,orangutan,5.56,5
Aadila,28,orangutan,5.56,6
Aadila,31,orangutan,5.8,7
Aadila,34,orangutan,5.08,8
Aadila,37,orangutan,5.8,9
Aadila,40,orangutan,6.76,10
Alexandra,13,orangutan,6.52,1
Alexandra,16,orangutan,6.04,2
Alexandra,19,orangutan,7.96,3
Alexandra,22,orangutan,7.24,4
Alexandra,25,orangutan,7.48,5
Alexandra,28,orangutan,5.8,6
Alexandra,31,orangutan,6.76,7
Alexandra,34,orangutan,6.04,8
Alexandra,37,orangutan,5.56,9
Alexandra,40,orangutan,5.8,10
Maeve,13,chimp,9.88,1
Maeve,16,chimp,11.32,2
Maeve,19,chimp,10.6,3
Maeve,22,chimp,10.84,4
Maeve,25,chimp,9.64,5
Maeve,28,chimp,10.84,6
Maeve,31,chimp,10.36,7
Maeve,34,chimp,9.64,8
Maeve,37,chimp,10.84,9
Maeve,40,chimp,10.12,10
Aimee,13,orangutan,8.92,1
Aimee,16,orangutan,9.4,2
Aimee,19,orangutan,9.16,3
Aimee,22,orangutan,11.08,4
Aimee,25,orangutan,10.36,5
Aimee,28,orangutan,10.12,6
Aimee,31,orangutan,10.12,7
Aimee,34,orangutan,9.64,8
Aimee,37,orangutan,10.12,9
Aimee,40,orangutan,10.12,10
Savannah,13,chimp,8.92,1
Savannah,16,chimp,6.04,2
Savannah,19,chimp,7.48,3
Savannah,22,chimp,5.32,4
Savannah,25,chimp,6.76,5
Savannah,28,chimp,8.68,6
Savannah,31,chimp,7,7
Savannah,34,chimp,7.24,8
Savannah,37,chimp,7.72,9
Savannah,40,chimp,6.52,10
Keith,13,orangutan,9.64,1
Keith,16,orangutan,6.04,2
Keith,19,orangutan,8.44,3
Keith,22,orangutan,9.4,4
Keith,25,orangutan,10.12,5
Keith,28,orangutan,8.92,6
Keith,31,orangutan,10.36,7
Keith,34,orangutan,9.16,8
Keith,37,orangutan,9.16,9
Keith,40,orangutan,10.12,10
Urwa,13,chimp,7.48,1
Urwa,16,chimp,7.48,2
Urwa,19,chimp,8.68,3
Urwa,22,chimp,9.64,4
Urwa,25,chimp,10.36,5
Urwa,28,chimp,6.52,6
Urwa,31,chimp,9.4,7
Urwa,34,chimp,7.96,8
Urwa,37,chimp,8.68,9
Urwa,40,chimp,7.96,10
Irma,13,orangutan,11.8,1
Irma,16,orangutan,9.64,2
Irma,19,orangutan,9.88,3
Irma,22,orangutan,8.68,4
Irma,25,orangutan,7.96,5
Irma,28,orangutan,9.16,6
Irma,31,orangutan,9.88,7
Irma,34,orangutan,8.68,8
Irma,37,orangutan,10.36,9
Irma,40,orangutan,10.84,10
Una,13,chimp,11.8,1
Una,16,chimp,9.88,2
Una,19,chimp,11.32,3
Una,22,chimp,8.44,4
Una,25,chimp,10.12,5
Una,28,chimp,10.12,6
Una,31,chimp,10.84,7
Una,34,chimp,9.64,8
Una,37,chimp,11.08,9
Una,40,chimp,12.28,10
Luis,13,chimp,5.56,1
Luis,16,chimp,5.56,2
Luis,19,chimp,7.72,3
Luis,22,chimp,6.28,4
Luis,25,chimp,6.52,5
Luis,28,chimp,6.52,6
Luis,31,chimp,4.36,7
Luis,34,chimp,8.2,8
Luis,37,chimp,9.16,9
Luis,40,chimp,8.92,10
Jemima,13,chimp,8.68,1
Jemima,16,chimp,9.64,2
Jemima,19,chimp,7.96,3
Jemima,22,chimp,8.2,4
Jemima,25,chimp,7.48,5
Jemima,28,chimp,8.44,6
Jemima,31,chimp,8.92,7
Jemima,34,chimp,9.4,8
Jemima,37,chimp,7.24,9
Jemima,40,chimp,6.52,10
Nancy,13,orangutan,13,1
Nancy,16,orangutan,13.24,2
Nancy,19,orangutan,12.52,3
Nancy,22,orangutan,11.08,4
Nancy,25,orangutan,9.88,5
Nancy,28,orangutan,14.44,6
Nancy,31,orangutan,14.2,7
Nancy,34,orangutan,12.04,8
Nancy,37,orangutan,14.44,9
Nancy,40,orangutan,18.04,10
Freddie,13,chimp,9.16,1
Freddie,16,chimp,11.56,2
Freddie,19,chimp,10.6,3
Freddie,22,chimp,7,4
Freddie,25,chimp,7.72,5
Freddie,28,chimp,8.2,6
Freddie,31,chimp,7.96,7
Freddie,34,chimp,10.6,8
Freddie,37,chimp,9.4,9
Freddie,40,chimp,8.92,10
Misty,13,orangutan,9.88,1
Misty,16,orangutan,10.6,2
Misty,19,orangutan,10.6,3
Misty,22,orangutan,10.6,4
Misty,25,orangutan,10.36,5
Misty,28,orangutan,12.04,6
Misty,31,orangutan,10.12,7
Misty,34,orangutan,9.16,8
Misty,37,orangutan,8.2,9
Misty,40,orangutan,8.68,10
Paris,13,orangutan,11.08,1
Paris,16,orangutan,7.24,2
Paris,19,orangutan,9.16,3
Paris,22,orangutan,8.92,4
Paris,25,orangutan,8.92,5
Paris,28,orangutan,8.92,6
Paris,31,orangutan,9.64,7
Paris,34,orangutan,9.16,8
Paris,37,orangutan,9.4,9
Paris,40,orangutan,10.36,10
Edwin,13,orangutan,9.64,1
Edwin,16,orangutan,8.68,2
Edwin,19,orangutan,8.2,3
Edwin,22,orangutan,6.76,4
Edwin,25,orangutan,8.68,5
Edwin,28,orangutan,7.72,6
Edwin,31,orangutan,6.28,7
Edwin,34,orangutan,6.76,8
Edwin,37,orangutan,7.96,9
Edwin,40,orangutan,7.72,10
Destiny,13,chimp,9.16,1
Destiny,16,chimp,9.4,2
Destiny,19,chimp,9.16,3
Destiny,22,chimp,6.76,4
Destiny,25,chimp,8.92,5
Destiny,28,chimp,9.88,6
Destiny,31,chimp,7.96,7
Destiny,34,chimp,8.2,8
Destiny,37,chimp,9.64,9
Destiny,40,chimp,10.6,10
Saleet,13,chimp,5.32,1
Saleet,16,chimp,4.84,2
Saleet,19,chimp,4.84,3
Saleet,22,chimp,5.32,4
Saleet,25,chimp,7.96,5
Saleet,28,chimp,6.04,6
Saleet,31,chimp,6.52,7
Saleet,34,chimp,5.8,8
Saleet,37,chimp,6.28,9
Saleet,40,chimp,5.08,10
Mujahid,13,orangutan,6.52,1
Mujahid,16,orangutan,5.32,2
Mujahid,19,orangutan,7.24,3
Mujahid,22,orangutan,6.52,4
Mujahid,25,orangutan,5.8,5
Mujahid,28,orangutan,5.8,6
Mujahid,31,orangutan,5.32,7
Mujahid,34,orangutan,6.04,8
Mujahid,37,orangutan,8.2,9
Mujahid,40,orangutan,7.72,10
Trevor,13,orangutan,13.24,1
Trevor,16,orangutan,9.64,2
Trevor,19,orangutan,9.64,3
Trevor,22,orangutan,11.08,4
Trevor,25,orangutan,9.16,5
Trevor,28,orangutan,13.48,6
Trevor,31,orangutan,11.8,7
Trevor,34,orangutan,13.48,8
Trevor,37,orangutan,12.52,9
Trevor,40,orangutan,7.96,10
Charles,13,orangutan,9.88,1
Charles,16,orangutan,10.6,2
Charles,19,orangutan,8.2,3
Charles,22,orangutan,10.6,4
Charles,25,orangutan,8.2,5
Charles,28,orangutan,11.08,6
Charles,31,orangutan,8.68,7
Charles,34,orangutan,7.96,8
Charles,37,orangutan,8.68,9
Charles,40,orangutan,9.88,10
Mahfooz,13,orangutan,11.32,1
Mahfooz,16,orangutan,12.28,2
Mahfooz,19,orangutan,11.08,3
Mahfooz,22,orangutan,11.32,4
Mahfooz,25,orangutan,10.84,5
Mahfooz,28,orangutan,11.56,6
Mahfooz,31,orangutan,12.28,7
Mahfooz,34,orangutan,11.56,8
Mahfooz,37,orangutan,11.8,9
Mahfooz,40,orangutan,11.56,10
Sireen,13,orangutan,8.44,1
Sireen,16,orangutan,5.8,2
Sireen,19,orangutan,5.8,3
Sireen,22,orangutan,7.24,4
Sireen,25,orangutan,5.32,5
Sireen,28,orangutan,7.24,6
Sireen,31,orangutan,7,7
Sireen,34,orangutan,7.24,8
Sireen,37,orangutan,6.76,9
Sireen,40,orangutan,8.44,10
Sarah,13,chimp,8.44,1
Sarah,16,chimp,9.16,2
Sarah,19,chimp,10.84,3
Sarah,22,chimp,8.92,4
Sarah,25,chimp,6.76,5
Sarah,28,chimp,10.6,6
Sarah,31,chimp,9.64,7
Sarah,34,chimp,12.28,8
Sarah,37,chimp,9.88,9
Sarah,40,chimp,8.92,10
Quintin,13,chimp,11.56,1
Quintin,16,chimp,10.84,2
Quintin,19,chimp,10.84,3
Quintin,22,chimp,11.8,4
Quintin,25,chimp,13.72,5
Quintin,28,chimp,10.12,6
Quintin,31,chimp,10.84,7
Quintin,34,chimp,11.8,8
Quintin,37,chimp,11.08,9
Quintin,40,chimp,10.6,10
Jayratna,13,chimp,9.16,1
Jayratna,16,chimp,10.36,2
Jayratna,19,chimp,9.64,3
Jayratna,22,chimp,7.48,4
Jayratna,25,chimp,8.68,5
Jayratna,28,chimp,9.88,6
Jayratna,31,chimp,7.72,7
Jayratna,34,chimp,10.6,8
Jayratna,37,chimp,9.4,9
Jayratna,40,chimp,9.4,10
John,13,chimp,7,1
John,16,chimp,10.12,2
John,19,chimp,5.56,3
John,22,chimp,5.8,4
John,25,chimp,8.44,5
John,28,chimp,8.44,6
John,31,chimp,7,7
John,34,chimp,7.24,8
John,37,chimp,9.16,9
John,40,chimp,4.6,10
Pedro,13,chimp,12.28,1
Pedro,16,chimp,11.08,2
Pedro,19,chimp,10.84,3
Pedro,22,chimp,10.6,4
Pedro,25,chimp,12.04,5
Pedro,28,chimp,10.84,6
Pedro,31,chimp,11.08,7
Pedro,34,chimp,7.48,8
Pedro,37,chimp,11.8,9
Pedro,40,chimp,12.52,10
Souvany,13,orangutan,8.44,1
Souvany,16,orangutan,7.48,2
Souvany,19,orangutan,7.72,3
Souvany,22,orangutan,8.2,4
Souvany,25,orangutan,7.48,5
Souvany,28,orangutan,7.48,6
Souvany,31,orangutan,9.64,7
Souvany,34,orangutan,10.36,8
Souvany,37,orangutan,6.76,9
Souvany,40,orangutan,11.08,10
Brittany,13,chimp,9.64,1
Brittany,16,chimp,11.8,2
Brittany,19,chimp,9.4,3
Brittany,22,chimp,11.32,4
Brittany,25,chimp,11.56,5
Brittany,28,chimp,10.12,6
Brittany,31,chimp,13.48,7
Brittany,34,chimp,9.88,8
Brittany,37,chimp,10.12,9
Brittany,40,chimp,13.48,10
Sabaaha,13,orangutan,12.76,1
Sabaaha,16,orangutan,12.52,2
Sabaaha,19,orangutan,14.68,3
Sabaaha,22,orangutan,11.32,4
Sabaaha,25,orangutan,11.8,5
Sabaaha,28,orangutan,11.32,6
Sabaaha,31,orangutan,12.76,7
Sabaaha,34,orangutan,12.76,8
Sabaaha,37,orangutan,13.24,9
Sabaaha,40,orangutan,12.76,10
Katie,13,chimp,11.8,1
Katie,16,chimp,12.28,2
Katie,19,chimp,10.6,3
Katie,22,chimp,13.96,4
Katie,25,chimp,12.52,5
Katie,28,chimp,11.32,6
Katie,31,chimp,13.48,7
Katie,34,chimp,12.28,8
Katie,37,chimp,13,9
Katie,40,chimp,11.56,10
Humaidaan,13,chimp,9.4,1
Humaidaan,16,chimp,12.52,2
Humaidaan,19,chimp,9.4,3
Humaidaan,22,chimp,11.32,4
Humaidaan,25,chimp,10.6,5
Humaidaan,28,chimp,11.56,6
Humaidaan,31,chimp,10.36,7
Humaidaan,34,chimp,10.36,8
Humaidaan,37,chimp,9.64,9
Humaidaan,40,chimp,10.12,10
