"hospital","expcon","nurse","age","gender","experien","stress","Zstress","wardtype","hospsize"
23,"1",893,38,1,15,6,1.04440487238885,"general care","large"
23,"1",894,31,0,11,7,2.06532850131246,"general care","large"
23,"1",895,24,1,8,6,1.04440487238885,"general care","large"
23,"1",896,56,0,27,7,2.06532850131246,"general care","large"
23,"1",897,23,1,6,7,2.06532850131246,"general care","large"
23,"1",898,50,0,20,7,2.06532850131246,"general care","large"
23,"1",899,27,1,6,7,2.06532850131246,"general care","large"
23,"1",900,60,0,18,7,2.06532850131246,"general care","large"
23,"1",901,23,1,7,6,1.04440487238885,"general care","large"
23,"1",902,25,1,7,6,1.04440487238885,"special care","large"
23,"1",903,24,1,11,5,0.0234812434652409,"special care","large"
23,"1",904,37,0,15,6,1.04440487238885,"special care","large"
23,"1",905,56,1,18,6,1.04440487238885,"special care","large"
23,"1",906,42,1,17,5,0.0234812434652409,"special care","large"
23,"1",907,39,0,17,6,1.04440487238885,"special care","large"
23,"1",908,29,0,18,6,1.04440487238885,"special care","large"
23,"1",909,64,1,28,5,0.0234812434652409,"special care","large"
23,"1",910,50,1,20,6,1.04440487238885,"special care","large"
23,"0",911,36,1,13,6,1.04440487238885,"general care","large"
23,"0",912,46,0,20,6,1.04440487238885,"general care","large"
23,"0",913,56,1,20,6,1.04440487238885,"general care","large"
23,"0",914,31,0,13,6,1.04440487238885,"general care","large"
23,"0",915,56,1,27,5,0.0234812434652409,"general care","large"
23,"0",916,64,0,38,5,0.0234812434652409,"general care","large"
23,"0",917,47,0,24,6,1.04440487238885,"general care","large"
23,"0",918,32,1,13,6,1.04440487238885,"general care","large"
23,"0",919,41,1,15,6,1.04440487238885,"general care","large"
23,"0",920,41,1,13,5,0.0234812434652409,"special care","large"
23,"0",921,34,0,14,5,0.0234812434652409,"special care","large"
23,"0",922,37,1,13,5,0.0234812434652409,"special care","large"
23,"0",923,48,1,20,5,0.0234812434652409,"special care","large"
23,"0",924,62,0,25,6,1.04440487238885,"special care","large"
23,"0",925,38,1,11,5,0.0234812434652409,"special care","large"
23,"0",926,24,1,14,5,0.0234812434652409,"special care","large"
23,"0",927,25,1,1,5,0.0234812434652409,"special care","large"
23,"0",928,36,1,20,4,-0.997442385458368,"special care","large"
24,"1",929,23,1,15,4,-0.997442385458368,"general care","small"
24,"1",930,24,1,6,4,-0.997442385458368,"general care","small"
24,"1",931,60,1,20,4,-0.997442385458368,"general care","small"
24,"1",932,41,1,20,3,-2.01836601438198,"general care","small"
24,"1",933,28,1,10,4,-0.997442385458368,"general care","small"
24,"1",934,58,0,24,4,-0.997442385458368,"general care","small"
24,"1",935,24,1,8,4,-0.997442385458368,"general care","small"
24,"1",936,34,1,13,4,-0.997442385458368,"general care","small"
24,"1",937,33,1,20,3,-2.01836601438198,"general care","small"
24,"1",938,55,1,24,5,0.0234812434652409,"special care","small"
24,"1",939,43,0,20,5,0.0234812434652409,"special care","small"
24,"1",940,57,0,21,6,1.04440487238885,"special care","small"
24,"1",941,31,1,11,5,0.0234812434652409,"special care","small"
24,"1",942,23,0,7,5,0.0234812434652409,"special care","small"
24,"1",943,37,1,17,5,0.0234812434652409,"special care","small"
24,"1",944,55,0,25,5,0.0234812434652409,"special care","small"
24,"1",945,58,1,22,5,0.0234812434652409,"special care","small"
24,"1",946,55,0,24,6,1.04440487238885,"special care","small"
24,"0",947,47,0,15,6,1.04440487238885,"general care","small"
24,"0",948,47,1,7,6,1.04440487238885,"general care","small"
24,"0",949,28,1,10,6,1.04440487238885,"general care","small"
24,"0",950,33,1,10,6,1.04440487238885,"general care","small"
24,"0",951,32,0,17,6,1.04440487238885,"general care","small"
24,"0",952,52,1,21,6,1.04440487238885,"general care","small"
24,"0",953,34,1,10,6,1.04440487238885,"general care","small"
24,"0",954,56,0,21,6,1.04440487238885,"general care","small"
24,"0",955,42,1,18,6,1.04440487238885,"general care","small"
24,"0",956,29,1,18,5,0.0234812434652409,"special care","small"
24,"0",957,28,1,14,6,1.04440487238885,"special care","small"
24,"0",958,55,1,20,6,1.04440487238885,"special care","small"
24,"0",959,37,1,15,5,0.0234812434652409,"special care","small"
24,"0",960,47,1,17,6,1.04440487238885,"special care","small"
24,"0",961,48,1,18,6,1.04440487238885,"special care","small"
24,"0",962,31,1,15,5,0.0234812434652409,"special care","small"
24,"0",963,25,1,8,6,1.04440487238885,"special care","small"
24,"0",964,47,1,18,6,1.04440487238885,"special care","small"
25,"1",965,51,1,21,5,0.0234812434652409,"general care","medium"
25,"1",966,34,0,10,6,1.04440487238885,"general care","medium"
25,"1",967,62,1,27,5,0.0234812434652409,"general care","medium"
25,"1",968,39,0,14,6,1.04440487238885,"general care","medium"
25,"1",969,46,1,17,5,0.0234812434652409,"general care","medium"
25,"1",970,38,1,18,6,1.04440487238885,"general care","medium"
25,"1",971,36,1,13,5,0.0234812434652409,"general care","medium"
25,"1",972,25,1,10,6,1.04440487238885,"general care","medium"
25,"1",973,42,1,14,5,0.0234812434652409,"general care","medium"
25,"1",974,36,0,11,5,0.0234812434652409,"special care","medium"
25,"1",975,32,0,15,5,0.0234812434652409,"special care","medium"
25,"1",976,42,1,15,6,1.04440487238885,"special care","medium"
25,"1",977,36,1,15,6,1.04440487238885,"special care","medium"
25,"1",978,51,1,21,5,0.0234812434652409,"special care","medium"
25,"1",979,52,1,22,5,0.0234812434652409,"special care","medium"
25,"1",980,31,0,6,7,2.06532850131246,"special care","medium"
25,"1",981,25,0,14,5,0.0234812434652409,"special care","medium"
25,"1",982,41,1,20,5,0.0234812434652409,"special care","medium"
25,"0",983,29,1,17,5,0.0234812434652409,"general care","medium"
25,"0",984,23,1,8,6,1.04440487238885,"general care","medium"
25,"0",985,23,0,15,6,1.04440487238885,"general care","medium"
25,"0",986,38,1,17,5,0.0234812434652409,"general care","medium"
25,"0",987,28,0,8,6,1.04440487238885,"general care","medium"
25,"0",988,62,0,25,6,1.04440487238885,"general care","medium"
25,"0",989,45,1,15,6,1.04440487238885,"general care","medium"
25,"0",990,60,0,21,7,2.06532850131246,"general care","medium"
25,"0",991,34,1,7,6,1.04440487238885,"general care","medium"
25,"0",992,41,1,15,6,1.04440487238885,"special care","medium"
25,"0",993,27,1,11,5,0.0234812434652409,"special care","medium"
25,"0",994,39,0,15,7,2.06532850131246,"special care","medium"
25,"0",995,33,1,8,6,1.04440487238885,"special care","medium"
25,"0",996,56,1,14,6,1.04440487238885,"special care","medium"
25,"0",997,29,1,10,6,1.04440487238885,"special care","medium"
25,"0",998,32,0,11,6,1.04440487238885,"special care","medium"
25,"0",999,34,0,14,6,1.04440487238885,"special care","medium"
25,"0",1000,58,1,22,6,1.04440487238885,"special care","medium"
