"FOMO","Age","N","E","O","A","C","TotalFollowers"
27,22,19,24,35,32,18,146
10,43,23,24,30,29,31,195
15,71,24,28,39,33,34,59
23,26,18,34,35,27,26,212
13,37,27,19,41,24,29,150
33,18,27,25,44,24,38,167
30,34,32,24,35,22,21,338
26,25,18,36,44,28,38,138
35,26,25,27,40,36,29,243
29,25,19,26,40,26,29,164
21,35,20,32,35,33,39,260
25,35,21,29,40,31,21,239
21,24,24,32,48,28,37,447
16,28,25,36,46,37,37,303
19,22,22,30,37,34,34,292
25,44,30,30,43,33,37,360
17,31,24,19,30,37,24,282
29,30,31,26,34,33,32,267
19,51,17,33,42,27,36,179
33,34,24,31,34,23,27,300
44,22,33,28,44,34,32,303
38,26,28,21,38,30,37,303
21,24,29,24,32,21,29,124
30,35,21,34,28,29,30,303
22,44,20,17,27,39,34,288
22,51,14,28,36,23,40,238
29,28,30,21,33,35,37,209
13,33,24,21,41,32,34,99
20,14,21,31,38,33,38,249
28,14,28,24,42,35,28,304
29,34,16,20,32,30,21,122
25,32,24,26,40,30,34,195
17,46,24,28,40,33,36,271
24,32,14,29,44,26,31,117
15,32,19,23,45,34,33,85
19,35,9,20,27,28,30,37
28,44,28,20,41,23,35,235
28,52,31,35,33,34,28,138
22,44,23,23,36,28,31,95
17,24,32,21,37,27,36,124
26,26,25,17,44,33,29,204
25,28,28,10,34,35,29,180
26,31,24,25,34,25,30,163
18,38,30,19,33,36,38,178
18,34,23,23,42,35,24,120
20,40,30,18,39,31,28,217
14,19,10,33,45,33,35,107
22,52,26,36,31,22,38,188
24,31,30,12,41,30,32,50
25,49,29,16,36,34,39,178
33,26,30,29,42,35,33,165
32,31,12,29,34,30,27,231
25,44,19,21,46,24,34,20
16,38,14,16,43,38,22,169
34,34,23,20,38,28,32,220
27,23,27,23,34,33,37,373
30,19,26,30,38,20,40,165
39,40,13,36,38,27,22,306
16,56,25,30,38,27,36,100
31,27,31,38,38,42,38,187
37,37,19,22,39,38,28,150
20,28,23,22,39,35,27,147
29,43,33,19,39,31,28,155
27,19,27,16,39,33,34,147
21,57,21,21,39,30,39,79
23,48,31,25,35,32,42,73
23,34,13,29,45,40,16,181
35,37,28,31,37,28,29,207
13,43,20,37,37,39,33,267
27,38,18,26,42,39,22,200
18,25,31,24,42,32,28,145
22,32,26,24,36,26,37,99
14,38,23,35,43,34,44,174
14,39,13,34,40,35,35,254
34,28,25,34,46,31,27,236
35,35,30,30,41,32,28,179
28,30,23,16,35,30,25,130
25,18,23,27,41,32,24,158
26,29,26,25,44,29,35,290
38,25,20,28,35,33,28,362
32,26,30,20,36,39,34,243
31,16,29,26,39,24,38,153
37,34,26,34,45,25,35,503
25,42,28,26,36,41,35,208
27,20,18,19,40,37,36,143
32,33,24,30,43,31,37,117
22,29,25,19,33,32,31,196
36,32,26,19,33,33,34,286
11,35,18,31,40,38,34,87
13,17,16,29,34,32,23,271
26,46,17,29,28,42,21,160
37,37,30,24,35,23,36,182
26,33,18,21,42,31,26,175
15,47,20,24,39,31,37,58
15,31,16,17,35,23,33,189
31,15,26,29,38,33,29,61
19,62,28,24,33,30,34,115
38,18,25,21,37,28,29,230
26,30,28,26,31,35,32,197
30,34,18,22,28,25,24,180
21,34,13,33,38,28,40,150
37,44,28,26,35,31,36,331
28,33,33,32,50,34,37,309
25,28,25,37,38,31,22,326
22,34,17,27,39,30,27,225
34,24,21,32,44,31,34,239
26,35,15,23,34,36,27,212
30,31,20,23,40,36,26,242
27,49,18,23,26,34,31,357
17,38,21,37,35,33,31,334
17,31,22,9,30,34,28,217
25,33,21,25,39,41,37,254
34,23,26,21,36,32,22,317
37,22,26,22,40,30,25,227
13,47,20,25,41,31,35,167
34,20,23,19,45,31,24,274
21,47,17,27,34,38,27,33
34,34,18,28,40,31,29,373
15,34,28,20,38,37,35,24
14,25,27,27,45,32,39,168
13,32,17,22,35,39,34,155
28,28,17,37,28,29,38,391
33,18,28,21,46,21,23,111
20,31,33,32,37,36,24,245
22,30,32,20,29,31,38,423
11,47,26,25,44,39,28,218
10,53,24,35,35,34,40,261
33,34,25,18,28,31,33,173
28,26,31,26,31,22,28,227
27,28,18,25,43,30,24,157
20,38,20,20,20,32,28,236
19,37,19,28,34,24,34,93
24,22,25,25,40,35,35,241
16,49,18,36,29,31,34,232
28,45,29,15,30,34,32,200
24,51,21,16,39,36,34,201
32,32,24,30,19,30,20,378
28,34,33,18,42,32,31,290
34,44,31,24,32,22,22,223
28,35,18,22,39,31,26,79
20,46,22,37,42,33,27,67
13,17,24,19,28,28,43,169
36,39,24,32,39,29,26,337
25,30,12,21,30,31,31,220
23,37,30,21,32,31,33,126
21,39,25,28,38,27,40,247
21,27,24,38,31,32,41,143
18,37,23,26,34,39,30,114
25,21,29,36,49,29,34,165
18,41,26,31,47,35,39,78
27,37,25,23,26,26,28,202
12,58,20,30,36,30,41,96
32,19,22,26,28,31,25,262
25,36,24,19,38,33,29,244
21,46,20,21,43,30,41,117
18,42,18,26,33,40,31,210
19,15,25,28,40,28,33,238
37,32,18,28,49,34,32,135
23,35,16,25,29,32,31,268
36,21,23,20,41,39,30,165
23,23,19,24,40,35,25,155
11,34,19,31,33,32,39,242
26,38,20,27,35,39,26,238
30,27,8,23,43,36,24,130
39,33,36,11,40,33,37,168
14,43,20,19,29,36,33,121
34,20,20,31,44,30,27,29
28,40,27,26,37,18,30,94
13,49,23,28,48,31,39,121
19,33,33,31,41,27,34,188
27,26,12,22,46,37,25,46
21,34,22,15,29,30,34,116
16,44,12,23,43,35,20,30
14,27,21,27,42,25,38,254
27,33,23,17,23,29,28,146
21,33,24,17,31,32,37,121
28,55,16,23,32,32,29,135
25,36,25,26,40,36,34,311
29,36,20,16,32,31,24,231
19,26,26,22,40,25,33,236
24,43,34,22,35,38,41,274
29,23,21,25,28,28,39,179
18,30,23,26,27,23,37,172
20,35,12,31,36,30,36,93
24,23,19,21,40,29,25,158
20,34,24,21,49,25,31,114
25,35,26,25,28,28,38,351
25,45,20,24,42,35,29,242
20,36,17,21,41,26,30,173
16,40,25,15,43,30,36,124
23,33,31,17,35,26,42,168
24,30,23,24,24,21,28,174
14,39,15,30,44,27,40,139
19,43,18,23,33,36,34,216
15,40,23,32,25,26,39,259
28,43,21,29,46,37,26,251
21,43,23,34,35,25,35,235
18,37,18,33,34,36,30,284
24,28,28,12,41,31,25,152
21,44,34,31,48,32,41,194
30,28,32,10,35,27,39,189
21,37,26,16,37,26,35,194
21,43,18,20,43,40,27,203
25,23,27,11,44,23,39,46
37,24,40,15,38,29,37,273
26,48,15,38,49,36,35,289
31,32,19,40,47,29,31,358
22,37,31,24,28,25,32,104
26,28,20,24,42,31,35,309
24,33,23,23,44,28,31,123
36,29,22,39,38,37,28,278
19,31,27,24,42,31,32,178
26,24,20,20,37,28,27,144
31,21,30,22,42,34,32,428
24,28,26,32,28,32,33,424
24,49,22,27,27,20,30,230
33,37,28,34,37,25,34,286
34,48,38,22,26,30,37,345
25,47,28,24,39,30,36,70
17,35,9,34,38,38,24,231
29,24,27,27,43,34,33,94
32,39,17,36,50,35,22,246
28,32,22,24,25,27,37,152
28,43,13,31,38,22,25,22
20,36,23,26,42,29,37,156
38,31,37,24,36,21,31,308
14,55,10,22,29,30,44,222
27,51,22,17,34,32,31,129
13,63,18,26,37,38,39,150
27,42,20,17,40,34,32,77
28,17,28,18,33,23,27,224
23,40,14,27,42,37,34,208
20,26,28,23,41,34,34,160
34,23,25,37,47,36,32,442
21,23,24,35,41,36,37,323
24,36,19,28,36,37,23,203
20,53,17,30,45,33,33,163
30,24,20,27,33,27,21,290
19,40,23,28,41,22,34,107
26,37,27,30,39,20,29,233
31,39,18,27,38,32,21,317
22,37,26,20,43,36,31,134
23,35,18,25,38,34,36,147
24,34,18,21,30,33,32,193
29,17,35,25,40,19,29,145
16,39,27,22,32,31,37,297
34,18,18,20,33,28,26,259
24,26,27,28,37,26,35,237
29,21,26,20,42,32,29,210
23,31,22,20,38,33,29,207
27,48,26,20,32,31,31,180
37,12,34,19,36,31,32,336
29,15,23,29,33,26,33,319
33,35,30,14,50,35,31,124
26,27,25,22,33,23,27,284
22,13,25,25,48,30,34,269
23,36,27,29,38,28,30,167
22,40,23,23,32,22,26,73
24,28,26,27,37,18,37,186
20,35,22,32,32,32,23,192
25,37,27,29,33,21,42,201
28,43,26,22,44,31,34,326
25,25,28,22,38,39,32,268
23,25,34,15,34,34,31,262
15,42,28,29,40,33,30,103
27,32,21,18,38,33,23,188
23,26,13,35,39,32,21,157
24,64,19,27,46,38,25,275
34,21,30,28,31,28,29,299
26,41,21,31,27,33,41,239
25,32,33,27,30,31,36,360
19,30,15,32,41,36,33,205
34,30,26,22,30,29,36,330
15,45,15,27,37,32,36,120
27,31,33,18,41,26,37,178
21,38,29,34,45,34,39,183
27,37,24,29,39,30,34,255
19,46,21,21,38,31,33,270
20,62,31,27,39,32,41,212
24,29,18,32,39,41,28,260
17,34,25,24,42,37,32,129
23,42,31,25,29,25,39,312
26,29,29,32,40,28,36,49
23,21,28,24,37,29,31,402
23,40,18,21,28,33,26,239
14,59,12,28,39,33,30,188
23,70,30,18,27,24,34,177
26,55,18,31,24,32,33,244
16,35,22,28,37,19,33,147
32,31,24,25,42,24,28,138
24,14,17,16,38,32,27,263
29,50,33,25,30,33,29,199
31,39,25,29,43,37,37,271
26,24,20,26,39,39,36,367
29,34,23,28,35,27,27,238
28,27,28,24,31,34,33,321
28,36,28,29,49,31,37,286
14,25,18,22,43,31,33,169
19,46,19,18,35,32,41,230
31,28,26,35,41,21,43,223
21,38,22,28,45,30,35,10
18,34,28,33,44,26,36,261
19,31,21,27,40,29,40,152
22,52,11,26,43,26,23,11
18,39,31,21,47,28,32,223
28,56,12,22,44,34,35,220
24,36,25,30,28,36,26,170
12,26,24,27,34,34,34,123
22,34,21,34,38,37,34,171
18,47,18,29,38,37,28,341
20,41,18,26,37,25,26,154
24,19,22,25,35,24,28,19
16,16,16,22,44,37,27,172
22,30,32,16,37,29,37,225
24,20,23,24,42,39,31,230
23,31,16,23,34,27,28,181
17,32,14,29,41,35,31,285
21,31,20,35,41,38,27,268
34,37,28,31,49,26,26,194
37,28,38,22,35,26,31,299
26,34,16,16,41,26,34,166
16,36,13,34,38,22,30,132
23,24,22,28,37,30,28,264
23,27,22,31,45,37,37,242
35,19,24,24,41,26,36,89
15,44,16,27,38,32,29,121
17,40,21,27,35,33,34,248
24,14,29,20,27,21,28,173
24,52,27,35,41,27,26,202
26,49,24,29,36,32,40,115
22,26,21,30,37,33,30,147
27,39,29,23,48,28,23,179
20,47,17,40,39,36,36,134
35,45,27,29,43,24,26,410
34,45,31,23,32,35,29,466
38,37,36,19,28,29,35,322
26,36,30,25,32,28,35,312
28,37,22,33,32,23,29,127
26,36,26,20,34,33,24,201
22,19,26,13,49,34,26,251
25,38,18,30,37,38,31,100
28,34,27,24,43,37,33,313
14,38,26,22,47,34,35,47
21,24,11,20,40,33,28,103
17,62,21,20,27,38,26,44
23,28,24,36,33,34,34,268
21,47,27,21,46,28,42,192
21,26,36,36,35,29,36,277
22,47,16,23,44,27,29,131
24,40,17,29,42,32,27,124
25,49,23,26,36,27,31,311
15,41,22,33,43,35,38,259
32,13,27,26,35,35,31,333
17,44,22,26,24,29,32,245
15,45,29,23,34,31,35,264
30,12,14,26,36,34,26,469
34,31,23,15,28,33,20,177
30,27,24,19,31,30,27,332
30,21,29,26,36,28,33,186
20,35,24,30,44,35,29,97
17,48,18,22,41,38,32,276
15,50,29,10,35,39,40,182
20,48,18,23,37,26,31,302
35,20,35,13,34,35,41,294
26,32,30,23,47,27,31,141
29,26,16,21,40,31,31,119
19,39,22,33,48,28,34,160
31,38,24,13,31,38,23,198
27,23,24,30,45,24,29,285
30,18,31,20,43,24,25,122
23,20,34,28,40,30,31,393
24,35,23,21,38,33,30,71
23,50,18,14,35,33,24,185
19,36,24,20,38,27,26,180
41,17,37,18,31,26,38,400
27,36,25,31,48,38,30,376
24,26,20,18,45,28,27,207
19,58,23,34,32,27,30,247
22,39,30,27,32,35,36,304
23,35,24,25,48,27,28,15
24,34,14,30,34,36,26,268
20,43,24,15,40,30,29,165
20,46,23,17,29,39,25,162
11,24,22,29,30,31,34,154
21,19,21,29,35,28,35,82
20,46,19,26,41,25,21,70
17,31,28,29,42,35,38,218
15,46,19,26,32,31,27,33
16,30,15,33,37,36,13,122
34,33,34,24,29,28,25,286
21,25,24,21,47,31,29,118
30,18,27,25,31,31,30,297
26,38,24,37,43,31,29,83
30,20,22,29,46,36,28,184
36,33,31,27,34,28,35,356
23,31,18,16,39,24,43,86
24,43,23,15,32,39,28,273
26,29,19,23,40,27,30,213
33,26,28,22,35,29,42,496
20,14,12,35,30,31,30,303
34,15,27,23,28,33,31,171
32,28,21,28,37,21,28,99
20,58,16,33,33,35,25,182
15,37,23,20,25,41,32,230
22,38,29,17,41,30,35,193
26,46,35,17,35,30,41,155
18,35,16,28,32,31,33,239
20,32,23,23,43,32,33,199
30,30,27,30,49,41,23,200
25,18,23,27,45,32,33,248
26,26,16,31,38,31,27,22
32,21,33,15,41,24,32,200
16,35,29,27,35,25,36,288
25,21,27,31,44,28,41,162
13,37,17,29,38,28,29,24
18,18,27,21,34,32,30,349
13,38,20,23,35,29,33,76
21,27,27,22,34,31,30,251
29,35,24,21,35,33,30,216
29,24,24,32,38,33,32,298
22,40,15,38,32,29,31,253
44,16,24,26,50,23,27,330
31,35,31,35,33,34,34,437
23,36,22,26,42,24,35,233
25,34,27,22,47,33,35,88
15,51,15,38,40,38,37,203
26,28,23,36,38,30,33,239
26,35,26,31,40,27,35,182
28,57,8,28,45,28,25,111
31,17,21,20,38,30,27,238
21,51,25,20,29,30,32,229
26,17,19,28,38,24,23,200
28,38,24,18,35,34,32,149
29,39,23,25,34,32,33,255
26,17,21,21,28,28,32,448
14,47,27,23,37,37,36,209
17,42,16,24,33,28,37,143
16,52,20,28,48,28,35,131
24,50,24,14,28,37,33,131
25,14,26,19,44,35,33,223
34,32,20,39,50,39,31,162
18,25,20,21,42,30,27,59
28,37,19,30,33,41,20,390
12,55,14,27,43,24,30,102
22,34,23,19,38,31,24,156
28,17,15,16,43,36,27,381
24,45,14,28,30,34,34,170
18,31,25,25,37,42,41,246
28,17,16,32,35,28,30,140
32,22,28,23,30,33,38,306
25,38,24,18,34,26,29,206
11,43,16,23,38,34,27,117
31,26,24,29,44,25,28,85
19,36,31,22,37,37,39,139
29,37,24,27,41,29,31,190
27,38,13,23,40,35,30,258
19,27,22,24,46,37,28,41
23,39,22,22,38,34,34,219
29,19,31,22,40,30,32,229
27,62,14,36,43,35,35,162
24,33,21,34,42,31,34,237
16,28,25,26,41,31,30,253
30,29,29,33,38,20,28,153
34,45,24,34,39,29,32,89
16,34,17,19,31,33,40,181
16,28,26,28,47,38,29,150
37,36,25,28,42,22,31,318
28,32,21,27,46,34,20,298
38,26,21,29,28,35,23,257
16,34,12,36,39,29,28,73
34,50,19,33,36,26,25,177
28,24,21,27,38,23,33,113
21,20,28,30,37,33,36,298
12,55,8,27,44,35,29,92
24,30,17,32,44,35,24,326
17,48,15,31,37,35,37,261
13,39,17,28,33,29,40,163
16,48,11,26,45,35,18,179
27,25,26,27,39,32,30,425
18,27,21,23,32,28,25,250
31,22,16,23,41,33,19,154
30,18,25,12,39,21,25,134
18,53,21,25,27,27,25,78
27,23,34,13,40,33,30,312
25,27,21,30,46,37,33,341
29,28,22,24,32,40,32,211
18,43,9,29,46,30,27,134
28,23,18,27,39,35,22,130
23,29,23,22,42,29,23,108
24,31,10,31,33,33,30,142
27,41,19,38,42,36,29,150
32,33,33,27,36,33,38,359
28,19,25,24,42,37,36,388
32,25,26,24,37,32,29,148
28,18,16,30,40,40,25,346
27,45,30,30,29,32,35,226
31,37,18,29,33,29,26,92
27,23,27,19,40,34,34,265
18,30,20,26,34,34,28,171
20,30,22,24,43,32,34,81
19,42,25,20,45,27,27,200
24,25,26,30,44,32,37,320
33,44,20,18,33,29,31,291
21,46,23,22,35,26,27,39
29,21,33,24,26,32,36,372
16,17,25,20,42,31,32,54
25,31,26,19,34,24,35,154
19,34,22,30,41,31,42,210
24,45,31,29,28,26,42,238
24,21,19,37,38,23,29,234
18,40,33,30,30,21,28,236
22,27,21,28,28,33,29,239
33,26,25,18,42,29,32,291
34,35,32,18,34,22,29,59
36,37,26,19,32,30,31,169
29,24,24,21,37,36,33,239
24,31,28,30,25,33,33,258
25,29,21,35,35,29,33,175
26,29,13,38,42,22,30,223
28,31,17,27,49,30,28,348
15,44,25,40,33,36,37,99
22,37,29,25,42,35,37,13
23,28,28,30,36,26,37,156
25,16,20,25,38,27,19,162
28,43,17,28,37,37,31,396
30,15,22,30,39,26,32,85
18,46,20,31,40,25,32,121
25,26,23,25,43,28,26,254
17,29,22,24,39,38,35,251
15,35,20,32,34,28,30,104
15,31,23,38,33,27,33,220
20,50,13,29,33,36,24,133
24,33,29,23,32,30,31,245
28,29,22,29,49,32,25,301
13,33,17,17,40,31,27,105
36,24,40,27,41,32,36,203
27,37,24,29,37,38,37,419
23,35,33,22,42,31,32,236
20,35,17,29,40,35,30,179
30,34,18,32,42,30,23,316
23,45,17,22,41,33,20,245
19,31,18,38,40,28,30,58
29,37,18,15,43,27,25,1
22,34,16,29,35,35,35,250
23,71,15,33,30,31,37,222
32,27,32,23,38,32,41,407
19,42,26,33,35,35,24,137
19,49,27,23,22,29,32,198
25,14,34,27,39,34,41,173
14,47,19,18,33,32,32,100
34,13,27,23,26,31,35,322
22,22,21,35,46,29,31,84
15,42,19,24,49,39,33,144
32,21,28,35,37,33,44,298
25,31,26,29,39,27,38,187
16,38,18,19,50,35,35,6
31,36,25,25,37,30,28,318
28,46,27,21,28,29,30,250
21,37,20,25,46,28,25,165
25,29,17,24,37,24,30,292
29,53,22,11,36,30,22,225
25,57,31,34,37,31,28,204
29,21,31,24,36,28,33,336
26,38,23,21,41,29,30,166
22,22,33,32,32,29,36,202
17,32,30,20,43,35,35,198
30,23,18,27,45,31,27,225
17,49,26,20,31,24,24,163
16,56,21,26,43,29,30,34
22,20,36,24,42,34,29,347
28,23,24,28,40,27,37,164
19,34,22,28,45,34,36,219
34,23,35,20,40,24,29,264
27,29,15,18,39,34,29,249
24,48,15,29,47,41,25,74
25,24,29,19,40,19,37,25
17,52,11,36,47,39,35,174
26,24,32,26,43,24,42,264
39,35,29,25,41,33,20,159
22,12,24,26,35,36,29,80
20,21,27,28,46,29,41,296
33,33,18,25,34,31,24,214
25,17,20,22,32,33,29,265
33,33,18,21,35,28,29,380
24,27,24,29,41,32,34,183
25,34,30,23,31,36,42,198
15,23,18,34,46,32,30,195
33,26,31,21,29,29,31,328
26,29,26,24,39,27,31,164
30,18,28,32,47,27,33,220
33,41,18,14,44,31,33,217
28,19,19,25,36,25,39,152
13,39,16,40,37,34,38,169
13,31,18,26,37,33,30,166
33,13,38,29,31,23,28,359
31,35,24,29,33,26,25,208
13,20,23,18,28,35,28,118
39,33,36,23,33,23,32,261
28,22,19,24,47,30,27,250
12,44,23,28,38,37,33,128
31,51,20,19,30,34,23,395
22,52,19,34,38,35,36,205
23,31,18,34,37,37,30,249
24,37,25,30,41,33,32,404
33,32,17,35,39,41,26,317
19,59,26,23,31,33,38,132
19,46,9,35,32,31,31,61
27,21,30,22,48,25,34,114
28,23,21,20,38,26,32,393
27,26,27,24,33,26,34,249
21,34,27,22,40,33,27,238
19,22,17,31,33,27,24,242
22,37,25,30,28,32,38,237
27,12,29,25,34,32,30,275
26,24,26,25,40,35,29,250
26,31,25,16,32,24,28,136
26,22,21,26,45,35,31,53
26,19,16,36,33,30,26,332
22,23,19,17,48,31,28,140
25,23,22,15,46,37,25,112
38,26,34,17,32,30,36,267
16,42,13,20,34,40,26,152
25,24,19,20,45,36,36,204
29,29,25,14,42,40,28,174
15,40,18,24,31,26,23,84
27,44,28,27,37,34,31,270
23,28,21,33,43,37,29,219
36,38,32,17,45,28,36,126
15,52,25,25,35,29,35,131
26,38,28,22,39,28,32,289
20,31,23,22,32,32,36,145
24,21,26,29,34,32,37,277
29,34,36,26,30,31,36,324
23,31,27,22,34,28,39,125
22,72,24,17,34,32,35,21
28,20,25,30,42,28,26,237
22,31,20,20,39,32,26,190
24,25,16,26,34,37,18,117
14,49,19,26,41,24,34,140
20,47,29,25,32,38,35,139
35,21,30,24,36,26,24,232
27,23,23,22,41,31,29,125
27,38,17,31,35,33,28,314
27,40,29,26,37,27,33,138
32,41,25,22,34,34,33,370
17,43,14,28,34,26,22,190
36,36,18,27,39,33,24,435
24,26,25,24,30,39,25,267
23,27,18,33,43,38,29,182
21,50,18,33,38,29,31,188
17,43,30,35,39,27,44,282
10,47,32,23,33,30,41,337
22,29,32,30,40,39,39,263
31,27,26,14,35,32,23,228
27,27,22,28,29,31,25,187
22,18,29,23,36,28,34,203
36,48,27,8,39,28,27,66
13,46,14,33,38,34,34,202
25,40,20,26,33,26,32,88
25,29,31,27,30,30,34,187
25,41,23,17,30,32,24,61
36,40,32,17,37,40,28,277
29,50,22,27,26,34,28,338
20,38,23,22,37,26,34,150
32,35,28,33,41,28,31,205
40,36,34,34,30,28,28,317
30,26,20,22,39,27,26,142
26,22,22,26,30,35,32,342
31,41,35,19,34,30,23,301
28,33,19,40,39,26,25,135
18,34,21,20,34,27,34,264
17,29,26,30,31,25,40,166
26,28,23,29,28,26,30,109
30,23,15,32,34,21,24,64
28,27,30,16,30,28,38,264
16,55,21,20,41,33,34,235
19,34,15,22,34,34,24,173
21,18,27,20,50,25,26,114
25,72,24,25,35,30,23,188
31,26,28,11,41,28,22,101
31,37,17,30,36,31,28,254
27,44,31,26,23,32,32,326
35,35,19,25,38,32,28,145
28,12,21,24,38,31,24,387
26,34,21,36,44,29,33,227
21,27,26,22,39,32,36,181
20,17,24,18,36,36,42,269
16,22,20,28,33,28,39,341
26,26,19,30,47,27,25,203
25,38,16,40,46,27,24,172
20,39,25,26,37,30,29,98
33,36,23,32,44,43,27,255
24,26,28,20,40,35,39,244
16,56,25,18,31,25,35,151
28,21,20,24,30,27,29,228
25,30,13,38,45,30,32,220
35,36,22,27,42,28,31,155
22,26,16,22,40,32,28,147
30,25,23,18,35,28,29,211
15,49,11,20,37,40,27,238
36,38,30,17,41,28,23,171
21,32,18,33,44,30,37,230
20,40,18,21,39,36,28,109
19,36,23,24,38,27,36,143
26,41,16,34,35,27,28,227
32,21,27,27,35,29,35,305
30,34,31,28,38,41,32,260
19,52,16,25,26,24,23,133
25,31,26,27,41,34,40,179
31,32,24,25,46,40,25,285
15,50,18,25,39,31,30,142
28,39,31,22,30,32,43,276
17,33,18,26,36,26,32,186
26,42,23,25,39,33,19,186
34,13,18,19,37,35,26,223
29,22,20,25,41,31,26,342
29,31,30,18,33,31,41,291
26,31,30,21,31,34,43,246
24,29,17,27,39,30,30,237
26,30,18,24,30,36,24,252
31,27,20,26,37,29,23,254
20,34,21,19,25,24,35,165
24,43,23,24,30,35,24,268
19,49,12,28,41,34,26,121
36,39,32,29,40,25,33,358
37,31,36,33,36,30,31,255
20,37,15,19,44,28,29,15
32,29,20,23,38,35,29,193
19,47,23,11,45,41,39,151
24,38,19,35,37,35,26,237
25,43,25,16,35,31,33,110
27,32,29,11,40,30,28,165
20,31,28,31,44,33,37,320
26,41,23,24,40,30,33,173
25,35,22,33,37,30,19,94
28,38,20,25,33,35,31,371
33,33,22,33,48,31,24,270
28,30,31,21,32,33,35,351
29,38,22,29,32,34,32,219
39,33,25,36,39,29,20,296
23,43,31,21,24,26,26,170
31,31,24,26,33,38,21,339
45,18,20,31,35,33,26,245
29,33,12,30,43,36,33,172
18,34,22,27,46,30,29,164
15,26,22,29,30,28,37,173
27,24,22,37,38,31,38,202
20,38,20,24,25,28,38,36
25,46,26,19,35,24,27,146
20,49,13,29,40,35,32,162
13,29,17,26,49,37,24,159
24,32,23,24,44,40,33,120
16,29,16,15,45,32,20,33
25,40,17,39,42,34,31,50
30,24,26,21,44,29,26,121
31,35,24,19,37,27,40,229
18,28,22,26,37,31,27,192
32,33,27,33,38,30,29,395
18,41,16,20,37,35,36,114
25,49,20,32,42,30,35,141
14,48,25,26,38,34,40,143
34,41,27,38,22,32,25,230
24,35,29,28,33,27,38,268
39,32,28,16,39,24,28,265
23,40,23,26,43,34,27,96
16,41,26,25,34,31,27,72
18,34,27,26,42,41,31,311
13,53,17,33,36,42,35,317
25,53,21,31,31,17,32,52
28,45,23,17,35,37,37,153
14,37,13,23,50,34,26,151
28,22,27,30,46,34,36,373
27,36,17,28,41,29,22,311
14,31,18,25,48,36,30,98
17,38,26,26,42,38,36,280
20,20,21,19,35,24,35,138
27,28,27,16,40,24,39,197
25,28,26,18,28,28,27,214
17,41,22,32,28,24,31,90
30,17,23,30,43,27,26,69
20,44,26,26,26,32,35,195
22,28,17,27,40,32,20,380
23,40,24,27,32,31,41,249
24,27,13,34,43,36,30,113
18,33,29,35,46,39,30,198
25,21,25,29,40,36,35,403
21,52,24,28,33,31,37,362
18,44,27,19,42,43,26,159
26,27,25,26,43,25,22,116
13,50,21,40,46,38,25,94
24,30,22,29,35,35,30,244
12,42,18,32,36,28,39,113
24,35,19,20,38,28,32,258
22,28,22,29,31,29,26,161
14,41,11,10,42,34,37,303
28,42,17,19,22,24,23,10
21,26,22,24,50,28,37,176
23,18,15,29,44,34,31,224
15,24,15,30,41,36,35,52
27,22,29,36,39,36,38,347
23,32,24,30,37,33,32,114
21,47,11,28,35,32,23,172
15,51,24,24,40,26,33,125
17,51,19,37,43,36,30,247
22,29,18,34,44,23,26,104
22,33,22,24,37,27,26,255
30,38,29,25,42,30,34,261
14,75,15,25,29,35,36,161
12,45,20,32,49,33,39,141
33,32,21,29,35,34,33,326
18,40,23,20,34,35,39,196
33,23,24,19,29,37,33,290
29,20,27,32,29,32,26,315
29,29,17,26,40,36,18,164
36,30,20,23,43,27,27,258
28,39,16,34,46,34,15,85
25,20,14,32,33,36,30,303
31,31,25,19,34,25,31,185
27,30,26,27,39,34,31,209
28,44,15,20,30,31,22,210
18,40,36,22,41,25,36,163
19,29,24,17,38,32,35,257
27,38,25,27,46,23,30,140
15,45,15,36,35,36,30,243
19,43,19,18,44,33,29,113
21,23,13,23,43,29,29,184
31,33,17,17,41,35,29,82
25,39,14,29,38,38,32,128
17,29,27,29,39,36,30,150
19,44,12,22,36,40,37,239
21,37,21,31,29,26,42,149
23,39,24,24,37,30,33,209
22,30,21,32,43,32,34,137
22,43,23,18,38,39,36,160
28,24,18,26,32,26,33,355
19,14,16,26,42,35,41,158
19,50,20,24,47,31,31,163
23,29,27,21,45,28,33,264
25,45,18,27,40,39,40,162
25,35,24,28,38,30,33,392
19,34,21,37,42,33,27,125
29,37,24,32,29,21,32,242
35,13,40,14,23,31,29,375
35,13,25,25,49,28,36,294
23,48,22,29,42,28,39,225
37,20,24,29,38,31,17,372
31,20,18,27,44,25,23,275
31,39,24,37,38,24,26,79
32,23,32,15,36,33,28,87
34,47,24,25,31,29,24,205
28,21,19,30,41,32,28,228
27,38,21,30,39,30,24,41
20,21,31,23,46,37,27,226
19,36,19,28,41,32,29,156
28,37,31,26,44,34,34,152
33,13,32,23,44,36,40,281
22,57,20,18,34,33,38,168
28,30,27,28,38,32,27,276
38,17,36,22,37,23,38,337
11,42,26,18,46,28,41,56
27,20,30,32,34,34,37,225
16,46,14,23,32,40,31,309
24,42,15,32,41,39,31,108
22,51,10,30,43,29,26,15
31,32,25,9,28,26,33,144
34,21,28,30,29,26,27,398
25,22,14,21,43,34,29,189
19,61,20,34,34,29,29,82
19,28,12,18,36,25,25,154
31,19,33,27,46,29,36,206
23,33,22,20,34,34,33,115
29,34,22,17,33,39,21,271
28,53,25,25,27,29,25,248
