job_yrs,job_mths,worktype,cont_hrs,act_hrs,gender,dobm,doby,status,youngdep,elderdep,qualif,exercise,cigs,alcohol,time_rel,when_rel,job1,job2,job3,job4,job5,job6,job7,job8,job9,job10,job11,job12,job13,job14,job15,job16,job17,job18,job19,job20,job21,job22,job23,job24,job25,job26,job27,job28,job29,job30,job31,job32,job33,job34,job35,job36,job37,job38,job39,job40,job41,job42,job43,job44,job45,job46,job47,job48,job49,job50
6,0,1,37,39,2,12,78,1,1,1,3,4,1,10,4,2,6,2,2,5,5,3,5,6,3,6,6,3,3,5,5,5,2,7,7,2,5,2,7,5,5,5,2,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,2,6,5,7,2
0,9,2,12,12,2,10,88,1,1,1,2,4,2,20,2,2,6,5,6,4,4,2,6,6,5,4,5,5,5,6,3,5,6,6,7,3,6,6,7,5,5,2,2,5,6,6,5,6,3,5,5,5,3,5,3,5,5,6,6,4,4,2,5,4,6,3
10,4,1,36,42,1,6,62,2,2,1,4,2,1,25,3,2,5,4,4,5,4,3,5,4,3,5,5,4,3,4,5,4,4,3,4,4,3,5,3,4,3,5,4,3,4,5,5,4,5,3,5,5,4,3,4,5,5,4,4,3,4,5,6,5,4,4
4,8,2,21,28,2,11,82,1,1,1,5,3,1,30,5,2,4,3,6,3,2,6,5,5,5,2,7,5,4,5,5,3,5,3,2,5,6,4,3,5,3,4,3,4,3,2,5,3,4,4,3,5,5,6,3,4,3,2,3,4,4,1,3,2,6,7
3,0,1,36.25,36.25,2,6,64,2,2,1,2,4,1,5,2,2,4,4,4,4,4,3,5,5,3,4,5,2,2,5,2,3,3,5,2,2,4,5,4,5,5,5,2,5,5,6,6,5,2,4,4,7,6,6,4,4,6,4,4,5,5,2,3,5,6,6
3,0,1,36.25,36.25,2,6,81,2,1,2,4,4,1,2,4,2,4,1,4,4,2,2,3,2,3,7,1,1,1,5,5,2,6,2,6,6,1,3,2,3,4,5,1,3,5,5,1,7,4,1,4,7,4,3,3,2,2,4,2,4,5,1,2,3,7,6
3,0,1,36,36,2, , ,2,1, ,2,2,1,0,3, ,3,4,4,4,4,1,1,6,3,3,6,3,5,7,5,3,2,4,2,2,3,3,2,4,4,4,2,2,2,2,6,6,4,3,3,7,2,2,3,4,2,3,3,1,2,2,3,2,6,4
1,2,1,37.25,37.25,2,2,83, ,1,4,3,2,15,4,2,2,3,6,4,2,3,5,4,5,2,3,6,4,3,3,3,2,4,4,4,5,2,1,6,4,2,4,6,7,5,2,4,5,3,5,5,6,6,3,3,4,5,2,3,3,3,5,6,5,6,3
3,2,2,20,22,2,10,76,2,2,1,2,4,2,8,2,2,4,5,6,5,2,2,6,6,6,2,4,6,4,6,4,5,2,5,3,3,4,3,3,4,4,5,4,5,6,6,5,5,4,5,6,4,5,4,6,6,7,5,4,4,4,5,4,5,6,6
19,7,1,37.25,40,2,3,54,2,1,2,1,1,2,1,2,2,1,6,7,6,2,2,1,3,7,3,5,2,7,7,6,5,2,2,1,7,3,5,5,5,5,2,1,7,6,5,6,6,1,3,5,6,6,6,5,2,5,3,1,2,6,1,2,5,7,6
0,6,2,4,18,2,8,88,1,1,1,3,2,2,11,2,4,6,3,5,5,6,3,3,5,3,6,4,5,3,6,2,5,2,5,3,2,4,3,7,5,6,6,4,4,5,6,6,6,6,4,5,6,7,7,4,7,5,5,4,5,5,3,6,5,5,3
4,11,1,40,40,2,2,79,1,1,1,3,3,2,4,3,4,6,5,7,7,7,1,7,5,7,7,6,2,5,6,5,6,2,5,2,1,6,2,6,6,5,7,1,7,5,6,7,7,7,5,6,7,6,6,5,7,6,5,4,6,4,3,6,7,6,3
5,4,1,40,40,2,11,73,2,1,1,2,6,2,8,3,2,4,2,6,5,3,6,3,3,6,3,5,5,3,4,2,3,5,5,1,3,4,3,1,4,4,3,5,4,6,3,3,5,4,3,5,3,2,4,4,3,5,5,3,3,1,5,4,3,6,7
2,7,1,40,40,1,1,83,1,1,1,3,2,1,3,2,2,6,4,7,7,6,4,5,7,7,6,6,2,4,5,4,6,2,7,5,7,5,2,1,7,5,7,1,6,6,5,5,5,7,5,5,6,3,6,6,5,5,6,6,7,5,2,5,7,7,2
4,1,2,4,16,2,6,85,1,1,1,4,2,1,5,3,2,5,6,6,2,7,1,3,6,4,7,6,5,3,6,3,7,1,5,1,4,5,2,5,6,4,1,7,3,2,1,6,5,3,2,4,6,5,4,3,7,6,5,3,1,4,1,6,1,6,6
2,5,2,8,13,2,5,64,1,1,1,3,4,1,4,2,2,3,5,5,2,2,1,6,4,4,1,3,6,3,2,3,5,7,6,7,3,5,5,2,3,6,6,6,3,7,1,1,4,1,4,2,2,4,5,6,6,6,3,5,2,6,1,3,6,7,7
20,7,1,38,45,1,5,56,2,2,1,4,6,1,2,3,2,5,4,6,6,3,7,2,5,5,3,4,5,5,5,6,2,6,5,1,6,6,1,4,5,7,7,4,7,7,6,5,6,5,7,5,5,5,6,6,5,5,6,4,5,3,5,4,6,5,3
5,0,2,21,25,2,2,54,2,1,1,4,5,1,3,2,2,5,3,2,1,5,3,1,5,2,3,6,1,3,4,7,1,2,6,3,6,6,1,6,4,6,4,1,3,4,6,3,6,2,5,5,3,6,6,7,5,5,5,6,2,7,4,4,6,6,3
0,2,1,33,33,2,12,86,1,2,1,4,5,1,14,5,4,6,7,7,4,1,7,5,4,2,4,7,3,6,7,5,4,6,5,1,1,6,2,5,2,4,6,7,7,6,7,6,5,4,6,6,7,5,7,7,3,4,6,4,4,6,4,7,6,7,5
10,3,1,40,40,2,9,77,1,1,1,2,3,1,10,1,4,6,6,6,5,6,1,7,6,6,6,7,2,4,5,5,6,1,6,6,1,7,1,7,5,5,6,2,3,4,3,7,5,6,5,6,6,7,6,4,7,5,5,4,4,4,4,5,5,7,2
1,0,1,40,40,2,1,70,1,2,1,4,5,2,1,2,1,2,6,6,1,6,2,1,3,5,3,2,7,7,3,1,6,1,2,1,1,6,7,1,1,1,2,7,6,2,2,1,5,1,1,5,2,2,6,1,1,2,2,1,1,1,2,1,2,5,7
6,0,1,40,55,1,10,76,1,1,1,4,2,2,1,4,2,1,6,6,3,6,1,4,4,4,6,6,2,2,6,4,5,6,4,3,1,3,5,3,1,1,2,7,4,6,2,5,7,1,2,2,6,7,7,1,3,2,6,5,3,6,4,3,4,6,4
1,0,1,40,54,2,3,83,1,1,1,4,6,2,0,2,1,6,1,2,3,3,7,7,6,1,2,6,7,1,3,7,3,7,6,5,2,7,1,6,5,2,6,7,7,6,6,3,7,6,7,6,3,2,7,7,4,4,6,4,3,7,7,5,6,6,2
0,6,1,40,55,1,3,80,2,1,1,4,5,1,0,3,2,2,2,2,1,6,4,7,6,1,6,6,6,2,6,7,6,6,3,2,7,6,1,3,1,4,6,7,1,7,5,4,7,1,7,7,5,5,6,7,6,7,2,1,1,6,5,5,6,6,7
2,8,1,40,45,1,3,78,2,1,1,5,3,2,3,2,1,3,6,2,1,6,1,6,7,1,3,6,5,1,4,3,1,1,4,1,5,6,3,5,1,3,7,7,2,2,2,5,5,2,4,5,2,7,7,5,5,4,5,4,1,7,1,5,2,7,2
0,9,1,35, ,2,5, ,2,2,2,5,2,2, ,2,2,4,4,4,2,2,6,7,3,7,1,7,6,6,6,1,4,3,1,1,7,1,4,3,1,4,4,4,7,6,4,4,6,1,7,6,4,4,4,4,4,7,2,4,1,1,1,4,1,5,7
0,2,1,36,40,2,4,79,1,1,1,5,2,2,6,2,2,4,6,4,6,6,2,5,5,7,5,6,1,2,4,4,4,2,6,2,4,4,5,6,4,4,3,1,2,1,2,4,4,5,3,5,4,6,6,4,7,5,6,1,6,5,1,5,3,7,4
0,11,1,35,35,2,9,84,2,1,1,5,5,2,1,1,1,7,6,5,7,7,1,6,7,4,4,6,1,1,5,6,6,1,7,4,2,7,1,6,4,7,7,4,2,4,7,7,7,6,5,7,7,4,6,4,7,7,7,6,7,7,1,6,6,7,2
3,5,1,48,60,2,8, ,1,2,2,2,6,2,1,5,4,6,6,7,1,7,6,2,6,7,4,4,2,7,7,7,6,6,6,1,6,5,1,5,5,6,6,1,7,7,5,6,6,1,7,6,6,2,6,7,5,6,5,4,1,6,7,5,2,6,2
2,6,1,40,60,1,5,82,2,1,1,4,2,2,2,5,2,6,6,7,2,7,7,6,4,3,6,6,7,7,6,1,6,7,4,7,4,6,7,4,2,3,3,4,7,7,2,1,6,2,1,5,4,1,1,1,4,4,4,5,1,1,7,3,5,5,7
5,2,1,40,45,2,7,79,2,1,1,5,4,2,1,3,2,2,3,6,1,6,2,7,3,5,6,5,7,6,7,2,4,6,3,2,7,7,3,2,6,2,4,6,3,3,2,6,5,2,5,6,5,7,6,2,5,6,1,3,1,4,6,2,5,7,2
4,7,1,40,60,1,11,78,2,1,1,5,3,2,2,2,2,1,7,6,1,1,1,6,7,1,1,2,2,1,5,2,1,2,6,3,6,2,2,1,1,2,6,6,1,3,6,7,6,1,5,5,5,6,6,2,6,6,5,6,1,5,1,1,6,6,3
0,2,1,37.5,40,2,4,83,1,1,1,5,5,2,0,2,2,6,4,6,5,5,5,6,6,5,5,6,4,4,5,3,2,2,6,5,3,2,4,5,4,4,4,5,5,6,5,4,5,4,2,6,4,6,6,4,5,6,5,5,4,4,2,4,5,6,4
0,5,1,40,60,1,1,78,2,1,1,5,2,2,1,2,2,5,4,5,7,5,1,7,6,6,5,3,7,3,4,7,5,3,6,6,1,3,6,3,6,6,5,1,5,5,6,3,6,6,6,6,4,7,7,7,7,4,6,5,6,6,1,5,2,7,1
0,8,1,40,50,2,1,53,2,2,1,5,1,2,0,2,1,3,1,1,1,5,1,5,5,5,6,4,3,5,5,5,5,4,4,1,1,4,4,1,4,4,4,1,4,4,5,4,5,4,5,6,6,7,7,7,7,7,3,4,4,6,1,2,4,6,2
1,0,1,45,50,1,2,82,1,1,1,5,3,2,4,3,2,6,1,1,5,4,5,7,6,2,6,3,5,1,5,4,4,4,5,3,5,5,6,4,5,5,5,6,1,4,6,6,6,5,5,5,5,6,6,3,5,5,5,5,5,6,3,4,6,6,6
1,0,1,35,35,2,7,80,1,1,1,5,4,2,7,1,2,1,1,1,1,2,3,4,5,1,2,6,7,1,7,1,1,3,2,1,7,3,7,4,1,1,4,7,1,4,3,3,4,1,1,4,4,3,2,1,1,3,4,1,1,1,1,2,4,7,7
0,6,1,40,40,2,1,85,1,1,1,5,4,1,1,4,2,5,4,6,7,7,1,4,5,6,6,4,2,4,3,5,5,3,5,4,3,4,2,5,5,5,5,2,3,5,6,6,5,6,4,5,3,4,4,5,5,4,5,5,6,5,1,5,5,6,3
0,3,1,40,40,2,12,85,2,1,1,5,1,2,0,2,2,7,6,3,2,3,2,5,4,7,3,5,7,7,4,5,2,4,5,5,5,5,2,6,5,4,4,7,7,6,2,4,5,5,5,5,3,5,5,5,4,5,5,5,3,5,5,5,5,5,5
5,0,1,40,50,1,2,63,2,1,1,5,1,1,12,2,1,7,6,2,7,5,2,1,6,6,6,6,1,3,7,7,5,2,7,1,4,6,1,7,6,7,7,1,3,5,5,7,5,5,7,6,6,7,7,7,7,7,6,3,5,7,2,6,7,7,2
0,3,1,40,40,1,3,88,1,1,1,3,1,1,15,3,2,2,1,2,2,4,3,5,1,3,4,7,6,1,3,1,5,6,1,1,5,4,7,7,4,3,2,6,2,1,1,6,5,3,1,2,4,1,2,1,3,5,2,1,4,1,2,2,1,6,5
0,7,2,12,20,1,2,88,1,1,1,3,1,1,10,2,2,2,1,7,3,4,3,5,4,2,4,5,7,1,7,3,7,7,2,1,7,5,2,6,1,1,6,1,7,1,3,7,7,3,1,7,7,6,6,2,7,6,1,3,1,2,4,2,1,7,7
16,2,1,37.5,37.5,1,8,69,2,2,1,4,2,1,3,3,1,6,5,6,6,7,2,5,6,6,6,4,2,3,4,5,6,2,6,6,2,5,2,6,6,3,6,1,1,4,6,5,5,6,5,5,5,6,6,6,7,6,6,6,6,6,6,6,6,7,6
12,2,2,26.5,26.5,2,8,69,2,2,1,5,4,1,0,2,2,6,5,6,6,7,1,4,6,6,5,6,1,4,5,4,6,1,6,3,5,6,2,4,4,5,6,1,3,2,6,5,5,4,2,5,5,4,5,5,7,5,5,4,6,6,2,5,6,6,3
4,2,1,37.5,40,2,11,63,1,1,1,4,1,1,3,2,2,3,3,3,7,5,1,1,4,4,1,7,1,3,7,7,2,1,4,1,7,5,2,5,2,3,1,1,4,7,7,1,6,1,1,6,5,7,7,7,4,5,2,1,7,7,1,1,5,6,4
29,2,1,37,37,1,7,63,1,2,1,2,4,1,3,3,1,4,6,6,6,7,2,2,3,6,7,6,6,5,7,2,2,2,5,5,5,3,2,2,3,2,3,2,6,5,4,6,5,2,2,4,3,6,6,4,3,5,4,6,4,2,2,3,2,6,5
5,0,1,40,50,2,1,72,2,1,1,4,1,1,12,1,1,7,1,7,7,7,1,5,7,1,4,7,1,1,7,7,4,2,7,6,6,7,1,7,5,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1
7,8,1,40,45,2,7,64,2,2,1,2,3,2,14,3,2,3,4,4,1,5,5,1,1,7,4,2,5,4,7,7,5,2,1,1,1,5,1,2,1,4,4,1,6,1,1,1,4,1,5,6,1,6,5,6,1,5,2,6,1,6,1,2,6,4,1
0,3,1,35,43,2,7,87,1,1,1,3,5,2,1,4,2,4,1,3,5,4,4,1,4,7,5,2,4,3,5,1,5,4,4,1,5,3,4,3,3,3,3,7,4,4,2,3,4,4,3,3,3,2,2,3,2,3,4,4,3,3,1,3,2,4,3
23,2,1,40,50,2,4,57,1,2,1,6,2,2,20,2,2,5,3,6,2,5,1,1,7,7,7,5,2,6,7,7,7,3,4,1,4,6,1,6,7,7,7,1,7,3,4,5,6,4,7,5,6,7,7,6,5,3,5,1,4,6,1,4,7,7,1
2,6,2, ,32,2,3,85,2,1,1,4,3,2,5,1,2,4,6,5,2,5,2,5,6,3,5,3,5,6,2,3,4,2,5,2,4,3,3,5,3,4,2,6,3,3,2,3,6,2,2,5,5,3,2,2,2,4,5,2,3,2,2,3,3,4,5
1,0,2, ,32,2,8,85, ,1,1,5,4,2,10,2,2,5,1,2,3,6,2,1,5,2,4,6,5,1,5,1,4,2,3,1,4,2,6,7,3,3,4,7,1,2,3,5,5,4,1,5,5,4,2,1,6,5,4,5,4,1,1,3,1,6,7
0,6,1,0,0,1,0,0,1,1,1,5,3,2,0,5,2,2,2,4,1,2,2,1,1,1,2,2,4,1,4,1,1,3,1,1,1,1,7,1,4,4,1,7,7,1,1,1,4,1,4,4,1,7,7,1,7,4,1,1,1,1,6,1,7,4,4
0,2,1,37.5,37.5,2,10,86,2,1,1,4,4,2,2,4,2,5,3,3,4,4,3,4,3,4,4,3,5,5,3,4,3,4,3,6,4,3,4,5,4,3,3,4,4,4,4,3,3,4,3,4,3,5,4,4,2,3,3,5,5,4,3,3,5,2,5
0,1,1,37.5,40,1,12,73,2,2,1,4,5,1,1,4,2,0,3,2,5,0,5,5,5,4,0,6,0,0,6,4,0,4,6,0,0,4,0,4,0,0,0,2,4,4,4,4,0,0,0,0,0,5,0,4,5,5,5,0,5,6,5,0,6,6,0
0,2,1,37.5,39,2,4,56,2,2,2,6,6,2,0,3,2,6,7,6,4,5,5,3,5,6,6,7,5,7,4,4,6,6,5,4,6,4,4,2,4,4,2,4,6,6,4,7,7,5,3,6,7,4,5,5,4,7,5,3,3,5,7,5,6,7,5
0,5,1,37.5,37.5,1,9,77,2,2,1,4,5,1,4,3,2,4,2,3,1,2,1,2,2,3,5,6,5,2,6,3,3,3,2,1,7,5,5,1,4,3,1,5,2,7,1,1,5,2,2,5,5,1,1,1,5,5,5,2,2,1,2,2,2,6,2
2,0,1,37.5,45,2,10,66,2,2,1,2,4,2,14,3,2,3,5,4,2,4,2,5,3,2,4,1,1,3,2,1,3,2,5,2,6,4,4,2,4,5,4,2,2,5,3,3,6,2,2,5,3,7,7,4,4,5,4,2,2,5,2,3,2,6,4
23,5,1,0,38,2,11,59,2,2,1,0,2,2,1,3,2,7,7,4,1,7,3,1,1,7,6,1,5,5,7,5,5,3,1,1,7,2,4,1,1,4,7,1,2,3,1,1,4,1,7,7,1,7,7,7,7,6,6,4,1,4,6,4,4,3,6
10,2,1,42.5,40,1,3,75,2,2,1,3,4,2,1,4,1,7,7,7,2,7,1,2,2,7,7,7,2,7,7,7,6,1,2,1,7,5,1,3,2,7,6,4,7,2,1,2,6,1,3,7,4,5,7,6,7,7,6,1,1,6,5,7,7,7,6
22,11,1,40,43,1,3,66,2,2,1,3,4,2,5,3,2,7,5,6,3,6,1,1,2,6,6,2,2,4,5,7,6,1,2,1,1,4,1,2,1,5,7,1,3,4,1,4,5,1,7,5,5,7,7,7,7,6,6,3,1,7,2,7,7,7,1
26,0,1,42,42,1,10,58,2,2,1,4,4,2,11,3,2,6,6,6,3,7,2,1,5,5,7,7,2,6,7,7,7,2,5,1,5,7,1,2,0,7,7,1,7,4,1,2,7,1,7,7,5,7,6,7,7,6,7,3,1,6,5,6,7,7,5
27,0,1,37.5,45,2,5,57,2,1,1,5,4,1,30,3,2,6,4,7,7,7,5,2,6,6,7,6,4,4,6,6,7,2,4,1,4,5,6,4,6,6,3,1,7,7,3,6,6,6,5,5,6,7,6,6,7,6,4,1,5,6,5,3,6,7,1
5,7,1,37.5,40,2,1,64,1,1,1,5,3,1,0,4,1,7,4,3,3,3,6,2,7,4,2,7,4,6,6,6,2,6,6,7,5,7,2,4,3,4,4,6,4,5,5,1,7,4,6,4,6,7,6,4,2,6,6,2,4,7,4,3,6,7,5
3,2,2,30,30,2,7,53,2,1,1,5,1,1,8,2,2,1,5,2,6,7,3,1,5,5,4,6,5,5,1,4,5,3,5,4,5,2,2,2,3,2,4,1,1,2,4,6,5,3,4,5,6,4,5,3,5,5,4,1,6,4,4,4,3,7,5
13,2,1,37,37,1,3,60,2,1,1,4,3,1,12,3,2,2,5,3,7,7,3,2,6,5,5,5,5,5,2,4,5,4,5,4,4,3,3,2,2,2,3,2,2,3,4,5,5,2,4,4,4,4,5,4,4,4,5,1,5,6,4,4,4,6,6
26,1,1,35,38,2,11,59,1,1,1,4,2,1,2,3,2,6,2,3,4,6,5,2,6,3,6,5,3,2,6,6,6,3,6,2,4,3,2,3,5,6,5,1,3,6,7,5,5,5,3,5,5,7,7,5,6,4,6,6,5,5,3,4,6,6,3
4,0,1,38,50,1,4,53,2,2,1,4,4,1,9,2,2,4,2,5,5,6,2,1,5,3,6,6,2,2,5,6,6,4,4,3,6,7,1,2,6,6,6,2,3,6,2,3,7,5,4,5,6,6,6,5,5,6,5,6,4,5,4,2,7,6,4
9,10,1,37.5,45,2,7,55,1,2,1,4,3,1,7,3,2,5,4,6,4,6,5,1,4,4,6,5,2,5,4,4,6,5,4,2,4,5,2,3,5,5,5,2,4,6,4,3,5,4,4,5,5,5,5,4,4,5,4,3,4,5,4,3,6,6,4
4,0,1,36,45,2,10,53,2,1,1,5,4,1,5,3,2,5,6,5,6,4,6,1,5,2,3,5,5,5,5,4,4,3,5,4,2,6,3,2,6,5,6,4,4,6,4,4,5,6,2,6,5,6,5,2,5,6,5,1,6,4,4,4,4,5,5
2,6,1,38,50,1,2,55,1,2,1,5,2,1,14,3,2,5,3,6,7,7,4,2,5,4,6,5,4,3,7,7,6,2,3,1,2,6,6,3,5,5,2,6,6,6,3,6,5,5,3,3,3,7,6,5,7,4,4,5,4,6,7,3,6,5,6
6,5,1,37,43,2,10,56,2,1,1,4,2,1,5,3,2,5,5,5,5,5,6,1,4,4,5,6,4,4,4,4,5,5,3,3,3,5,4,3,5,4,5,3,4,5,3,3,4,4,4,4,4,4,4,5,5,5,4,2,4,5,5,4,4,5,4
4,7,1,40,50,1,8,84,1,1,1,2,1,2,15,1,1,1,6,5,1,2,5,1,7,3,4,1,5,6,7,3,5,2,7,1,6,4,5,2,3,4,5,7,6,4,7,5,6,2,3,6,7,6,7,4,7,6,5,7,6,5,1,4,4,7,5
4,3,1,37,37,2,12,82,1,1,1,2,1,2,20,5,2,4,4,7,6,7,1,1,6,7,7,7,1,1,7,7,7,1,7,1,1,4,1,5,1,7,5,1,7,1,1,6,7,2,6,7,7,6,6,7,6,7,5,2,1,7,1,5,7,5,7
7,9,2,24,32,2,12,76,2,2,1,2,1,2,2,4,2,5,5,5,7,2,7,4,3,7,5,4,6,6,7,2,1,7,2,1,4,1,6,2,5,1,2,3,7,7,5,7,7,6,2,7,3,3,3,6,2,7,3,1,5,5,7,2,3,5,6
3,5,1,37,34,2,8,79,1,1,1,4,1,2,6,2,1,5,3,1,1,7,1,1,4,1,6,6,5,4,6,7,7,1,4,1,1,7,7,3,1,6,6,7,5,5,4,5,7,2,1,7,5,7,6,7,4,5,6,1,1,7,1,4,7,7,5
2,2,1,37,37,2,5,80,1,1,1,4,1,2,10,3,1,5,1,1,1,7,6,6,5,2,1,6,5,3,7,7,1,7,6,6,6,7,7,6,5,7,6,5,2,6,7,6,7,5,7,7,6,7,7,7,6,7,7,6,5,7,6,6,6,6,5
2,1,1,37,37,1,2,85,1,2,1,2,1,2,14,4,4,2,7,5,2,3,6,2,7,4,5,2,6,7,6,4,6,3,7,2,7,5,6,3,4,5,6,7,7,5,7,6,7,3,4,7,7,7,7,5,7,7,6,7,7,6,2,5,5,7,6
1,7,1,37,32,2,11,84,2,2,1,2,1,2,2,4,4,1,7,7,1,3,1,1,1,7,1,1,6,7,7,2,4,1,1,1,1,1,7,1,1,3,1,7,7,1,1,1,5,1,4,3,1,7,7,1,7,6,4,1,1,3,1,1,1,6,1
8,5,1,37,37,1,5,76,2,2,1,2,1,2,5,4,2,6,7,7,7,7,1,6,5,7,7,5,7,7,7,2,7,5,6,1,1,6,3,7,3,3,6,7,7,6,6,5,7,7,4,4,3,3,3,3,1,6,3,4,6,1,1,5,1,6,5
1,6,1,37,45,1,8,79,1,1,1,5,1,2,15,3,2,7,1,5,7,7,1,7,7,4,7,7,1,1,4,7,7,4,7,7,1,7,1,7,7,7,7,1,1,6,7,7,6,7,7,3,4,7,7,7,6,4,7,7,7,7,3,6,7,7,1
0,5,1,37,37,2,5,74,1,1,1,2,1,2,4,3,3,1,6,6,2,2,1,1,1,6,1,1,5,6,6,1,3,1,1,1,1,1,6,1,1,2,1,6,6,1,1,1,4,1,3,2,1,6,6,1,6,5,3,1,1,2,1,1,1,5,1
1,11,1,36,34,1,10,83,1,1,1,3,5,2,17.5,1,2,1,1,7,1,1,1,7,4,1,7,7,7,7,7,1,7,7,1,1,7,7,7,7,5,1,1,7,1,1,1,7,7,1,1,7,7,5,7,1,4,7,1,5,1,1,7,1,1,7,1
1,2,2,19,19,1,8,75,1,2,1,2,3,2,5,3,2,3,4,5,4,5,4,1,3,6,5,4,5,5,5,3,2,6,2,1,6,1,4,2,1,2,2,4,3,5,6,3,5,2,6,3,1,6,3,5,6,2,2,2,5,7,3,5,4,7,3
1,1,2,24,26,2,9,87,1,1,1,2,6,2,10,2,1,4,4,5,3,5,1,3,5,4,4,7,2,4,6,5,6,1,3,1,6,6,3,7,4,4,5,5,3,3,1,7,7,2,3,1,7,4,5,2,5,5,5,5,2,4,1,4,5,7,5
4,4,2,21,24,2,4,87,1,1,1,4,2,2,5,3,2,4,3,2,1,6,2,1,1,3,3,3,7,2,4,4,2,3,2,2,6,3,4,5,4,4,4,6,2,5,1,6,6,4,3,3,3,4,4,4,5,4,5,6,2,4,6,4,4,7,2
6,2,2,16,22,2,4,35,2,1,1,2,4,2,0,1,2,4,1,1,5,7,1,1,6,1,4,5,1,1,7,2,4,1,7,3,5,7,2,5,6,1,5,1,1,4,1,7,7,4,1,4,7,5,5,1,7,5,6,6,5,7,1,5,7,7,4
15,3,1,25,25,2,8,58,2,2,1,3,4,2,1,2,2,5,5,4,1,3,4,3,5,3,4,6,6,5,6,3,2,4,4,4,4,6,3,5,5,6,6,2,5,7,1,3,6,4,6,5,7,7,7,5,6,5,5,5,3,4,5,4,5,7,4
3,5,1,34,34,1,11,85,2,1,1,5,1,2,20,4,2,2,7,7,7,7,2,1,1,4,6,7,5,3,7,1,5,2,2,2,3,5,1,7,2,1,2,7,5,1,1,1,6,4,5,7,5,1,1,1,1,7,3,3,7,2,7,1,1,6,6
2,9,1,36.5,36.5,2,3,72,2,2,1,2,2,2,0,2,2,3,7,7,3,6,5,4,5,1,6,7,1,6,1,6,3,6,2,5,2,7,2,6,2,5,1,1,1,2,2,7,7,6,2,7,7,1,1,2,2,7,3,2,3,7,5,2,7,7,6
4,1,1,37,37,1,12,70,2,1,1,3,2,2,2,2,2,4,6,6,1,1,1,6,5,6,1,6,1,2,7,5,1,2,4,1,1,6,1,6,6,6,4,1,6,4,6,7,7,6,6,4,6,6,6,6,7,7,4,1,1,7,1,1,5,6,4
12,0,1,34,38,2,3,58,1,2,1,4,6,1,6,2,2,1,4,1,1,4,1,1,1,4,5,2,2,4,7,4,2,4,1,2,4,5,3,1,4,4,4,1,4,7,1,2,6,1,3,4,2,6,6,4,2,7,2,1,5,7,3,2,7,6,5
0,3,2,15,18,2,7,87,2,1,1,3,2,1,8,4,2,1,3,4,1,5,7,1,4,2,5,3,7,4,5,1,2,7,4,2,6,2,7,2,4,3,1,7,4,7,2,4,2,4,1,4,6,4,1,1,1,6,4,4,4,1,7,4,1,3,7
1,5,1,37,37,1,11,86,2,1,1,4,2,1,10,2,2,5,6,2,4,2,6,5,6,2,2,6,5,4,5,5,2,6,4,2,4,3,4,3,4,4,6,7,2,5,6,2,5,4,2,3,6,7,6,2,7,5,4,4,4,5,7,5,3,6,3
0,4,1,30,35,2,2,86,2,1,1,4,4,1,10,4,2,5,7,7,2,5,6,3,3,7,5,2,5,7,3,5,3,6,3,1,7,5,3,2,4,4,6,5,7,4,2,2,6,2,5,4,6,1,2,5,3,3,5,1,2,3,5,5,3,5,5
0,6,2,30,33,2,12,86,2,1,1,5,42,1,12,5,2,5,7,7,2,5,7,2,1,7,5,2,6,7,6,2,5,7,2,1,7,6,2,1,2,3,2,7,2,7,1,2,5,1,5,5,6,1,1,4,2,5,2,1,1,3,6,2,3,4,6
5,3,1,20,20,2,4,86,2,1,1,4,3,1,15,2,2,5,6,6,5,7,7,5,6,7,6,6,3,6,7,5,5,7,4,1,3,5,3,6,7,5,4,5,5,3,1,4,6,4,5,5,5,4,4,6,5,6,6,5,5,5,3,5,1,7,6
3,0,2,12.8,12.8,1,11,85,2,1,1,3,3,1,5,3,2,4,5,6,5,6,6,5,5,7,7,6,3,6,6,4,3,6,4,1,3,5,3,5,5,4,5,7,6,6,6,6,5,5,5,5,5,5,5,5,6,7,6,5,4,6,5,5,1,7,6
3,0,1,15,30,2,9,85,2,1,1,3,1,1,6,1,2,4,6,6,4,7,4,5,7,4,7,5,1,4,7,6,7,4,7,7,5,5,3,2,5,7,6,3,3,2,5,4,4,4,6,7,5,6,5,7,7,6,6,7,5,6,3,5,7,7,4
1,0,2,10,10,1,6,86,2,1,1,2,3,1,5,5,2,6,1,7,2,7,5,5,7,7,7,7,1,6,7,1,5,3,6,1,1,1,1,1,6,7,5,1,1,3,1,7,5,2,1,7,7,5,1,1,7,7,7,1,1,1,7,1,4,6,1
0,6,2,15,6,2,1,85,2,1,1,3,3,1,10,2,2,5,2,3,6,7,7,6,3,5,5,5,6,6,7,1,5,7,1,1,2,6,6,1,2,1,2,7,5,5,1,2,5,2,2,5,5,1,2,2,2,5,1,1,2,5,5,2,1,5,7
13,6,2,17.5,18,2,9,58,2,1,2,3,2,1,8,2,2,1,2,2,2,1,2,1,1,3,1,4,1,3,2,1,1,3,1,1,7,3,7,1,1,1,1,6,4,7,1,1,7,1,7,7,1,1,1,1,1,6,1,1,1,1,6,1,1,4,7
