PID,age,card.pair,sym.col,trial.n,search.time.ms
P10,18,i.45,red,20,7265
P43,36,i.04,green,13,6870
P36,34,i.39,red,47,3795
P29,38,i.29,black,25,6990
P39,20,i.18,blue,38,8565
P30,25,i.02,purple,9,6340
P43,36,i.27,red,30,5355
P31,30,i.28,green,43,4620
P14,32,i.34,green,45,7950
P33,33,i.21,red,28.999999999999996,7020
P15,31,i.32,purple,23,4815
P15,31,i.07,yellow,36,2315
P17,48,i.18,blue,33,6380
P38,27,i.40,green,38,6290
P02,28,i.19,yellow,47,5150
P40,28,i.27,red,32,5360
P40,28,i.13,yellow,8,6425
P35,32,i.18,blue,15,4355
P24,39,i.27,red,48,4505
P32,28,i.06,blue,7.000000000000001,7515
P28,41,i.39,red,35,5145
P10,18,i.02,purple,21,7385
P22,28,i.07,yellow,8,5320
P04,30,i.44,purple,42,3900
P10,18,i.01,yellow,18,7515
P33,33,i.34,green,28.000000000000004,6130
P30,25,i.39,red,12,5985
P07,25,i.03,red,24,5800
P16,31,i.29,black,9,6960
P17,48,i.36,blue,11,6960
P32,28,i.29,black,2,5845
P29,38,i.24,blue,17,4465
P14,32,i.22,green,23,5390
P15,31,i.31,yellow,4,5565
P37,49,i.21,red,3,5865
P11,29,i.02,purple,41,3980
P05,29,i.41,black,4,5830
P18,22,i.25,yellow,28.000000000000004,8185
P37,49,i.16,green,17,5685
P23,36,i.33,red,2,2810
P40,28,i.15,red,18,2930
P03,25,i.24,blue,8,7005
P03,25,i.01,yellow,42,3145
P28,41,i.35,black,37,6610
P13,28,i.31,yellow,25,6625
P10,18,i.36,blue,40,7080
P30,25,i.18,blue,18,8115
P05,29,i.06,blue,38,7335
P41,22,i.39,red,44,2925
P43,36,i.41,black,5,8370
P11,29,i.04,green,44,4130
P03,25,i.48,blue,4,9520
P16,31,i.21,red,38,5565
P34,44,i.31,yellow,22,8150
P24,39,i.05,black,3,7185
P18,22,i.37,yellow,11,6435
P43,36,i.26,purple,31,7265
P33,33,i.15,red,46,6780
P21,22,i.36,blue,10,7805
P09,24,i.17,black,35,5080
P46,36,i.10,green,15,8800
P37,49,i.19,yellow,28.999999999999996,7185
P01,38,i.04,green,27,5385
P32,28,i.47,black,31,3965
P27,47,i.09,red,1,4755
P37,49,i.10,green,19,4820
P28,41,i.37,yellow,20,6475
P34,44,i.13,yellow,45,6950
P42,40,i.31,yellow,11,6915
P02,28,i.35,black,45,4435
P22,28,i.15,red,13,3060
P50,31,i.32,purple,1,5545
P16,31,i.15,red,7.000000000000001,6760
P49,28,i.05,black,6,9090
P28,41,i.48,blue,22,7375
P41,22,i.37,yellow,3,3010
P13,28,i.01,yellow,40,5560
P33,33,i.30,blue,37,8075
P04,30,i.19,yellow,7.000000000000001,6065
P17,48,i.20,purple,47,5925
P09,24,i.36,blue,27,5890
P23,36,i.24,blue,3,6705
P20,25,i.41,black,14.000000000000002,8510
P38,27,i.33,red,14.000000000000002,5620
P06,27,i.32,purple,38,5570
P38,27,i.44,purple,6,6940
P36,34,i.16,green,21,7180
P04,30,i.30,blue,24,6920
P25,46,i.08,purple,45,7755
P16,31,i.43,yellow,22,3225
P06,27,i.19,yellow,45,7245
P08,35,i.23,black,32,4010
P39,20,i.27,red,44,2515
P05,29,i.23,black,7.000000000000001,5125
P06,27,i.05,black,14.000000000000002,10840
P28,41,i.28,green,2,5795
P44,35,i.16,green,12,6155
P16,31,i.04,green,40,5400
P03,25,i.11,black,1,4590
P47,29,i.44,purple,17,6020
P36,34,i.22,green,30,6370
P37,49,i.46,green,38,5880
P27,47,i.21,red,19,3495
P05,29,i.35,black,20,5350
P37,49,i.31,yellow,5,4885
P32,28,i.35,black,16,5480
P08,35,i.47,black,4,8330
P45,31,i.14,purple,12,5995
P49,28,i.10,green,33,5380
P28,41,i.06,blue,15,5255
P37,49,i.44,purple,13,5730
P32,28,i.42,blue,14.000000000000002,7025
P05,29,i.03,red,32,4285
P47,29,i.04,green,41,6225
P25,46,i.26,purple,26,5780
P38,27,i.22,green,28.999999999999996,5490
P13,28,i.11,black,4,6940
P11,29,i.22,green,48,6430
P45,31,i.30,blue,34,6710
P01,38,i.25,yellow,11,2990
P19,31,i.48,blue,6,5735
P22,28,i.19,yellow,2,5140
P11,29,i.06,blue,23,6680
P11,29,i.45,red,24,8065
P40,28,i.19,yellow,20,5840
P36,34,i.25,yellow,9,7475
P20,25,i.30,blue,39,6015
P32,28,i.04,green,17,7215
P03,25,i.23,black,38,3800
P15,31,i.36,blue,43,1015
P09,24,i.44,purple,8,8915
P19,31,i.14,purple,43,4445
P49,28,i.32,purple,3,5665
P29,38,i.05,black,8,3540
P43,36,i.33,red,38,8860
P22,28,i.26,purple,34,6030
P18,22,i.22,green,10,5615
P26,20,i.23,black,17,6315
P50,31,i.39,red,43,4805
P10,18,i.39,red,45,4720
P37,49,i.05,black,42,7545
P25,46,i.30,blue,39,6235
P38,27,i.21,red,31,7665
P07,25,i.20,purple,33,6605
P45,31,i.45,red,13,6530
P45,31,i.13,yellow,22,6440
P13,28,i.12,blue,12,7435
P05,29,i.44,purple,46,4640
P46,36,i.34,green,27,3980
P03,25,i.07,yellow,35,4450
P32,28,i.13,yellow,24,4175
P04,30,i.24,blue,28.000000000000004,8055
P25,46,i.03,red,21,4340
P35,32,i.24,blue,40,7465
P20,25,i.07,yellow,38,4920
P09,24,i.34,green,34,6900
P14,32,i.42,blue,44,7325
P03,25,i.20,purple,17,7095
P39,20,i.47,black,9,7530
P06,27,i.28,green,21,6885
P47,29,i.38,purple,38,4990
P50,31,i.12,blue,10,9025
P42,40,i.26,purple,6,8075
P50,31,i.19,yellow,21,4800
P38,27,i.18,blue,24,5640
P38,27,i.11,black,41,4325
P26,20,i.37,yellow,22,5160
P10,18,i.19,yellow,11,5710
P48,45,i.23,black,24,3605
P03,25,i.33,red,5,6850
P31,30,i.07,yellow,19,5440
P21,22,i.48,blue,40,9515
P11,29,i.43,yellow,28.000000000000004,7640
P01,38,i.22,green,48,4335
P06,27,i.10,green,11,8390
P40,28,i.12,blue,14.000000000000002,5340
P21,22,i.20,purple,2,7960
P28,41,i.44,purple,28.000000000000004,6605
P48,45,i.36,blue,40,5470
P28,41,i.22,green,3,6610
P33,33,i.16,green,44,6415
P09,24,i.03,red,3,5870
P46,36,i.46,green,41,5415
P07,25,i.31,yellow,14.000000000000002,5645
P04,30,i.08,purple,1,6645
P30,25,i.16,green,48,6845
P25,46,i.25,yellow,22,5265
P47,29,i.24,blue,45,9215
P14,32,i.43,yellow,5,4445
P17,48,i.26,purple,28.000000000000004,6195
P05,29,i.11,black,15,5570
P23,36,i.03,red,34,5145
P36,34,i.18,blue,2,8635
P29,38,i.01,yellow,20,6520
P30,25,i.45,red,28.000000000000004,5385
P38,27,i.15,red,37,7340
P21,22,i.04,green,38,6920
P18,22,i.04,green,40,5310
P01,38,i.05,black,5,7625
P21,22,i.14,purple,36,6605
P50,31,i.18,blue,13,5635
P50,31,i.13,yellow,28.999999999999996,5265
P46,36,i.17,black,1,7210
P04,30,i.25,yellow,48,4000
P41,22,i.08,purple,5,6295
P21,22,i.05,black,45,6130
P27,47,i.44,purple,27,4970
P10,18,i.35,black,19,7605
P19,31,i.36,blue,42,5665
P41,22,i.24,blue,34,4670
P04,30,i.46,green,37,4505
P11,29,i.35,black,26,7625
P37,49,i.35,black,10,7910
P41,22,i.33,red,28.999999999999996,3135
P14,32,i.30,blue,19,10070
P14,32,i.15,red,25,8030
P35,32,i.30,blue,21,5740
P07,25,i.37,yellow,38,3375
P11,29,i.29,black,7.000000000000001,5160
P01,38,i.10,green,41,4050
P20,25,i.13,yellow,41,6385
P08,35,i.17,black,47,4270
P23,36,i.14,purple,1,4090
P20,25,i.03,red,23,5425
P18,22,i.01,yellow,31,4225
P40,28,i.04,green,41,7740
P12,45,i.09,red,10,4895
P09,24,i.15,red,33,5690
P14,32,i.16,green,8,7825
P07,25,i.05,black,21,4315
P15,31,i.29,black,19,2990
P28,41,i.04,green,31,5775
P46,36,i.20,purple,16,8995
P05,29,i.20,purple,28.999999999999996,3475
P39,20,i.03,red,2,6900
P34,44,i.21,red,40,5790
P29,38,i.33,red,10,3090
P01,38,i.16,green,39,8600
P48,45,i.43,yellow,38,2485
P06,27,i.48,blue,16,10785
P26,20,i.08,purple,28.000000000000004,5510
P29,38,i.12,blue,5,4185
P24,39,i.12,blue,1,4845
P46,36,i.41,black,22,9275
P18,22,i.14,purple,26,8285
P19,31,i.42,blue,31,7085
P37,49,i.11,black,40,5850
P10,18,i.12,blue,44,4590
P26,20,i.16,green,9,7875
P07,25,i.30,blue,40,8095
P18,22,i.21,red,21,7490
P38,27,i.48,blue,44,5660
P30,25,i.28,green,23,6750
P47,29,i.23,black,25,5490
P36,34,i.01,yellow,28.000000000000004,4165
P34,44,i.41,black,18,6925
P09,24,i.02,purple,28.000000000000004,9555
P14,32,i.12,blue,6,7620
P50,31,i.42,blue,37,8350
P42,40,i.16,green,8,7460
P24,39,i.02,purple,26,5370
P41,22,i.26,purple,19,3630
P45,31,i.32,purple,10,7685
P42,40,i.19,yellow,20,4870
P15,31,i.10,green,14.000000000000002,5725
P17,48,i.29,black,9,8625
P44,35,i.28,green,18,4830
P10,18,i.17,black,8,5200
P47,29,i.36,blue,33,7965
P09,24,i.28,green,7.000000000000001,7710
P36,34,i.27,red,43,6465
P17,48,i.46,green,1,7750
P27,47,i.22,green,20,4155
P11,29,i.44,purple,28.999999999999996,7575
P09,24,i.37,yellow,18,4640
P49,28,i.34,green,1,7850
P31,30,i.25,yellow,36,4840
P42,40,i.39,red,34,5715
P35,32,i.27,red,23,5090
P24,39,i.13,yellow,32,5270
P17,48,i.16,green,44,6685
P26,20,i.21,red,4,6730
P25,46,i.46,green,42,6630
P14,32,i.18,blue,2,7010
P35,32,i.31,yellow,10,5005
P05,29,i.46,green,30,4145
P15,31,i.04,green,42,4640
P04,30,i.42,blue,19,8505
P43,36,i.20,purple,48,6470
P17,48,i.35,black,24,6855
P25,46,i.13,yellow,46,5605
P02,28,i.43,yellow,3,6800
P21,22,i.34,green,16,5025
P08,35,i.20,purple,25,5085
P41,22,i.46,green,4,3835
P34,44,i.08,purple,28.000000000000004,8755
P45,31,i.48,blue,20,8735
P34,44,i.37,yellow,8,6355
P02,28,i.41,black,20,6385
P35,32,i.14,purple,7.000000000000001,4110
P16,31,i.35,black,11,5080
P10,18,i.32,purple,7.000000000000001,7990
P45,31,i.07,yellow,7.000000000000001,5585
P29,38,i.02,purple,34,6020
P19,31,i.39,red,14.000000000000002,6600
P08,35,i.18,blue,21,6475
P29,38,i.03,red,3,2835
P09,24,i.29,black,4,4100
P30,25,i.46,green,34,7275
P42,40,i.02,purple,47,3800
P27,47,i.47,black,46,4420
P24,39,i.44,purple,13,6440
P39,20,i.07,yellow,14.000000000000002,4995
P31,30,i.18,blue,47,6970
P36,34,i.23,black,5,4805
P14,32,i.33,red,28.999999999999996,5460
P12,45,i.13,yellow,35,7235
P31,30,i.09,red,7.000000000000001,6535
P23,36,i.12,blue,14.000000000000002,5745
P47,29,i.34,green,28.000000000000004,5635
P34,44,i.25,yellow,31,4235
P31,30,i.46,green,20,6555
P08,35,i.24,blue,2,7775
P22,28,i.39,red,36,2760
P15,31,i.14,purple,31,5130
P28,41,i.42,blue,41,6255
P30,25,i.11,black,10,6150
P43,36,i.16,green,27,5845
P49,28,i.38,purple,4,7765
P09,24,i.30,blue,11,9710
P24,39,i.28,green,39,4680
P38,27,i.23,black,36,4600
P42,40,i.33,red,7.000000000000001,5520
P40,28,i.05,black,3,5970
P50,31,i.40,green,18,7260
P26,20,i.27,red,16,7940
P17,48,i.12,blue,46,7810
P18,22,i.18,blue,34,7080
P20,25,i.15,red,47,7110
P03,25,i.34,green,16,4080
P07,25,i.39,red,5,7265
P31,30,i.32,purple,11,7900
P26,20,i.45,red,19,4470
P08,35,i.05,black,14.000000000000002,9190
P50,31,i.15,red,23,6700
P37,49,i.23,black,22,5315
P08,35,i.16,green,39,7445
P34,44,i.17,black,48,6960
P43,36,i.37,yellow,43,2455
P45,31,i.19,yellow,43,7150
P36,34,i.20,purple,1,7040
P28,41,i.19,yellow,6,4910
P21,22,i.12,blue,6,10120
P42,40,i.38,purple,16,7405
P12,45,i.22,green,27,5075
P09,24,i.10,green,31,6930
P31,30,i.34,green,28.000000000000004,4305
P43,36,i.18,blue,2,8935
P44,35,i.43,yellow,26,3650
P36,34,i.47,black,31,3430
P44,35,i.11,black,9,4830
P39,20,i.35,black,1,6905
P02,28,i.44,purple,9,5175
P29,38,i.17,black,45,2395
P48,45,i.48,blue,8,6315
P29,38,i.38,purple,43,3775
P04,30,i.22,green,41,4140
P12,45,i.25,yellow,33,6270
P08,35,i.10,green,48,6045
P18,22,i.23,black,5,5840
P33,33,i.19,yellow,3,6800
P33,33,i.45,red,1,7670
P39,20,i.20,purple,40,6535
P04,30,i.02,purple,25,5075
P38,27,i.26,purple,10,8060
P27,47,i.26,purple,3,5410
P34,44,i.35,black,35,6370
P15,31,i.27,red,9,2800
P14,32,i.37,yellow,40,7405
P39,20,i.19,yellow,15,2655
P29,38,i.36,blue,22,3965
P40,28,i.42,blue,11,8245
P19,31,i.34,green,34,5530
P02,28,i.05,black,31,6145
P02,28,i.25,yellow,15,2110
P49,28,i.37,yellow,36,7330
P12,45,i.37,yellow,42,2305
P15,31,i.42,blue,5,8095
P39,20,i.45,red,13,5870
P07,25,i.16,green,22,5650
P08,35,i.40,green,26,7185
P38,27,i.35,black,32,5330
P10,18,i.22,green,15,6245
P35,32,i.47,black,16,5685
P30,25,i.07,yellow,47,6500
P07,25,i.06,blue,28.000000000000004,4430
P39,20,i.42,blue,32,6065
P40,28,i.22,green,16,7240
P48,45,i.32,purple,7.000000000000001,5960
P29,38,i.35,black,35,3840
P08,35,i.43,yellow,27,7435
P42,40,i.06,blue,17,4795
P35,32,i.12,blue,20,5865
P27,47,i.19,yellow,10,5515
P19,31,i.45,red,26,6625
P05,29,i.26,purple,12,5110
P12,45,i.30,blue,38,3820
P13,28,i.04,green,9,7455
P11,29,i.48,blue,46,5160
P34,44,i.46,green,2,7155
P14,32,i.45,red,17,8495
P37,49,i.25,yellow,28.000000000000004,3635
P46,36,i.29,black,43,5550
P12,45,i.07,yellow,28.999999999999996,6035
P47,29,i.22,green,24,5795
P27,47,i.17,black,12,5585
P50,31,i.45,red,12,6555
P23,36,i.34,green,24,7680
P40,28,i.48,blue,31,7145
P41,22,i.36,blue,17,6170
P08,35,i.12,blue,30,5055
P20,25,i.17,black,32,8155
P10,18,i.15,red,41,4875
P02,28,i.46,green,13,4360
P06,27,i.44,purple,15,8180
P26,20,i.19,yellow,25,4090
P24,39,i.23,black,43,4785
P39,20,i.33,red,6,3490
P23,36,i.40,green,25,5440
P25,46,i.21,red,24,3645
P47,29,i.06,blue,19,8025
P16,31,i.14,purple,24,4940
P19,31,i.06,blue,40,7090
P13,28,i.32,purple,28.999999999999996,5645
P09,24,i.06,blue,21,6180
P01,38,i.02,purple,20,6240
P48,45,i.21,red,21,7505
P09,24,i.43,yellow,19,5375
P43,36,i.46,green,9,9090
P42,40,i.10,green,35,7340
P33,33,i.03,red,15,3445
P47,29,i.01,yellow,7.000000000000001,6530
P05,29,i.12,blue,2,7455
P11,29,i.32,purple,14.000000000000002,7695
P14,32,i.47,black,21,6510
P06,27,i.47,black,5,6495
P09,24,i.20,purple,14.000000000000002,6270
P07,25,i.45,red,19,7010
P27,47,i.04,green,39,3805
P47,29,i.25,yellow,9,8255
P04,30,i.27,red,36,6645
P23,36,i.31,yellow,8,3830
P38,27,i.38,purple,19,7615
P22,28,i.48,blue,46,7080
P21,22,i.13,yellow,21,4645
P33,33,i.33,red,40,5310
P07,25,i.07,yellow,16,5205
P33,33,i.29,black,17,5980
P12,45,i.15,red,41,4430
P03,25,i.06,blue,11,8475
P39,20,i.13,yellow,39,6105
P35,32,i.29,black,14.000000000000002,6635
P15,31,i.39,red,1,6465
P23,36,i.18,blue,33,4860
P03,25,i.16,green,44,5535
P17,48,i.19,yellow,2,7570
P49,28,i.28,green,32,7535
P50,31,i.20,purple,25,4295
P34,44,i.06,blue,21,6275
P24,39,i.15,red,19,5770
P42,40,i.09,red,43,3615
P32,28,i.33,red,12,6125
P34,44,i.36,blue,5,5515
P41,22,i.13,yellow,47,3480
P06,27,i.25,yellow,31,5445
P14,32,i.11,black,43,6015
P24,39,i.31,yellow,28.000000000000004,4950
P09,24,i.16,green,46,4005
P05,29,i.27,red,16,5390
P06,27,i.15,red,46,4910
P24,39,i.22,green,46,5015
P09,24,i.38,purple,24,6010
P04,30,i.43,yellow,8,5400
P04,30,i.48,blue,45,7405
P50,31,i.48,blue,7.000000000000001,7350
P06,27,i.39,red,43,6050
P15,31,i.03,red,33,4615
P02,28,i.21,red,6,7955
P36,34,i.33,red,6,4905
P38,27,i.02,purple,13,7570
P19,31,i.05,black,38,5670
P05,29,i.13,yellow,13,4375
P44,35,i.07,yellow,32,4230
P14,32,i.19,yellow,22,6755
P15,31,i.48,blue,45,5345
P14,32,i.23,black,33,8515
P25,46,i.44,purple,31,8560
P31,30,i.10,green,31,8710
P18,22,i.34,green,46,5355
P26,20,i.36,blue,15,8155
P42,40,i.01,yellow,5,6030
P15,31,i.06,blue,11,4990
P08,35,i.34,green,15,6755
P05,29,i.42,blue,44,4590
P29,38,i.26,purple,44,3570
P05,29,i.16,green,17,5525
P21,22,i.19,yellow,5,7440
P20,25,i.45,red,11,6840
P35,32,i.26,purple,34,4645
P33,33,i.31,yellow,42,5965
P49,28,i.35,black,48,6505
P03,25,i.42,blue,39,3980
P45,31,i.39,red,14.000000000000002,5640
P21,22,i.22,green,15,4355
P05,29,i.34,green,10,6195
P28,41,i.13,yellow,21,6580
P44,35,i.44,purple,5,6045
P28,41,i.25,yellow,36,6030
P01,38,i.47,black,14.000000000000002,6105
P04,30,i.16,green,10,8390
P07,25,i.43,yellow,32,5130
P01,38,i.39,red,8,2900
P16,31,i.48,blue,45,9060
P11,29,i.30,blue,10,6215
P26,20,i.02,purple,45,6020
P30,25,i.33,red,39,4350
P26,20,i.39,red,13,6780
P19,31,i.40,green,2,5885
P37,49,i.17,black,37,8190
P17,48,i.23,black,3,8150
P44,35,i.09,red,3,5740
P38,27,i.37,yellow,20,6035
P30,25,i.09,red,17,5310
P26,20,i.22,green,23,7655
P47,29,i.13,yellow,5,5485
P33,33,i.05,black,22,5460
P29,38,i.39,red,15,1450
P25,46,i.47,black,8,6620
P44,35,i.38,purple,39,3445
P44,35,i.32,purple,48,3075
P24,39,i.47,black,36,5950
P29,38,i.16,green,47,3225
P14,32,i.44,purple,1,6590
P25,46,i.34,green,48,4930
P35,32,i.06,blue,3,5740
P10,18,i.40,green,28.000000000000004,4285
P08,35,i.09,red,3,6620
P27,47,i.27,red,22,3290
P32,28,i.22,green,20,5895
P12,45,i.33,red,48,5985
P13,28,i.46,green,19,4415
P48,45,i.37,yellow,19,5540
P25,46,i.01,yellow,2,6045
P13,28,i.18,blue,34,5250
P01,38,i.08,purple,15,3910
P47,29,i.29,black,43,2420
P25,46,i.06,blue,43,7935
P27,47,i.25,yellow,32,3440
P08,35,i.28,green,28.000000000000004,5270
P16,31,i.30,blue,3,3420
P07,25,i.41,black,2,4895
P03,25,i.18,blue,19,6660
P45,31,i.46,green,18,5680
P25,46,i.43,yellow,19,2980
P05,29,i.09,red,25,2795
P50,31,i.10,green,20,5505
P39,20,i.48,blue,26,5705
P33,33,i.17,black,14.000000000000002,7945
P13,28,i.25,yellow,2,4920
P48,45,i.45,red,4,4350
P18,22,i.47,black,37,5590
P47,29,i.03,red,37,7815
P09,24,i.33,red,10,4650
P29,38,i.28,green,39,3885
P16,31,i.25,yellow,2,6205
P38,27,i.34,green,45,3830
P29,38,i.42,blue,31,5920
P25,46,i.31,yellow,38,6955
P13,28,i.36,blue,45,8005
P06,27,i.13,yellow,28.999999999999996,6155
P07,25,i.10,green,39,5745
P48,45,i.42,blue,6,6955
P49,28,i.47,black,15,6200
P33,33,i.18,blue,19,7180
P25,46,i.10,green,15,6840
P23,36,i.37,yellow,35,6200
P28,41,i.43,yellow,1,6945
P34,44,i.12,blue,39,5205
P20,25,i.20,purple,33,4150
P25,46,i.29,black,13,8855
P20,25,i.08,purple,42,6650
P04,30,i.07,yellow,18,4950
P33,33,i.44,purple,8,4755
P49,28,i.03,red,39,5175
P13,28,i.20,purple,10,6665
P24,39,i.14,purple,21,7850
P19,31,i.03,red,22,5975
P10,18,i.37,yellow,26,6280
P10,18,i.43,yellow,33,4880
P43,36,i.17,black,35,6520
P02,28,i.40,green,14.000000000000002,6315
P08,35,i.37,yellow,44,6865
P27,47,i.02,purple,25,4480
P18,22,i.16,green,25,6580
P17,48,i.04,green,25,3370
P20,25,i.43,yellow,3,5075
P17,48,i.47,black,6,6235
P33,33,i.25,yellow,12,7435
P02,28,i.34,green,23,3415
P46,36,i.32,purple,31,1910
P42,40,i.08,purple,19,4370
P03,25,i.22,green,41,5155
P19,31,i.32,purple,19,7270
P24,39,i.42,blue,31,7800
P45,31,i.42,blue,37,6880
P24,39,i.21,red,34,7685
P27,47,i.41,black,15,3315
P03,25,i.19,yellow,7.000000000000001,5445
P39,20,i.08,purple,7.000000000000001,7500
P13,28,i.45,red,47,7230
P20,25,i.21,red,46,4495
P06,27,i.16,green,22,8955
P20,25,i.16,green,40,5600
P07,25,i.24,blue,31,7340
P06,27,i.18,blue,28.000000000000004,5225
P43,36,i.22,green,45,9385
P13,28,i.33,red,16,5050
P18,22,i.42,blue,35,6610
P05,29,i.33,red,36,3560
P23,36,i.22,green,16,5680
P10,18,i.09,red,6,6075
P08,35,i.26,purple,10,8410
P06,27,i.23,black,42,7510
P09,24,i.31,yellow,45,5680
P29,38,i.48,blue,36,3630
P43,36,i.35,black,28.000000000000004,6685
P16,31,i.09,red,41,790
P16,31,i.01,yellow,27,3630
P33,33,i.13,yellow,36,5565
P05,29,i.08,purple,42,5180
P05,29,i.36,blue,40,5145
P43,36,i.13,yellow,28.999999999999996,4160
P39,20,i.14,purple,28.999999999999996,4635
P19,31,i.13,yellow,15,5025
P45,31,i.25,yellow,6,6485
P31,30,i.05,black,13,7085
P07,25,i.12,blue,27,6155
P01,38,i.03,red,47,4935
P37,49,i.06,blue,39,6000
P09,24,i.26,purple,37,5965
P48,45,i.12,blue,9,4180
P49,28,i.36,blue,8,6245
P31,30,i.20,purple,26,4140
P26,20,i.31,yellow,12,4700
P13,28,i.13,yellow,31,5985
P37,49,i.09,red,31,4595
P11,29,i.34,green,1,6560
P04,30,i.39,red,11,6710
P07,25,i.13,yellow,13,4050
P36,34,i.48,blue,14.000000000000002,5220
P45,31,i.15,red,1,5235
P30,25,i.04,green,16,6935
P41,22,i.29,black,23,7055
P26,20,i.48,blue,7.000000000000001,8390
P46,36,i.14,purple,39,7395
P43,36,i.34,green,21,7355
P35,32,i.13,yellow,32,6510
P41,22,i.22,green,11,6955
P41,22,i.48,blue,10,4405
P22,28,i.03,red,11,3900
P35,32,i.38,purple,28.999999999999996,3090
P13,28,i.02,purple,36,7975
P12,45,i.46,green,45,5755
P28,41,i.41,black,48,6385
P30,25,i.15,red,44,4860
P11,29,i.38,purple,20,8220
P21,22,i.46,green,22,6085
P04,30,i.05,black,43,4135
P49,28,i.29,black,26,6540
P02,28,i.22,green,37,3675
P17,48,i.40,green,39,7490
P18,22,i.13,yellow,9,7815
P49,28,i.11,black,47,2295
P30,25,i.26,purple,22,9435
P41,22,i.28,green,38,3240
P40,28,i.10,green,15,6820
P50,31,i.26,purple,9,8475
P44,35,i.47,black,22,5680
P44,35,i.25,yellow,41,3190
P22,28,i.46,green,19,5640
P38,27,i.39,red,9,7505
P01,38,i.23,black,24,4760
P07,25,i.26,purple,4,7370
P25,46,i.02,purple,14.000000000000002,5690
P18,22,i.09,red,13,2870
P36,34,i.19,yellow,38,5125
P44,35,i.08,purple,24,5355
P06,27,i.17,black,48,7095
