col,p_h,sulphates,volatile_acidity,residual_sugar,citric_acid,alcohol,quality
white,3.06,0.44,0.26,17.85,0.33,9.1,7
white,3.55,0.63,0.25,1.55,0.26,9.4,3
white,3.27,0.55,0.16,1.3,0.25,11.4,6
white,3.11,0.45,0.43,1.5,0.3,9.7,4
white,3.12,0.38,0.25,14.4,0.28,9,7
white,3.28,0.49,0.24,4.2,0.3,11.8,6
white,3.25,0.41,0.265,8.6,0.22,10.2,5
white,3.37,0.42,0.12,1.4,0.32,9.2,6
white,3.25,0.4,0.21,3,0.33,11,6
white,3.08,0.31,0.32,14.9,0.36,10,6
white,3.32,0.37,0.18,2,0.3,12.2,6
white,3.28,0.49,0.24,4.2,0.3,11.8,6
white,3.38,0.43,0.26,2.2,0.29,11.6,6
white,3.44,0.61,0.26,1.8,0.3,10.2,6
white,3.14,0.46,0.29,11.1,0.36,10.3,5
white,3.25,0.35,0.27,4.2,0.19,8.6,4
white,3.16,0.44,0.33,6.4,0.42,9.6,5
white,3.16,0.45,0.31,6.4,0.42,9.6,5
white,3.41,0.47,0.25,1.5,0.31,11.3,6
white,3.41,0.55,0.24,1.5,0.22,9.9,6
white,3.45,0.4,0.26,16.95,0.29,9.6,5
white,3.36,0.6,0.61,1.7,0.26,10.6,4
white,3.44,0.39,0.22,13.6,0.3,9.8,5
white,3.08,0.47,0.31,1.6,0.24,10.5,5
white,3.24,0.51,0.2,6.1,0.3,10.8,5
white,3.22,0.51,0.18,3,0.37,10,6
white,3.3,0.49,0.34,6.2,0.27,10.1,6
white,3.07,0.48,0.3,6.6,0.24,9.4,5
white,3.32,0.59,0.18,1.6,0.34,11.5,8
white,3.26,0.5,0.21,6,0.31,10.8,6
white,3.1,0.43,0.27,1.5,0.32,9.9,6
white,3.16,0.43,0.2,1.7,0.33,9,4
white,3.38,0.31,0.23,1.8,0.27,9.4,6
white,3.46,0.44,0.2,2.6,0.39,10.8,7
white,3.5,0.45,0.15,2.7,0.48,10.9,7
white,3.24,0.38,0.4,19.5,1,12,6
white,3.32,0.59,0.18,1.6,0.34,11.5,8
white,3.47,0.42,0.13,5,0.3,10.5,6
white,3.29,0.37,0.17,4.6,0.22,9.3,6
white,3.23,0.44,0.3,6.4,0.32,11.8,6
white,3.48,0.36,0.445,14.5,0.44,10,6
white,3.07,0.48,0.3,6.6,0.24,9.4,5
white,3.2,0.68,0.22,6.7,0.33,11.4,6
white,2.94,0.3,0.23,1.1,0.3,10.4,6
white,3.36,0.37,0.34,13.8,0.46,9.5,6
white,3.14,0.32,0.545,2.5,0.04,11.9,5
white,2.99,0.45,0.3,1.1,0.31,11.1,6
white,3.39,0.38,0.16,9.6,0.3,9.6,6
white,3.29,0.47,0.32,4.6,0.36,12,6
white,3.14,0.42,0.22,3.1,0.23,8.7,5
white,3.39,0.38,0.16,9.6,0.3,9.6,6
white,3.24,0.44,0.15,1.8,0.38,10,5
white,2.91,0.32,0.29,1.05,0.29,11.4,4
white,3.14,0.45,0.37,6.5,0.47,9.6,6
white,3.18,0.32,0.38,2,0.4,12.9,6
white,3.14,0.35,0.25,14.9,0.23,9.7,6
white,3.23,0.51,0.3,10,0.36,9.3,6
white,3.1,0.3,0.22,1.1,0.58,9.1,5
white,3.16,0.48,0.34,12,0.31,8.6,5
white,3.14,0.42,0.22,4.8,0.29,9.9,5
white,3.23,0.51,0.3,10,0.36,9.3,6
white,3.28,0.42,0.27,1.2,0.24,10.9,5
white,3.2,0.43,0.17,1.5,0.27,10.2,6
white,3.11,0.57,0.18,10.4,0.3,9.7,6
white,3.38,0.51,0.16,2.5,0.28,11.4,7
white,3.24,0.54,0.255,12.3,0.44,9.5,6
white,3.42,0.54,0.23,1.4,0.25,10.2,7
white,3.31,0.43,0.16,2.2,0.28,11.1,6
white,3.14,0.35,0.25,14.9,0.23,9.7,6
white,3.22,0.43,0.27,8,0.25,9.3,5
white,3.17,0.44,0.29,8.6,0.23,8.8,5
white,2.8,0.46,0.21,1.2,0.28,10.6,5
white,3.17,0.44,0.62,8.7,0.2,9.3,5
white,3.31,0.35,0.28,5.4,0.19,10.2,6
white,3.16,0.51,0.3,5.7,0.28,10.2,6
white,3.46,0.42,0.17,1.5,0.27,11,7
white,3.4,0.5,0.21,10.9,0.3,9.6,6
white,3.22,0.43,0.27,8,0.25,9.3,5
white,3.17,0.44,0.29,8.6,0.23,8.8,5
white,3.17,0.45,0.32,7.7,0.26,8.8,5
white,3.28,0.69,0.32,1.7,0.22,8.9,5
white,3.17,0.38,0.37,1.4,0.07,10,5
white,3.16,0.56,0.43,4.5,0.28,12.2,7
white,3.04,0.42,0.39,9.9,0.26,10.9,6
white,3.34,0.72,0.18,1.4,0.26,9.5,6
white,3.04,0.43,0.4,9.5,0.26,10.9,6
white,3.04,0.42,0.39,9.9,0.26,10.9,6
white,3.16,0.4,0.19,3,0.28,10.8,6
white,3.24,0.4,0.49,19.6,1,12,6
white,3.56,0.47,0.25,14,0.35,9.8,5
white,3.34,0.72,0.18,1.4,0.26,9.5,6
white,3.42,0.69,0.15,1.8,0.36,11,8
white,3.42,0.69,0.15,1.8,0.36,11,8
white,3.24,0.38,0.17,5.4,0.31,9.8,5
white,3.49,0.44,0.32,1.8,0.37,10.5,4
white,3.05,0.37,0.21,9.25,0.26,11.4,6
white,3.27,0.57,0.45,1.5,0.4,10.1,6
white,3.33,0.46,0.24,6.8,0.29,11.6,7
white,3.05,0.37,0.21,9.25,0.26,11.4,6
white,3.07,0.52,0.33,2.6,0.26,11.8,7
white,3.33,0.43,0.26,2.1,0.3,12.1,7
white,3.16,0.34,0.36,7.6,0.29,12,5
white,3.08,0.74,0.2,1.6,0.24,12.1,7
white,3.15,0.46,0.16,1.4,0.3,9.1,5
white,3.36,0.5,0.33,1.6,0.24,9.3,5
white,3.2,0.53,0.22,1.4,0.36,10.4,6
white,3.27,0.64,0.35,17.95,0.31,9.1,5
white,3.32,0.54,0.37,2,0.24,9.4,5
white,3.16,0.47,0.37,6.3,0.41,9.6,6
white,3.19,0.62,0.37,1.4,0.32,12,5
white,3.27,0.34,0.25,9.05,0.27,11.3,8
white,3.06,0.41,0.23,15.4,0.29,8.7,6
white,3.39,0.58,0.26,7.1,0.21,9.9,6
white,3.08,0.4,0.3,10.2,0.22,9.3,6
white,3.07,0.32,0.16,1.6,0.23,9.5,5
white,3.06,0.41,0.23,15.4,0.29,8.7,6
white,3.39,0.58,0.26,7.1,0.21,9.9,6
white,3.08,0.4,0.3,10.2,0.22,9.3,6
white,3.16,0.39,0.33,12.4,0.39,9.4,5
white,3.15,0.41,0.38,3.4,0.2,9.4,5
white,3.28,0.79,0.2,15,0.43,8.8,6
white,3.16,0.39,0.33,12.4,0.39,9.4,5
white,3.28,0.79,0.2,15,0.43,8.8,6
white,3.18,0.41,0.36,1.5,0.21,9.9,6
white,3.15,0.41,0.38,3.4,0.2,9.4,5
white,3.29,0.37,0.46,4.8,0.24,12.6,6
white,3.19,0.43,0.15,1.2,0.38,11.1,6
white,3,0.32,0.42,4.1,0.29,12.8,7
white,3.09,0.53,0.3,2.8,0.35,12,6
white,3.36,0.5,0.27,13.9,0.3,12,7
white,3.19,0.34,0.5,0.8,0,9.2,4
white,3.38,0.44,0.26,1,0.29,12.3,6
white,3.19,0.41,0.33,1.2,0.28,13,6
white,3.09,0.53,0.3,2.8,0.35,12,6
white,3.07,0.38,0.29,1.7,0.31,10.9,5
white,3,0.32,0.42,4.1,0.29,12.8,7
white,3.36,0.54,0.19,6.3,0.24,10,6
white,3.22,0.32,0.32,11.5,0.12,9,5
white,3.42,0.6,0.32,1.5,0.4,10.4,5
white,3.22,0.32,0.32,11.5,0.12,9,5
white,3.36,0.54,0.19,6.3,0.24,10,6
white,3.36,0.54,0.17,6.3,0.23,10,6
white,3.12,0.43,0.44,11.2,0.24,11.3,7
white,3.12,0.43,0.44,11.2,0.24,11.3,7
white,3.13,0.51,0.49,15.1,0.24,12,7
white,3.12,0.43,0.44,11.2,0.24,11.3,7
white,3.13,0.51,0.49,15.1,0.24,12,7
white,3.6,0.41,0.21,5.6,0.3,10.6,6
white,2.99,0.56,0.55,12.6,0.42,9.3,5
white,3.04,0.54,0.19,5.7,0.23,9.4,6
white,3.27,0.64,0.24,2.2,0.29,11,7
white,3.44,0.55,0.34,11,0.36,9.3,6
white,3.04,0.54,0.19,5.7,0.23,9.4,6
white,3.42,0.51,0.18,1,0.33,10.5,5
white,3.27,0.64,0.24,2.2,0.29,11,7
white,3.07,0.52,0.18,11.8,0.31,9.5,6
white,3.33,0.77,0.28,7.8,0.45,11.2,6
white,3.29,0.62,0.34,4.7,0.46,12.3,6
white,3.27,0.44,0.44,11.5,0.2,9,5
white,3.07,0.38,0.26,7.9,0.58,9,5
white,3.27,0.44,0.44,11.5,0.2,9,5
white,2.98,0.82,0.49,17.8,0.57,9,5
white,3.25,0.42,0.24,1.7,0.25,11.4,6
white,3.2,0.42,0.25,1.6,0.25,11,7
white,3.29,0.62,0.34,4.7,0.46,12.3,6
white,3.6,0.67,0.18,1.6,0.31,10.4,7
white,3.28,0.59,0.27,2.4,0.39,10.3,5
white,3.29,0.55,0.24,6.4,0.35,10.5,7
white,3.14,0.45,0.22,14,0.28,9.8,6
white,3.11,0.46,0.91,1.6,0.42,10,4
white,3.14,0.47,0.34,1.6,0.34,9.7,5
white,3.13,0.47,0.33,1.4,0.34,9.7,5
white,3.14,0.45,0.22,14,0.28,9.8,6
white,3.32,0.66,0.18,4.7,0.19,10.5,6
white,3.14,0.46,0.2,10.2,0.28,10,6
white,3.24,0.92,0.13,2.3,0.31,11.5,7
white,3.24,0.39,0.28,7.8,0.3,9.5,5
white,3.43,0.61,0.25,2.4,0.3,10.5,6
white,3.12,0.43,0.36,8.3,0.44,10.2,6
white,3.34,0.5,0.27,13.9,0.25,9.8,6
white,3.1,0.37,0.37,13.8,0.28,11.6,6
white,3.15,0.38,0.21,7.3,0.27,11.8,7
white,3.04,0.37,0.18,8.5,0.28,10.1,7
white,3.31,0.5,0.19,1.8,0.21,10.3,6
white,3.34,0.49,0.21,5.1,0.22,10.4,6
white,3.09,0.46,0.33,16.05,0.2,8.9,5
white,3.09,0.46,0.33,16.05,0.2,8.9,5
white,3.06,0.31,0.29,7.35,0.31,10.8,5
white,3.38,0.6,0.31,16.05,0.38,9.2,5
white,3.18,0.49,0.19,2,0.3,9.6,6
white,3.08,0.37,0.2,1.2,0.36,10.4,6
white,3.03,0.57,0.25,14,0.26,8.7,6
white,3.06,0.36,0.2,16.2,0.61,9.2,6
white,3.18,0.63,0.3,14.3,0.42,9.2,5
white,3.06,0.36,0.2,16.2,0.61,9.2,6
white,3.18,0.63,0.3,14.3,0.42,9.2,5
white,3.18,0.63,0.3,14.3,0.42,9.2,5
white,3.4,0.39,0.22,7.9,0.32,10.2,5
white,3.06,0.36,0.2,16.2,0.61,9.2,6
white,3.2,0.32,0.53,1,0.02,9,5
white,3.37,0.43,0.24,13.6,0.41,9.7,5
white,3.34,0.42,0.24,17.85,0.4,9.6,5
white,3.14,0.76,0.15,1.3,0.4,10,5
white,3.18,0.63,0.3,14.3,0.42,9.2,5
white,3.18,0.64,0.33,13.7,0.41,9.1,5
white,3.3,0.41,0.24,18.3,0.31,8.7,5
white,3.3,0.41,0.24,18.3,0.31,8.7,5
white,3.14,0.44,0.35,6.5,0.44,9.5,5
white,2.93,0.49,0.26,10.3,0.33,9.5,6
white,2.9,0.41,0.29,8.1,0.67,8.9,6
white,2.9,0.41,0.29,8.1,0.67,8.9,6
white,3.29,0.64,0.31,8.6,0.41,9.9,6
white,3.29,0.62,0.44,1.9,0.31,12.6,7
white,2.72,0.43,0.23,14.1,0.27,9.7,6
white,2.96,0.34,0.21,7.9,0.3,10.4,5
white,2.93,0.49,0.23,10.7,0.35,9.1,6
white,3.01,0.55,0.34,1.2,0.27,10.4,5
white,2.93,0.49,0.26,10.3,0.33,9.5,6
white,2.9,0.41,0.29,8.1,0.67,8.9,6
white,3.16,0.69,0.28,1.9,0.35,10.6,5
white,3.12,0.59,0.37,2.7,0.3,12,7
white,2.93,0.59,0.36,5.7,0.36,12.5,7
white,3.21,0.39,0.13,9.3,0.34,9.6,5
white,3.08,0.42,0.25,8.1,0.36,9.2,5
white,3.04,0.74,0.18,1.3,0.26,9.9,6
white,2.96,0.46,0.3,8.5,0.27,11.7,6
white,3.09,0.5,0.23,2.1,0.3,9.6,6
white,3,0.37,0.43,3.5,0.3,12,6
white,2.93,0.59,0.36,5.7,0.36,12.5,7
white,3.08,0.42,0.25,8.1,0.36,9.2,5
white,3.04,0.74,0.18,1.3,0.26,9.9,6
white,3.17,0.58,0.35,14.4,0.29,8.9,6
white,3.24,0.66,0.22,13.7,0.5,9,6
white,3.03,0.49,0.26,11.1,0.33,10.2,7
white,3.21,0.39,0.13,9.3,0.34,9.6,5
white,3.29,0.41,0.12,4.9,0.19,9.4,5
white,2.97,0.48,0.37,1.7,0.27,10.4,5
white,3.15,0.4,0.26,1.6,0.36,10.4,4
white,3.16,0.43,0.2,1.4,0.58,10,6
white,3.16,0.43,0.22,1.4,0.57,10,6
white,3.05,0.41,0.25,1.6,0.28,10.5,5
white,3.23,0.39,0.27,6.8,0.32,11.4,6
white,3.08,0.4,0.34,9.7,0.33,10.2,5
white,3.04,0.41,0.27,10.5,0.34,10.4,6
white,3.24,0.37,0.49,2,0.22,11,3
white,2.89,0.34,0.71,6.2,0.23,10.1,6
white,3,0.35,0.47,8.3,0.65,9.2,5
white,3.23,0.66,0.28,1.6,0.36,10.3,6
white,3.08,0.4,0.34,9.7,0.33,10.2,5
white,3.04,0.41,0.27,10.5,0.34,10.4,6
white,3.23,0.39,0.13,4.6,0.27,11.1,7
white,3.33,0.34,0.16,1.2,0.35,9.9,5
white,3.14,0.38,0.31,7.6,0.32,9,5
white,2.93,0.64,0.36,15,0.57,8.6,5
white,3.14,0.38,0.31,7.6,0.32,9,5
white,2.93,0.64,0.36,15,0.57,8.6,5
white,3.18,0.52,0.25,11.6,0.44,9.5,5
white,3.02,0.4,0.45,1.1,0.42,9,5
white,2.99,0.58,0.26,7.8,0.3,10,6
white,3.6,0.43,0.22,12,0.32,9,6
white,3.02,0.4,0.45,1.1,0.42,9,5
white,3.34,0.57,0.19,1.4,0.31,10.2,7
white,3.04,0.44,0.31,6.7,0.44,9.6,5
white,2.96,0.46,0.25,17.2,0.13,9.7,5
white,3.02,0.49,1.005,1.4,0.46,10.2,4
white,3.01,0.34,0.31,8.2,0.36,13,7
white,3.37,0.74,0.24,4.3,0.38,10.8,6
white,2.96,0.46,0.25,17.2,0.13,9.7,5
white,2.89,0.57,0.29,11.1,0.28,9,5
white,3.37,0.4,0.15,1.1,0.33,9.9,5
white,3.29,0.38,0.12,7.2,0.32,9.2,6
white,2.96,0.58,0.32,16.6,0.55,8.7,6
white,2.79,0.37,0.17,1,0.31,10.1,5
white,2.79,0.37,0.17,1,0.31,10.1,5
white,2.9,0.64,0.21,1.3,0.47,9.5,5
white,3.17,0.57,0.21,1.4,0.48,9.9,5
white,2.96,0.58,0.32,16.6,0.55,8.7,6
white,3.19,0.46,0.31,6.9,0.42,9,5
white,3.03,0.38,0.27,13.3,0.28,8.6,6
white,3.12,0.35,0.21,8.1,0.3,10.5,6
white,3.09,0.56,0.23,9.2,0.35,9.5,7
white,3.43,0.53,0.2,1.4,0.31,10.1,6
white,3.53,0.79,0.41,3.2,0.3,11.7,7
white,3.23,0.47,0.49,2.5,0.43,10.7,6
white,3.53,0.79,0.41,3.2,0.3,11.7,7
white,3.15,0.42,0.2,4.5,0.26,9.2,5
white,3.17,0.39,0.26,18.35,0.26,8.8,5
white,3.17,0.39,0.26,18.35,0.26,8.8,5
white,3.24,0.43,0.27,7.8,0.35,9.5,6
white,3.57,0.55,0.28,7,0.37,10.2,5
white,3.25,0.5,0.2,6.3,0.27,9.1,6
white,3.19,0.54,0.33,1.2,0.26,10.5,6
white,3.09,0.46,0.38,12.8,0.5,9,6
white,3.14,0.46,0.2,14.2,0.3,8.9,8
white,3.14,0.46,0.2,14.2,0.3,8.9,8
white,3.14,0.46,0.2,14.2,0.3,8.9,8
white,3.14,0.46,0.2,14.2,0.3,8.9,8
white,3.14,0.46,0.2,14.2,0.3,8.9,8
white,3.2,0.62,0.19,16.65,0.58,9.1,6
white,3.2,0.53,0.16,1.9,0.41,10.1,6
white,3.12,0.55,0.22,7.7,0.28,10,5
white,3.11,0.53,0.22,10.4,0.32,9.5,6
white,3.08,0.31,0.33,3.3,0.3,12.3,7
white,3.24,0.52,0.43,1.1,0.27,9.1,4
white,3.14,0.46,0.2,14.2,0.3,8.9,8
white,3.5,0.44,0.12,6.3,0.28,9.6,5
white,3.13,0.45,0.3,5.25,0.22,11.6,6
white,3.34,0.67,0.28,14.6,0.33,8.8,6
white,3.34,0.82,0.2,11.8,0.38,8.9,6
white,3.34,0.67,0.28,14.6,0.33,8.8,6
white,3.34,0.82,0.2,11.8,0.38,8.9,6
white,3.34,0.82,0.2,11.8,0.38,8.9,6
white,3.13,0.46,0.18,17.3,0.31,9,6
white,3.19,0.46,0.31,1.4,0.09,10,5
white,3.18,0.46,0.31,1.3,0.08,10,5
white,3.36,0.69,0.17,1.6,0.35,11.1,6
white,3.13,0.45,0.3,5.25,0.22,11.6,6
white,3.42,0.68,0.26,2.4,0.31,10.6,6
white,3.34,0.67,0.28,14.6,0.33,8.8,6
white,3.34,0.82,0.2,11.8,0.38,8.9,6
white,3.34,0.58,0.18,1.5,0.31,10.1,6
white,3.52,0.47,0.15,1.8,0.39,10,5
white,3.18,0.41,0.4,7.7,0.33,12.2,7
white,3.23,0.53,0.25,2,0.56,11,6
white,3.52,0.47,0.15,1.8,0.39,10,5
white,3.37,0.45,0.18,1.4,0.46,11.1,5
white,3.22,0.67,0.32,16.7,0.22,10.4,6
white,2.94,0.36,0.55,8.1,0.3,11.8,5
white,3.11,0.66,0.19,8,0.39,10.8,6
white,3.3,0.38,0.41,4.7,0.33,12.5,7
white,2.94,0.36,0.55,8.1,0.3,11.8,5
white,3.25,0.46,0.2,2.1,0.34,11.6,7
white,3.22,0.67,0.32,16.7,0.22,10.4,6
white,3.19,0.7,0.26,6.4,0.34,11.5,6
white,3.23,0.42,0.21,1.5,0.28,10.1,6
white,3.11,0.53,0.34,7.6,0.39,9.2,6
white,3.23,0.42,0.21,1.5,0.28,10.1,6
white,3.07,0.64,0.43,12.4,0.4,9.2,5
white,3.08,0.42,0.3,1.3,0.71,8.9,5
white,3.09,0.54,0.26,1.7,0.4,10.1,5
white,3.13,0.45,0.32,8.1,0.15,8.9,5
white,3.1,0.45,0.21,7.1,0.34,9.7,6
white,3.11,0.53,0.34,7.6,0.39,9.2,6
white,3.06,0.52,0.42,2.3,0.41,11,6
white,3.14,0.47,0.29,6.5,0.26,10.7,5
white,3.24,0.54,0.25,1.4,0.2,10.8,6
white,3.41,0.4,0.23,12.7,0.33,9.8,5
white,3.25,0.48,0.35,1.6,0.36,11,5
white,2.97,0.35,0.2,1.1,0.28,10.4,5
white,3.8,0.41,0.27,1.2,0.32,10.2,6
white,3.14,0.47,0.29,6.5,0.26,10.7,5
white,3.34,0.44,0.14,4.6,0.27,9,5
white,3.08,0.38,0.24,0.6,0.35,10.6,5
white,3.22,0.59,0.3,10.6,0.45,9.5,6
white,3.34,0.44,0.14,4.6,0.27,9,5
white,3.34,0.45,0.13,4.8,0.27,9.2,6
white,2.97,0.53,0.18,2.7,0.34,11,6
white,3.28,0.63,0.385,12.6,0.04,9.9,6
white,3.08,0.38,0.24,0.6,0.35,10.6,5
white,3.38,0.47,0.33,9.2,0.43,9.3,5
white,3.14,0.41,0.34,6.6,0.44,9.6,5
white,3.14,0.42,0.33,7,0.44,9.5,5
white,3.39,0.57,0.28,8.45,0.24,9.7,7
white,2.93,0.55,0.23,11.1,0.38,9.7,3
white,3.3,0.36,0.21,18.15,0.27,8.7,5
white,3.3,0.36,0.21,18.15,0.27,8.7,5
white,3.01,0.38,0.485,4.1,0.29,12.4,5
white,3.01,0.38,0.485,4.1,0.29,12.4,5
white,3.07,0.26,0.29,4.6,0.29,10.6,6
white,3.3,0.36,0.21,18.15,0.27,8.7,5
white,3.36,0.82,0.31,4.9,0.31,12,7
white,3.12,0.47,0.29,8.3,0.37,9,5
white,3.13,0.47,0.46,1.4,0.46,8.8,5
white,3.22,0.56,0.28,11.5,0.44,9.5,5
white,3.32,0.4,0.23,1.8,0.33,10.8,6
white,3.16,0.48,0.17,1.6,0.25,11.4,5
white,3.6,0.46,0.18,2.4,0.36,10.3,5
white,3.3,0.75,0.22,4.9,0.28,9.5,6
white,3.15,0.44,0.27,1.8,0.28,9.9,5
white,3.16,0.39,0.28,4.3,0.29,10.2,5
white,3.16,0.39,0.29,4.4,0.29,10.2,5
white,3.44,0.37,0.32,1.4,0.18,11,6
white,3.22,0.34,0.33,1.6,0.25,12.1,7
white,3.26,0.51,0.34,1.3,0.3,9.1,6
white,3.26,0.68,0.19,5.2,0.26,9.5,6
white,3.27,0.76,0.23,5.6,0.27,9.5,5
white,3.31,0.79,0.27,5.3,0.29,9.8,5
white,3.3,0.75,0.22,4.9,0.28,9.5,6
white,3.6,0.46,0.18,2.4,0.36,10.3,5
white,3.3,0.67,0.36,1.6,0.32,9.6,5
white,3.52,0.54,0.22,2.1,0.39,10.2,6
white,3.68,0.72,0.17,1.4,0.3,10.5,6
white,3.32,0.41,0.45,7.1,0.32,10.4,4
white,3.3,0.67,0.36,1.6,0.32,9.6,5
white,3.22,0.33,0.42,10.7,0.14,10.7,5
white,3.15,0.34,0.33,11.1,0.32,10.5,6
white,2.85,0.42,0.3,10.7,0.32,10.6,5
white,3.29,0.76,0.17,1.6,0.32,9.6,6
white,3.29,0.76,0.17,1.6,0.32,9.6,6
white,3.14,0.58,0.17,1.5,0.32,9.5,5
white,3.12,0.58,0.17,1.5,0.31,9.4,6
white,3.22,0.38,0.15,1.6,0.3,9.8,6
white,3.29,0.76,0.17,1.6,0.32,9.6,6
white,3.16,0.44,0.25,8,0.19,9.2,5
white,3.17,0.38,0.24,7.7,0.19,9.5,5
white,3.34,0.38,0.76,2.7,0.03,9.2,5
white,2.94,0.35,0.22,15.1,0.53,9.4,5
white,2.94,0.35,0.22,15.1,0.53,9.4,5
white,3.4,0.46,0.28,8.9,0.4,9.3,5
white,3.19,0.4,0.32,6,0.34,9.1,5
white,3.36,0.4,0.24,12.3,0.33,9.5,5
white,3.42,0.35,0.18,13.1,0.36,9.1,6
white,3.63,0.46,0.16,6.7,0.3,10.6,5
white,3.36,0.4,0.24,12.3,0.33,9.5,5
white,3.19,0.56,0.28,2.3,0.35,12.4,6
white,3.18,0.49,0.34,11.1,0.3,8.7,5
white,3.12,0.45,0.27,1.5,0.15,8.8,5
white,3.63,0.46,0.16,6.7,0.3,10.6,5
white,3.19,0.4,0.32,6,0.34,9.1,5
white,3.02,0.66,0.24,15.2,0.47,9,5
white,3.16,0.48,0.24,10.2,0.33,10.3,6
white,3.42,0.35,0.18,13.1,0.36,9.1,6
white,3.12,0.55,0.23,10.7,0.31,9.5,6
white,3.3,0.37,0.22,17.1,0.25,8.8,5
white,3.3,0.37,0.22,17.1,0.25,8.8,5
white,3.3,0.37,0.22,17.1,0.25,8.8,5
white,3.38,0.62,0.33,1.9,0.15,9.9,5
white,3.12,0.55,0.23,10.7,0.31,9.5,6
white,3.3,0.37,0.22,17.1,0.25,8.8,5
white,3.14,0.37,0.2,1.2,0.27,11.7,4
white,3.21,0.56,0.26,1.2,0.32,10.8,5
white,3.43,0.42,0.2,3.1,0.32,12,6
white,3.2,0.39,0.16,1.5,0.36,10.3,4
white,3.05,0.38,0.25,10.7,0.27,9,5
white,3.19,0.58,0.39,4.9,0.28,12.2,7
white,3.39,0.38,0.26,12.6,0.33,9.9,5
white,3.05,0.38,0.25,10.7,0.27,9,5
white,3.19,0.58,0.39,4.9,0.28,12.2,7
white,3.2,0.46,0.28,12.15,0.22,10.1,5
white,3.31,0.55,0.43,12,0.28,9.3,5
white,3.1,0.7,0.33,1.7,0.38,9.5,5
white,3.43,0.5,0.5,2.6,0.05,9.2,6
white,3.27,0.72,0.28,1.4,0.39,11.7,5
white,3.35,0.38,0.35,1.9,0.24,11,5
white,3.37,0.38,0.22,16.9,0.32,9.6,6
white,3.37,0.38,0.22,16.9,0.32,9.6,6
white,2.99,0.68,0.24,2.1,0.27,11.9,6
white,3.25,0.52,0.26,7,0.32,10.8,6
white,3.38,0.55,0.16,7.1,0.26,10.1,5
white,3.25,0.52,0.18,5.9,0.36,10.9,6
white,3.38,0.55,0.16,7.1,0.26,10.1,5
white,3.27,0.31,0.24,8.7,0.32,10.4,5
white,3.05,0.39,0.33,13.2,0.64,9.2,5
white,3.27,0.5,0.28,15.3,0.35,9.6,5
white,3.27,0.5,0.28,15.3,0.35,9.6,5
white,3.1,0.46,0.26,13.2,0.52,9,5
white,3.4,0.74,0.14,2.7,0.32,11.5,7
white,3.17,0.48,0.21,10.65,0.32,10.2,6
white,3.4,0.42,0.2,10,0.31,9.9,6
white,3.44,0.4,0.115,6.8,0.3,9.6,6
white,3.1,0.54,0.29,15.6,0.2,10.6,5
white,3.05,0.39,0.33,13.2,0.64,9.2,5
white,3.24,0.46,0.24,5.1,0.34,11.8,6
white,3.18,0.43,0.24,3,0.34,12.2,6
white,3.27,0.5,0.28,15.3,0.35,9.6,5
white,3.2,0.41,0.22,2.1,0.33,10.6,6
white,3.27,0.45,0.18,1.9,0.39,10.3,6
white,3.12,0.59,0.93,8.6,0.45,10.2,4
white,3.11,0.46,0.29,8.75,0.33,10.7,5
white,3.05,0.31,0.28,3.6,0.32,11.7,4
white,3.01,0.33,0.25,4.7,0.27,12,6
white,3.52,0.66,0.18,1.3,0.27,10.6,6
white,3.3,0.34,0.24,1.8,0.37,12.2,4
white,3.47,0.48,0.33,9.7,0.38,11,6
white,3.23,0.46,0.37,4,0.28,12.4,7
white,2.77,0.44,0.49,2.4,0.23,9.4,6
white,3.01,0.33,0.25,4.7,0.27,12,6
white,2.96,0.35,0.22,18.8,0.28,11.6,5
white,3.18,0.47,0.35,1.8,0.31,9.4,5
white,3.18,0.47,0.35,1.8,0.31,9.4,5
white,3.14,0.49,0.19,12.8,0.3,9.1,7
white,3.14,0.49,0.19,12.8,0.3,9.1,7
white,3.14,0.49,0.19,12.8,0.3,9.1,7
white,3.14,0.49,0.19,12.8,0.3,9.1,7
white,3.14,0.49,0.19,12.8,0.3,9.1,7
white,3.23,0.37,0.32,7.8,0.13,9.2,5
white,3.15,0.54,0.32,16.75,0.58,9.2,5
white,3.14,0.49,0.19,12.8,0.3,9.1,7
white,3.14,0.49,0.19,12.8,0.3,9.1,7
white,3.23,0.37,0.32,7.8,0.13,9.2,5
white,3.25,0.44,0.34,5.4,0.24,9,7
white,3.15,0.54,0.32,16.75,0.58,9.2,5
white,3.22,0.55,0.24,1.3,0.31,10.8,6
white,3.4,0.46,0.36,10.1,0.43,9.5,6
white,3.11,0.4,0.29,3.8,0.25,11,6
white,3.24,0.47,0.32,10.9,0.27,10,5
white,3.22,0.47,0.3,6.6,0.24,9.5,5
white,3.29,0.47,0.33,9.8,0.24,10.1,6
white,3.19,0.44,0.18,11.7,0.31,9.5,7
white,3.08,0.53,0.39,1.2,0.81,9.5,5
white,3.11,0.42,0.25,1.4,0.18,9.5,5
white,3.35,0.49,0.18,9.6,0.32,9.4,6
white,2.92,0.54,0.18,12.2,0.32,9.4,6
white,3.31,0.51,0.27,2.6,0.42,12.7,6
white,3.09,0.32,0.23,10.7,0.35,9.7,5
white,3.27,0.51,0.28,4.9,0.41,9.7,6
white,2.92,0.54,0.18,12.2,0.32,9.4,6
