intermediate_zone,attendance,attainment,university
Mount Florida,0.8250275,5.684722222225,0.11626679999999999
Mount Vernon North and Sandyhills,0.850618,6.00354598618,0.109525
Mountcastle,0.84737,5.84920186025,0.11944875
Muir of Ord,0.7932,5.47564935065,0.07518225
Muirend and Old Cathcart,0.911882,6.0814870315,0.16146133333333335
Muirhead,0.8359942857142857,5.862054496,0.1056555
Muirhouse,0.7494654545454545,5.182809420590909,0.04528672727272727
Muirhouse and Knowetop,0.7982888888888889,5.814443027075,0.10027744444444445
Muirton,0.7942625,5.4351851851749995,0.05924425
"Mull, Iona, Coll and Tiree",0.8118099999999999,5.87745475112,0.12804379999999999
Murrayburn and Wester Hailes North,0.68094,4.746123181,0.0424718
Murrayfield and Ravelston,NA,5.958333333333333,0.3210308
"Muthill, Greenloaning and Gleneagles",0.870682,5.87876300086,0.1483816
Nairn East,0.799288,5.40631080038,0.0655784
Nairn Rural,0.877335,5.795799899583333,0.12258783333333334
Nairn West,0.8594514285714286,5.673035457,0.07994642857142857
Neilston and Uplawmoor,0.8654025,5.9901396850875,0.098325625
Nerston and EK Landward Area,0.8889600000000001,5.829061624628571,0.100427
Netherlee,0.9430080000000001,6.417317206883333,0.18797366666666668
Netherton and Kirkhill,0.788826,5.43615869484,0.081884
New Abbey,0.8818375,5.7000794389,0.08578050000000001
New Cumnock,0.7712524999999999,5.51911764705,0.0544035
New Elgin East,0.8564700000000001,5.1523670669,0.0504248
New Elgin West,0.858414,5.44364153628,0.0780734
New Farm Loch South,0.8077150000000001,5.5600367647,0.065097
New Pitsligo,0.8381525,5.52213309565,0.062378
New Town East and Gayfield,NA,5.7909090909,0.0652365
New Town West,NA,NA,0.1266965
Newarthill,0.69249,5.06445868945,0.0520635
Newbattle and Dalhousie,0.8436866666666667,5.768254001877778,0.09734833333333334
Newburgh,0.8328,5.389924085575,0.11526825
Newington and Dalkeith Road,0.831476,5.8888888889,0.0894742
Newlands,0.851568,5.842232437942857,0.174818
Newmachar and Fintray,0.906405,5.502014236233333,0.10683
Newmains,0.6897133333333333,4.953133773477777,0.04256655555555555
Newmilns,0.7918975,5.157085561475,0.06817175
Newport and Wormit,0.8966350000000001,6.195171019666667,0.142177
Newton North,0.790895,5.8098554082,0.09395283333333333
Newton Stewart,0.8262428571428572,5.673214285725,0.087017
Newtongrange,0.7845733333333333,5.2473063973,0.041884833333333336
Newtonhill,0.9121933333333333,5.9873015873,0.13054733333333332
Niddrie,0.63752,4.901941127316666,0.041142333333333336
Nitshill,0.6861044444444444,5.0292829731,0.04855
North and East Isles,0.8831975,5.7749468203,0.06440775
North Barlanark and Easterhouse South,0.628232,4.74778943604,0.0323276
North Castlehill and Thorn,0.9371775,6.1707038955,0.176857
North Giffnock and North Thornliebank,0.91286,6.0507002801,0.1650742
North Gorebridge,0.7617700000000001,5.270102339166667,0.036334000000000005
North Inch,0.75105,5.60897435895,0.06377433333333334
North Kelvin,0.881565,6.23076923074,0.0973262
North Kirkhill,0.898965,5.999591503275,0.17782475
North Leith and Newhaven,0.7575333333333334,5.063186813183333,0.1130315
North Mainland,0.8401366666666666,5.7356261023,0.06600133333333333
North Muirton and Old Scone,0.775682,5.14184230252,0.030112399999999998
North Queensferry and Inverkeithing West,0.7923275,5.52305555554,0.08696040000000001
North Speyside,0.877646,5.53627472528,0.1017764
Northern and Irvine Valley Rural,0.8958316666666667,5.807852597071428,0.13281657142857142
Northfield,0.7180485714285714,4.906820806028572,0.05353457142857143
Northfield and Piershill,0.719005,5.047324751875,0.06331049999999999
Northwest Lewis,0.89468,5.875045093783333,0.08197183333333333
Nunholm,0.8986475,5.856366459625,0.11933575
Oakley Comrie and Blairhall,0.8147519999999999,5.15203399542,0.0392774
Oban North,0.8366125,5.392046792975,0.07665325
Oban South,0.81215,5.3552437113875,0.0479745
Old Aberdeen,0.738425,4.872222222233333,0.06797399999999999
Old Shettleston and Parkhead North,0.690634,4.8848367454399995,0.0360126
"Old Town, Princes Street and Leith Street",NA,NA,0.04471933333333333
Oldmachar East,0.8899128571428572,5.7713613508714285,0.12232414285714285
Oldmachar West,0.8688899999999999,5.802084571216667,0.13928033333333334
Orbiston,0.7463185714285714,5.274305076685715,0.056106857142857146
Overtown,0.735335,5.520296129,0.07351966666666666
Oxgangs,0.8185224999999999,5.324915382825,0.046212249999999996
Paisley Central,0.74537,5.1581123737375,0.061383
Paisley Dykebar,0.832432,5.84908870712,0.0874436
Paisley East,0.77983,5.4801691729333335,0.07511316666666666
Paisley Ferguslie,0.67886,4.900548528942857,0.040799714285714286
Paisley Foxbar,0.7697757142857142,5.5317947178999995,0.05605385714285714
Paisley Gallowhill and Hillington,0.74168,5.049205452928572,0.05569142857142857
Paisley Glenburn East,0.7940699999999999,5.63340643275,0.10355675
Paisley Glenburn West,0.7442540000000001,5.29990643274,0.0798982
Paisley North,0.725495,5.33267045455,0.048071666666666665
Paisley North East,0.79836,5.538078314342857,0.08240857142857143
Paisley North West,0.7595075,5.42389354065,0.068833
Paisley Ralston,0.89354,6.0581340923199996,0.152768
Paisley South,0.8862525,6.134462759475,0.1479335
Paisley South East,0.7534433333333334,5.5375788497142855,0.06675442857142858
Paisley South West,0.865035,6.136969974471429,0.11769528571428571
Paisley West,0.7901914285714285,5.415711127742857,0.076572
Parkhead and Sighthill,0.78006,5.15001221895,0.04166975
Parkhead East and Braidfauld North,0.706596,4.69279582102,0.0332818
Parkhead West and Barrowfield,0.70092,4.885706179885714,0.03951085714285714
Partick,0.82417,5.391666666675,0.083179
Partickhill and Hyndland,0.94054,6.33333333334,0.115427
Pather,0.733596,4.93638709678,0.051711
Pathhead and Rural East Midlothian,0.8343683333333334,5.571492255171429,0.07794085714285715
Peebles North,0.868856,5.68985315956,0.12047000000000001
Peebles South,0.9105099999999999,5.65766657436,0.1617132
Penicuik East,0.7803325,5.186571028275,0.041619250000000003
Penicuik North,0.8490300000000001,5.5812121212,0.08016
Penicuik Southeast,0.8373499999999999,5.57535645132,0.0969126
Penicuik Southwest,0.83556,5.768925518933333,0.0691035
Penilee,0.7515585714285714,5.115715061828571,0.06801942857142856
Pentland,0.8619566666666667,5.791854354333333,0.094032
Perth Road,0.704425,4.9930555555666665,0.08893566666666666
Peterhead Bay,0.7759966666666667,5.391325536066667,0.03517733333333334
Peterhead Harbour,0.71164,4.920456667525,0.026687875
Peterhead Links,0.8128883333333333,5.3454998161,0.0514475
Peterhead Ugieside,0.8339533333333333,5.395421607383334,0.05852533333333333
Petersburn,0.624055,4.782989465316667,0.041241
Petershill,0.7302299999999999,5.31367538128,0.05493
Piersland,0.8906433333333333,5.59677375254,0.086269
Pilrig,0.7583225,5.39945054945,0.06404475
Pitlochry,0.8206475,5.8464298859,0.10845375
Plean and Rural SE,0.7665375,5.24285714285,0.047677500000000005
Point,0.899615,5.798733660125,0.0820305
Pollok North and East,0.6924866666666667,5.1632660971833335,0.07447957142857142
Pollok South and West,0.8816957142857142,5.8750166777285715,0.15764885714285715
Pollokshaws,0.8011499999999999,5.55138766032,0.07260733333333333
Pollokshields East,0.7191316666666666,5.4595488226499995,0.12304083333333334
Pollokshields West,0.76383,5.618325283733333,0.18469750000000001
Polmont,0.873138,5.807189542483333,0.13708116666666667
Polwarth,0.89286,5.888888888866666,0.034640333333333335
"Port Glasgow Mid, East and Central",0.6666428571428571,5.3867521367428575,0.05425371428571429
Port Glasgow Upper East,0.6975814285714286,5.381539847685715,0.043961714285714285
"Port Glasgow Upper, West and Central",0.7445244444444444,5.502716049388889,0.061801555555555554
Portlethen,0.907274,5.780267662633333,0.08641750000000001
Portobello,0.801025,5.270230463983333,0.11374833333333334
"Portsoy, Fordyce and Cornhill",0.8164366666666667,5.085858898475,0.05427275
Possil Park,0.7445271428571428,5.303924233671428,0.037859000000000004
"Powmill, Cleish and Scotlandwell",0.890474,5.94404761902,0.1750084
Prestonfield,0.8676675,5.885416666675,0.08544225
Prestwick Airport and Monkton,0.8158449999999999,5.47724358975,0.04586075
Prestwick East,0.84484,5.732754505314285,0.10221214285714286
Prestwick West,0.848356,6.007585470083334,0.14553666666666668
Pumpherston and Uphall Station,0.7950275,5.513402777775,0.06499275
Queensferry East,0.901435,5.680654761916667,0.13402116666666666
Queensferry West,0.8663333333333334,5.73675249952,0.094744
"Rafford, Dallas, Dyke to Dava",0.8501366666666667,5.873306031,0.17132624999999999
Rannoch and Aberfeldy,0.79728,5.493032520466667,0.09429116666666668
Raploch,0.6364425,4.949315702374999,0.017851000000000002
"Ratho, Ingliston and Gogar",0.8774575,5.5757518797,0.09825775
Redding,0.7722575,5.101805555575,0.055081
Reddingmuirhead and Overton,0.8689525,6.02956349205,0.078366
Renfrew East,0.8193457142857143,5.891282216075,0.099463125
Renfrew North,0.73996,5.278056680166666,0.08019766666666667
Renfrew South,0.835295,5.581088664416667,0.0769635
Renfrew West,0.77762625,5.397239599322222,0.08052511111111112
Renfrewshire Rural North and Langbank,0.89192,5.963212794325,0.1241864
Renfrewshire Rural South and Howwood,0.9205300000000001,6.08975095786,0.1600706
Restalrig (Loganlea) and Craigentinny West,0.7451,4.82310251154,0.0697696
Restalrig and Lochend,0.6842116666666667,4.584194890083333,0.0474945
Rhins North,0.8293975,5.4209122806800005,0.0847244
Rhins South,0.8348966666666666,5.352645502633333,0.079833
Riddrie and Hogganfield,0.7345614285714286,4.845624982114286,0.051551714285714284
Robroyston and Millerston,0.8702914285714286,6.0551579127,0.121587
Rosebank and Waterside,0.8971375,5.965504469975,0.096677
Rosehearty and Strathbeg,0.8681444444444444,5.366523265388889,0.07449044444444444
Rosemount,0.774686,5.79532967034,0.06821242857142856
Roslin and Bilston,0.8068179999999999,5.58045284258,0.1090764
Ross and Cromarty Central,0.786285,5.457068965525,0.0961315
Ross and Cromarty East,0.7969725,5.621461412125,0.0669375
Ross and Cromarty North West,0.787116,5.71951214004,0.079041
Ross and Cromarty South West,0.8613225,5.858975701725,0.11162325000000001
Rosyth Central,0.771148,5.23342925356,0.0527004
Rosyth East,0.7839959999999999,5.37567217162,0.0440686
Rosyth North,0.7928474999999999,5.52217261905,0.06417975
Rosyth South,0.8178624999999999,4.96304319025,0.05558875
Rothesay Town,0.7753557142857143,5.203373015871429,0.063899
"Roystonhill, Blochairn, and Provanmill",0.83821,5.208819008383333,0.0785215
Ruchill,0.7419,5.167553219728571,0.054560125
Rural Keith and Strathisla,0.847596,5.38032245532,0.0559182
Rural South Midlothian,0.8883325,5.7449667367,0.09517475
Saline and Gowkhall,0.89471,5.63003030302,0.1157376
Saltcoats Central,0.705472,5.10217948718,0.049323200000000005
Saltcoats North East,0.7188316666666666,5.268192552716666,0.06542783333333334
Saltcoats North West,0.811666,5.850504343616667,0.097359
Sauchie,0.7940671428571429,5.289501733585714,0.04347
Scone,0.8802916666666667,5.7760322838,0.12425471428571429
Scotstoun North and East,0.872595,5.7879342429000005,0.1593882
Scotstoun South and West,0.739536,5.33807140228,0.0614264
Seaboard,0.7689966666666667,5.003533981116667,0.08044666666666667
Seafar,0.74083,5.31572553118,0.0670094
Seafield,0.8226233333333334,5.679284676833333,0.13112833333333332
Seaton,0.7121033333333333,5.023088023100001,0.06598319999999999
Selkirk,0.8500583333333334,5.455829674871429,0.071949
Shandon,0.9019233333333333,6.222916666675,0.11179650000000001
Shawfair,0.791782,5.3760117302,0.0741516
Shawfield and Clincarthill,0.7896799999999999,5.32065642046,0.0752988
Shawhead,0.8618325,5.602178030275,0.0948445
Shawhead and Whifflet,0.66893,4.501011904775,0.069605
Shawlands East,0.83686,5.987580128225,0.132986
Shawlands West,0.8031166666666667,5.4963768116,0.1092015
Sheddocksley,0.8173866666666667,5.132065748633333,0.0543965
Shetland South,0.898965,5.700065880825,0.11100750000000001
Shettleston North,0.771754,5.00898865838,0.0485152
Shettleston South,0.8323780000000001,5.61431216932,0.087308
Shieldhill,0.8420033333333333,5.75226201,0.04930966666666667
Shortlees,0.7148433333333334,4.572522962283333,0.022186833333333333
Shotts,0.738016,5.28595755694,0.054865000000000004
Sighthill,0.7904100000000001,4.96,0.151835
Silverknowes and Davidson's Mains,0.9194374999999999,6.042881192883334,0.23709566666666668
Silvertonhill,0.8898175,5.940140374325,0.1392845
Skelmorlie and Rural,0.8234699999999999,5.93165849675,0.09183875
Skye North East,0.829496,5.49353808354,0.0806642
Skye North West,0.8099350000000001,5.678768807275,0.06697475
Skye South,0.80626,5.538806787075,0.06736775
Slateford and Chesser,0.829605,5.83539682538,0.08193766666666667
South Angus,0.85983375,5.8448593073625,0.15984299999999999
South Castlehill and Thorn,0.911126,6.15755332068,0.1982182
South Gyle,0.8681216666666667,5.5530321530333335,0.10698183333333333
South Leith,0.79951,5.178042328033333,0.08799
South Lewis,0.8862066666666667,5.891666666666667,0.110997
South Speyside and the Cabrach,0.80906,5.22596264368,0.0634498
South Thornliebank and Woodfarm,0.9093116666666666,6.1718740687833336,0.14161666666666667
Southcraig and Beansburn,0.8916785714285714,6.0318223149375,0.13585575
Spittal,0.746115,5.3559593558500005,0.07492825
Springburn,0.7543,5.2446523203,0.071384
Springburn East and Cowlairs,0.774536,5.24063973064,0.064428
Springside and Rural,0.7850225,5.49220779222,0.06672120000000001
St Andrews Central,0.85,4.821428571449999,0.036075333333333334
St Andrews North and Strathkinness,0.88325,6.155844155833333,0.20115725
St Andrews South East,0.810986,5.46288461538,0.030074800000000002
St Andrews South West,0.81586,5.60816908584,0.08840966666666666
St Boswells and Newtown Area,0.860274,5.64218664476,0.0733898
St Leonards North,0.9129200000000001,5.8735478807,0.09122571428571428
St Leonards South,0.8858457142857143,5.7543812634142855,0.09269028571428573
St Monans and Pittenweem,0.8518450000000001,5.561476449275,0.08269875
Stamperland,0.939914,6.10775672764,0.1431032
Stane,0.7444725,5.140625,0.059635
Stanley and Murthly,0.8361171428571429,5.575907029471429,0.11857642857142857
Stenhouse and Saughton Mains,0.73773125,5.0771916771125,0.045774375
Stenhousemuir - Antonshill,0.857604,6.09441502308,0.0791492
Stenhousemuir East,0.80624,5.7556594203,0.0933422
Stenhousemuir West,0.76932,5.63366447875,0.07613075
Stepps,0.93181,6.080615942033333,0.124098
Stevenston Ardeer,0.74461,5.7368791602750004,0.05019025
Stevenston Hayocks,0.6973480000000001,5.22442697652,0.0306432
Stevenston North West,0.7424933333333333,5.2963247863,0.0479994
Stewartfield East,0.9129700000000001,6.28406084655,0.18346
Stewartfield West,0.908105,6.038070285366667,0.10455166666666667
Stewarton East,0.890796,5.8549111476,0.1051238
Stewarton West,0.79853,5.585537918866667,0.06778166666666667
Stobswell,0.691,4.595402216828571,0.05849442857142857
Stockbridge,0.8493200000000001,5.31666666665,0.1885222857142857
Stockethill,0.7996571428571428,5.223924134885714,0.09549471428571428
Stonehaven North,0.8935085714285714,5.919966475688889,0.12505433333333332
Stonehaven South,0.8842383333333333,5.994812925185714,0.12811171428571427
Stonehouse,0.7960025,5.4616201684,0.08444025
Stornoway East,0.87791,5.658625731,0.1015285
Stornoway West,0.8531875,5.64657563025,0.074417
Straiton,0.7444966666666667,5.1396011396,0.06348475
Stranraer East,0.7856866666666666,5.454067046166667,0.06930833333333333
Stranraer South,0.798365,5.28801461685,0.07269075
Stranraer West,0.8370166666666667,5.249671849866667,0.065699
Strathaven North,0.8850075000000001,6.022797241125,0.15197225
Strathaven South,0.8811683333333333,5.9851528385714285,0.14213642857142858
Strathbungo,0.6659733333333333,5.485185185183333,0.09654514285714286
"Stromness, Sandwick and Stenness",0.82553,5.70687374565,0.0807475
Strutherhill,0.616156,4.7827950996199995,0.0297076
Summerhill,0.8189025,5.27474927034,0.088892
Summerston Central and West,0.8462350000000001,5.48498172865,0.10364033333333333
Summerston North,0.7744675,5.47876121555,0.07377325
Summerville,0.832616,5.535317460316667,0.06564400000000001
Sunnyside and Cliftonville,0.7700016666666666,5.1616718657,0.07467066666666666
Sutherland East,0.787818,5.55465573325,0.06245883333333333
Sutherland North and West,0.7932239999999999,5.6173685573666665,0.07412733333333334
Sutherland South,0.8310911111111111,5.574669241444445,0.10950822222222223
Tain,0.844652,5.30740886308,0.0757272
Tayport,0.8228380000000001,5.65841360022,0.1129946
The Calders,0.752622,4.84857142858,0.0346224
The Glens,0.7332416666666667,4.653619528616667,0.07660716666666667
The Grange,0.89133,6.435913041442857,0.19282685714285713
The Inch,0.7307,5.327821702166666,0.07167966666666667
The Murray,0.832312,5.45819720584,0.0780094
The Shore and Constitution Street,0.7456699999999999,4.96749373434,0.06660871428571428
Thornhill,0.88734,5.94619714996,0.0946104
Thornton and Kinglassie,0.757454,5.25747644514,0.0573378
"Thorntonhall, Jackton and Gardenhall",0.9330999999999999,6.1956487956399995,0.1421586
Thornybank,0.720424,5.15995332582,0.0406892
Thrashbush,0.68615,5.229198159425,0.063791125
Thurso East,0.8191325,5.498389355775,0.0384415
Thurso West,0.8039016666666667,5.338458235071428,0.07264
Tillicoultry,0.79317875,5.6547666102,0.050720125
Tillydrone,0.7183683333333334,5.15968999015,0.04562833333333333
Tollcross,0.7738522222222223,5.241710758377778,0.08035583333333333
Torrance and Balmore,0.9101566666666666,6.123209230766667,0.15985833333333332
Torry East,0.6590233333333334,4.654545003133333,0.03984666666666667
Torry West,0.6728885714285714,4.912107650085715,0.039743714285714285
Toryglen and Oatlands,0.7294942857142857,5.3090494941,0.08354171428571429
Townhead,0.6881471428571428,4.889102536214286,0.05281485714285714
Trinity,0.9111699999999999,5.948265460033333,0.2442666666666667
Trinity East and The Dudleys,0.9102666666666667,6.2480952380799994,0.2043076
Troon,0.864166,5.921091696028571,0.1599634285714286
Troqueer,0.83785,5.79536340852,0.115157
Tullibody North and Glenochil,0.7595700000000001,5.113409896283333,0.0428585
Tullibody South,0.7884216666666667,5.2870332481,0.04433733333333333
Turriff,0.8240966666666667,5.293785660266667,0.07971666666666667
Twechar and Harestanes East,0.8529950000000001,5.735940065675,0.0831935
Tweeddale East Area,0.8648266666666666,5.7243907453142855,0.11621142857142858
Tweeddale West Area,0.9015228571428572,6.178488967471428,0.18105457142857143
Uddingston and Gardenside,0.8936716666666666,5.7857578729285715,0.1475597142857143
"Uphall, Dechmont and Ecclesmachan",0.7931771428571428,5.421055391425,0.064651125
Upper Nithsdale,0.8058571428571428,5.487483797671429,0.06949142857142857
Valleyfield Culross and Torryburn,0.788488,5.31936507936,0.0800146
Vicarland and Cairns,0.7718849999999999,5.2412538056999995,0.0577745
Victoria Park,0.9421466666666667,6.2939864865,0.21870966666666666
"Viewlands, Craigie and Wellshill",0.875945,5.895495638442857,0.12313871428571428
Viewpark,0.6801257142857143,5.1226074836,0.026692714285714285
Village and Castlecary,0.7924019999999999,5.56295049978,0.0652612
Wemyss,0.765555,5.422081195025,0.0571205
"West Braeside, East Inverkip and West Gourock",0.9059275,6.27527056275,0.13490825
West Calder and Polbeth,0.8207471428571429,5.340357848728572,0.07073842857142858
West Clober and Mains Estate,0.9071,6.12186043125,0.1874035
West End North,0.9249550000000001,6.377525252525,0.28745025
West End South,0.8759075,6.311678004542857,0.1597217142857143
West Ferry,0.866865,6.032280219775,0.1885935
West Kilbride and Seamill,0.828925,5.88955026455,0.10482216666666666
West Kirkwall,0.828966,5.56671894936,0.0538656
West Mainland,0.849484,5.65265267652,0.0682522
West Mains,0.86022,5.81538978495,0.076156
West Pilton,0.664332,4.9812249609000006,0.060032600000000005
West Pitkerro,0.882405,5.790860983725,0.141550375
Westburn and Newton,0.7846366666666666,5.264681364666667,0.07503855555555555
Westend,0.8708783333333333,5.890805229716666,0.12531857142857142
Western Edge,0.8741811111111111,5.8526923772818185,0.12305818181818182
Western Harbour and Leith Docks,0.8016825000000001,5.31467216995,0.09172975
Westerton East,0.89834,6.29765590446,0.1876628
Westerton West,0.9107500000000001,5.9875935658333335,0.12449566666666667
Westfield,0.8552833333333334,5.738153774155555,0.098773
Westhill Central,0.8868266666666667,5.671035762483333,0.10823350000000001
Westhill North and South,0.93581,5.884705743116667,0.1234835
Westwood East,0.8527399999999999,5.553989139525,0.058388499999999996
Westwood South,0.838985,5.445009350166667,0.0633305
Whisky Isles,0.788658,5.50865530556,0.1008942
Whitburn Central,0.7378233333333333,5.171732627266667,0.020935000000000002
"Whitburn, Croftmalloch and Greenrigg",0.7961,5.23643615644,0.07864080000000001
Whitecraigs and Broom,0.9172674999999999,6.19166666665,0.24812250000000002
Whitehill,0.6935279999999999,4.7547282339,0.032084800000000004
Whitehills West,0.757594,5.1243459439,0.0451432
Whiteinch,0.7867774999999999,5.213969435725,0.04417325
Whitfield,0.6881344444444444,4.549402179677778,0.043489
Whitlawburn and Greenlees,0.8046433333333334,5.674829931971429,0.09624571428571428
Wick North,0.782822,4.97614845938,0.0349212
Wick South,0.7406516666666667,4.904173312066667,0.0419085
Williamwood,0.9425475,6.23319510896,0.1868738
Willowbrae and Duddingston Village,0.848445,5.662499999985714,0.1417422857142857
"Winchburgh, Bridgend and Philpstoun",0.8454483333333334,5.37086160725,0.08204600000000001
Windygates and Coaltown,0.8521633333333334,5.76413011695,0.093513
Wishaw East,0.8552675,5.487916666675,0.0898155
Wishaw North,0.749745,5.40279443595,0.09109575
Wishaw South,0.7091228571428572,5.063305405757143,0.06455757142857144
Woodhead and Meikle Earnock,0.7279725,5.33901960785,0.0644955
Woodhill East,0.9241333333333334,6.0443861694,0.136569
Woodhill West,0.907112,6.1014573070400004,0.1283536
Woodlands,0.796895,5.853486790983333,0.14567025
Woodside,0.7406544444444445,5.142504409177778,0.07141133333333333
Wyndford,0.729252,4.80033875338,0.0357054
Yoker North,0.7537,5.2886077157999996,0.07669875000000001
Yoker South,0.7620316666666667,5.37417784165,0.08309183333333334
Ythanside,0.889104,5.8559481454333335,0.11080266666666666
Ythsie,0.8810883333333334,5.702117702128572,0.09764342857142858
